# Marine heatwave statistics for individual detected events at Sodwana
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1995, 5, 11, 1995, 5, 17, 1995, 5, 20, 10, 1.904, 1.428, 14.28, 0.3086, 0.1816, 0.003544, 1.194, 0.7093, 7.093, 0.3096, 26.63, 26.22, 262.2, 0.358, 2.683, 1.987
2, 1996, 1, 12, 1996, 1, 13, 1996, 1, 21, 10, 2.23, 1.788, 17.88, 0.3195, 0.4513, 0.00176, 0.9174, 0.5498, 5.498, 0.2761, 28.57, 28.23, 282.3, 0.2681, 1.699, 1.438
3, 1996, 8, 3, 1996, 8, 4, 1996, 8, 8, 6, 1.068, 0.8965, 5.379, 0.143, 0.4274, 0.0004091, 0.3919, 0.2144, 1.286, 0.1432, 23.31, 23.13, 138.8, 0.1425, 1.579, 1.314
4, 1996, 11, 14, 1996, 11, 24, 1996, 11, 24, 11, 2.001, 1.683, 18.51, 0.2461, 0.07227, 0.0007088, 0.9292, 0.612, 6.732, 0.2504, 26.36, 25.87, 284.6, 0.2786, 1.867, 1.573
5, 1997, 9, 19, 1997, 9, 26, 1997, 9, 28, 10, 1.803, 1.342, 13.42, 0.2721, 0.1149, 0.0006066, 0.8068, 0.3587, 3.587, 0.2626, 24.16, 23.67, 236.7, 0.3013, 1.81, 1.362
6, 1998, 2, 26, 1998, 3, 8, 1998, 3, 11, 14, 1.844, 1.593, 22.3, 0.1909, 0.06976, 0.0006566, 0.8536, 0.5694, 7.971, 0.2008, 28.97, 28.72, 402.0, 0.1978, 1.862, 1.56
7, 1998, 4, 11, 1998, 4, 16, 1998, 4, 17, 7, 1.351, 1.141, 7.988, 0.1521, 0.08638, 0.0001757, 0.3858, 0.1739, 1.218, 0.1549, 27.41, 27.29, 191.0, 0.09052, 1.4, 1.18
8, 1998, 4, 28, 1998, 5, 1, 1998, 5, 6, 9, 1.925, 1.599, 14.39, 0.2456, 0.3567, 0.0006499, 1.047, 0.7402, 6.662, 0.2576, 27.34, 26.97, 242.7, 0.2273, 2.193, 1.868
9, 1998, 7, 4, 1998, 7, 9, 1998, 7, 13, 10, 1.534, 1.133, 11.33, 0.1942, 0.1344, 0.000378, 0.7548, 0.3557, 3.557, 0.195, 24.18, 23.8, 238.0, 0.153, 1.968, 1.458
10, 1998, 7, 23, 1998, 7, 24, 1998, 8, 4, 13, 1.398, 0.9696, 12.61, 0.2392, 0.4459, 0.0004333, 0.6551, 0.265, 3.445, 0.2262, 23.69, 23.23, 302.0, 0.2527, 1.882, 1.371
11, 1998, 8, 23, 1998, 8, 26, 1998, 8, 29, 7, 1.136, 0.9725, 6.808, 0.1344, 0.1334, 0.0002938, 0.4108, 0.2426, 1.698, 0.1406, 23.29, 23.13, 161.9, 0.1349, 1.567, 1.334
12, 1998, 9, 26, 1998, 10, 4, 1998, 10, 9, 14, 2.924, 1.831, 25.64, 0.6253, 0.2347, 0.001232, 1.944, 0.8483, 11.88, 0.6255, 25.44, 24.32, 340.5, 0.6242, 2.983, 1.863
13, 1998, 11, 26, 1998, 11, 28, 1998, 12, 2, 7, 2.054, 1.579, 11.05, 0.3553, 0.4429, 0.0004957, 1.006, 0.535, 3.745, 0.3547, 26.55, 26.12, 182.8, 0.3531, 1.96, 1.513
14, 1999, 1, 3, 1999, 1, 8, 1999, 1, 9, 7, 2.194, 1.828, 12.8, 0.236, 0.2449, 0.001067, 0.8134, 0.4344, 3.041, 0.2396, 28.36, 27.91, 195.3, 0.2876, 1.589, 1.312
15, 1999, 3, 3, 1999, 3, 3, 1999, 3, 7, 5, 1.345, 1.203, 6.015, 0.1239, 0.3391, 0.0002481, 0.3047, 0.1816, 0.9078, 0.1143, 28.48, 28.34, 141.7, 0.1261, 1.293, 1.177
16, 1999, 3, 18, 1999, 3, 23, 1999, 4, 1, 15, 1.774, 1.278, 19.16, 0.2511, 0.175, 0.0004253, 0.891, 0.3947, 5.921, 0.2567, 28.64, 28.09, 421.3, 0.2413, 2.009, 1.449
17, 1999, 8, 16, 1999, 8, 21, 1999, 8, 23, 8, 0.9977, 0.8123, 6.498, 0.07988, 0.05303, 0.0001476, 0.2826, 0.09219, 0.7375, 0.08127, 23.17, 22.99, 183.9, 0.07961, 1.395, 1.128
18, 1999, 8, 27, 1999, 9, 1, 1999, 9, 3, 8, 1.211, 1.086, 8.687, 0.08221, 0.05995, 0.0002758, 0.4088, 0.3051, 2.441, 0.09524, 23.34, 23.22, 185.8, 0.08407, 1.509, 1.394
19, 1999, 11, 21, 1999, 11, 28, 1999, 12, 1, 11, 2.242, 1.748, 19.23, 0.384, 0.1363, 0.0005345, 1.194, 0.6876, 7.563, 0.3829, 26.74, 26.18, 288.0, 0.3924, 2.14, 1.648
20, 1999, 12, 14, 1999, 12, 15, 1999, 12, 18, 5, 1.763, 1.647, 8.235, 0.124, 0.375, 0.0001631, 0.7306, 0.5887, 2.943, 0.1136, 26.83, 26.75, 133.8, 0.165, 1.707, 1.556
21, 1999, 12, 26, 1999, 12, 30, 2000, 1, 15, 21, 2.811, 1.864, 39.15, 0.3857, 0.323, 0.0007248, 1.456, 0.5127, 10.77, 0.3861, 28.6, 27.89, 585.7, 0.2901, 2.075, 1.38
22, 2000, 2, 2, 2000, 2, 5, 2000, 2, 26, 25, 2.233, 1.447, 36.17, 0.3376, 0.3941, 0.0005288, 1.258, 0.401, 10.02, 0.3541, 29.05, 28.41, 710.2, 0.3362, 2.291, 1.391
23, 2000, 3, 6, 2000, 3, 12, 2000, 3, 13, 8, 1.348, 1.179, 9.436, 0.09765, 0.06177, 0.0002996, 0.4029, 0.2061, 1.648, 0.1041, 28.44, 28.29, 226.3, 0.09782, 1.426, 1.213
24, 2000, 3, 27, 2000, 3, 28, 2000, 4, 1, 6, 1.229, 1.02, 6.12, 0.1201, 0.3195, 0.0001913, 0.3578, 0.143, 0.858, 0.1254, 27.96, 27.71, 166.3, 0.158, 1.411, 1.164
