# Marine heatwave statistics for individual detected events at Hermanus
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1991, 12, 18, 1991, 12, 18, 1991, 12, 22, 5, 3.303, 3.283, 16.41, 0.01448, 0.9901, 0.0007288, 0.3, 0.2371, 1.185, 0.04425, 20.0, 20.0, 100.0, 0.0, 1.1, 1.078
2, 1992, 2, 13, 1992, 2, 13, 1992, 2, 18, 6, 4.053, 3.356, 20.14, 0.5524, 1.52, 0.003558, 1.502, 0.8323, 4.994, 0.5496, 20.0, 19.25, 115.5, 0.559, 1.589, 1.33
3, 1992, 4, 4, 1992, 4, 11, 1992, 4, 27, 24, 3.08, 2.505, 60.13, 0.4942, 0.09798, 0.001487, 1.032, 0.5457, 13.1, 0.4904, 18.0, 17.52, 420.5, 0.489, 1.504, 1.281
4, 1992, 12, 17, 1993, 1, 9, 1993, 1, 11, 26, 4.244, 3.766, 97.91, 0.3489, 0.05004, 0.0008567, 1.274, 0.7328, 19.05, 0.3517, 21.0, 20.54, 534.0, 0.359, 1.429, 1.242
5, 1993, 2, 13, 1993, 2, 18, 1993, 2, 19, 7, 5.661, 4.189, 29.32, 0.8742, 0.5668, 0.003169, 3.163, 1.67, 11.69, 0.8813, 21.5, 20.07, 140.5, 0.8631, 2.266, 1.664
6, 1993, 5, 17, 1993, 5, 17, 1993, 5, 24, 8, 1.896, 1.494, 11.95, 0.22, 0.9887, 0.0006247, 0.6129, 0.2944, 2.355, 0.2196, 17.5, 17.12, 137.0, 0.2165, 1.478, 1.247
7, 1997, 2, 3, 1997, 2, 5, 1997, 2, 10, 8, 4.373, 3.347, 26.77, 0.5079, 0.6245, 0.000617, 1.702, 0.7024, 5.619, 0.4946, 20.5, 19.44, 155.5, 0.5266, 1.637, 1.265
8, 1997, 3, 20, 1997, 3, 24, 1997, 3, 24, 5, 3.963, 2.937, 14.68, 0.6497, 0.4042, 0.000373, 1.727, 0.6629, 3.315, 0.6736, 19.0, 18.0, 90.0, 0.6325, 1.773, 1.295
9, 2000, 9, 8, 2000, 9, 8, 2000, 9, 12, 5, 2.349, 1.707, 8.536, 0.3804, 2.481, 0.0002788, 1.282, 0.65, 3.25, 0.3791, 17.5, 16.9, 84.5, 0.3742, 2.202, 1.615
10, 2000, 10, 16, 2000, 10, 17, 2000, 10, 20, 5, 1.717, 1.306, 6.532, 0.2059, 0.6602, 0.0005133, 0.5984, 0.1647, 0.8234, 0.2206, 17.5, 17.1, 85.5, 0.2, 1.535, 1.147
11, 2001, 6, 24, 2001, 6, 25, 2001, 6, 30, 7, 1.81, 1.214, 8.496, 0.3339, 1.023, 0.0003245, 1.032, 0.4194, 2.935, 0.3408, 17.0, 16.36, 114.5, 0.3499, 2.327, 1.532
12, 2002, 1, 19, 2002, 1, 24, 2002, 1, 24, 6, 4.567, 4.173, 25.04, 0.5044, 0.2959, 0.0003356, 1.811, 1.373, 8.239, 0.5358, 21.0, 20.67, 124.0, 0.4714, 1.657, 1.493
13, 2002, 5, 20, 2002, 5, 20, 2002, 5, 26, 7, 1.868, 1.571, 11.0, 0.2497, 0.992, 0.0001679, 0.6613, 0.424, 2.968, 0.2353, 17.5, 17.21, 120.5, 0.2474, 1.548, 1.368
14, 2002, 6, 10, 2002, 6, 14, 2002, 6, 15, 6, 2.054, 1.777, 10.66, 0.259, 0.2391, 0.0002114, 1.274, 1.0, 6.0, 0.2594, 17.5, 17.25, 103.5, 0.25, 2.635, 2.287
15, 2003, 4, 30, 2003, 5, 3, 2003, 5, 18, 19, 3.633, 2.152, 40.89, 0.8579, 0.471, 0.0005094, 2.032, 0.6715, 12.76, 0.8024, 19.0, 17.63, 335.0, 0.8085, 2.269, 1.439
16, 2004, 11, 6, 2004, 12, 4, 2004, 12, 17, 42, 4.956, 3.22, 135.3, 0.8666, 0.1276, 0.0003929, 2.389, 0.9477, 39.8, 0.7228, 21.5, 19.71, 828.0, 0.9267, 1.93, 1.43
17, 2005, 3, 24, 2005, 3, 27, 2005, 3, 28, 5, 2.995, 2.785, 13.92, 0.2451, 0.2252, 0.0001308, 0.8065, 0.5813, 2.906, 0.2523, 18.0, 17.8, 89.0, 0.2449, 1.368, 1.264
18, 2005, 10, 15, 2005, 10, 30, 2005, 11, 1, 18, 2.471, 1.827, 32.88, 0.3974, 0.09598, 0.0001824, 1.035, 0.5456, 9.82, 0.3713, 18.5, 17.72, 319.0, 0.4479, 1.721, 1.43
19, 2005, 11, 5, 2005, 11, 5, 2005, 11, 9, 5, 1.83, 1.785, 8.924, 0.03186, 0.9764, 0.0001034, 0.2468, 0.1732, 0.8661, 0.05664, 18.0, 18.0, 90.0, 0.0, 1.156, 1.108
20, 2006, 3, 4, 2006, 3, 8, 2006, 3, 20, 17, 4.562, 3.091, 52.56, 0.6616, 0.5779, 0.0003609, 2.205, 0.7502, 12.75, 0.6605, 20.0, 18.41, 313.0, 0.6694, 1.935, 1.32
21, 2007, 1, 1, 2007, 1, 18, 2007, 1, 20, 20, 6.929, 3.888, 77.77, 0.9151, 0.2718, 0.0006324, 4.065, 0.9521, 19.04, 0.9395, 23.5, 20.6, 412.0, 0.8746, 2.419, 1.327
