# Marine heatwave statistics for individual detected events at Fish_Hoek
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1993, 2, 24, 1993, 3, 1, 1993, 3, 1, 6, 2.545, 2.432, 14.59, 0.06765, 0.1315, 0.0006462, 0.3484, 0.2301, 1.381, 0.06732, 20.0, 20.0, 120.0, 0.0, 1.159, 1.105
2, 1993, 3, 19, 1993, 3, 25, 1993, 3, 25, 7, 3.766, 2.992, 20.95, 0.5127, 0.2592, 0.00513, 1.689, 0.9166, 6.416, 0.5117, 20.0, 19.43, 136.0, 0.4949, 1.813, 1.441
3, 1993, 5, 17, 1993, 5, 22, 1993, 5, 23, 7, 2.911, 2.237, 15.66, 0.363, 0.2879, 0.002212, 1.0, 0.3571, 2.5, 0.3499, 17.0, 16.36, 114.5, 0.3499, 1.523, 1.189
4, 1994, 12, 7, 1994, 12, 7, 1994, 12, 11, 5, 2.615, 2.534, 12.67, 0.05719, 0.9596, 0.0006706, 0.5306, 0.4661, 2.331, 0.04562, 20.0, 20.0, 100.0, 0.0, 1.255, 1.225
5, 1997, 2, 8, 1997, 2, 12, 1997, 2, 12, 5, 3.076, 2.847, 14.23, 0.2636, 0.1822, 0.0005502, 1.0, 0.8, 4.0, 0.2449, 21.0, 20.8, 104.0, 0.2449, 1.482, 1.39
6, 1997, 6, 3, 1997, 6, 9, 1997, 6, 9, 7, 2.184, 2.137, 14.96, 0.03218, 0.05453, 0.0005172, 0.4984, 0.4016, 2.811, 0.06452, 16.0, 16.0, 112.0, 0.0, 1.296, 1.232
7, 1998, 2, 6, 1998, 2, 11, 1998, 2, 12, 7, 4.062, 3.173, 22.21, 0.5319, 0.381, 0.0007969, 2.0, 1.143, 8.0, 0.5151, 22.0, 21.14, 148.0, 0.5151, 1.97, 1.561
8, 1998, 6, 21, 1998, 6, 24, 1998, 6, 26, 6, 1.891, 1.634, 9.805, 0.2359, 0.08442, 0.0004202, 0.6129, 0.3298, 1.979, 0.2164, 15.5, 15.25, 91.5, 0.25, 1.48, 1.251
9, 1998, 7, 13, 1998, 7, 17, 1998, 7, 17, 5, 1.669, 1.652, 8.259, 0.01236, 0.1201, 0.0002138, 0.4161, 0.3655, 1.827, 0.04063, 15.0, 15.0, 75.0, 0.0, 1.332, 1.285
10, 1999, 5, 8, 1999, 5, 12, 1999, 5, 12, 5, 1.749, 1.718, 8.592, 0.02002, 0.0695, 9.192e-05, 1.776e-15, 3.908e-15, 1.954e-14, 2.611e-15, 16.0, 16.0, 80.0, 0.0, 1.0, 1.0
