# Marine coldspell statistics for individual detected events at Kommetjie
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1992, 9, 28, 1992, 9, 29, 1992, 10, 2, 5, -2.389, -2.166, -10.83, 0.2284, 0.4237, 0.005022, -0.613, -0.3808, -1.904, 0.2218, 11.0, 11.2, 56.0, 0.2449, -1.345, -1.213
2, 1994, 5, 25, 1994, 5, 28, 1994, 5, 30, 6, -4.053, -2.708, -16.25, 0.7429, 0.5924, 0.003007, -2.039, -0.7027, -4.216, 0.7442, 10.0, 11.33, 68.0, 0.7454, -2.012, -1.351
3, 1994, 6, 7, 1994, 6, 10, 1994, 6, 13, 7, -4.149, -2.862, -20.04, 0.7013, 0.7124, 0.003023, -2.353, -1.072, -7.504, 0.6951, 10.0, 11.29, 79.0, 0.6999, -2.31, -1.598
4, 1994, 7, 31, 1994, 8, 4, 1994, 8, 5, 6, -2.716, -2.047, -12.28, 0.4723, 0.3347, 0.001695, -1.166, -0.5394, -3.236, 0.4543, 11.0, 11.67, 70.0, 0.4714, -1.753, -1.355
5, 1994, 8, 10, 1994, 8, 16, 1994, 8, 17, 8, -3.756, -2.497, -19.98, 0.6628, 0.3114, 0.002791, -2.092, -0.8416, -6.733, 0.6614, 10.0, 11.25, 90.0, 0.6614, -2.256, -1.508
6, 1994, 8, 25, 1994, 8, 28, 1994, 8, 30, 6, -3.788, -2.952, -17.71, 0.688, 0.7155, 0.001104, -2.0, -1.171, -7.024, 0.6818, 10.0, 10.83, 65.0, 0.6872, -2.119, -1.656
7, 1994, 10, 1, 1994, 10, 3, 1994, 10, 5, 5, -3.302, -2.703, -13.52, 0.4826, 0.5791, 0.001637, -1.484, -0.884, -4.42, 0.4787, 10.0, 10.6, 53.0, 0.4899, -1.816, -1.485
8, 1997, 6, 10, 1997, 6, 12, 1997, 6, 15, 6, -3.141, -2.472, -14.83, 0.4716, 0.5959, 0.0007852, -1.4, -0.7489, -4.493, 0.4714, 11.0, 11.67, 70.0, 0.4714, -1.804, -1.435
9, 2001, 3, 31, 2001, 4, 5, 2001, 4, 5, 6, -2.514, -2.391, -14.34, 0.1786, 0.1039, 0.0001474, -0.7939, -0.6849, -4.11, 0.1813, 10.0, 10.08, 60.5, 0.1863, -1.461, -1.402
10, 2003, 5, 10, 2003, 5, 10, 2003, 5, 16, 7, -2.723, -2.325, -16.28, 0.2385, 2.934, 0.0001289, -0.7626, -0.3544, -2.481, 0.2401, 10.8, 11.3, 79.1, 0.2563, -1.389, -1.18
