# Annual average marine coldspell statistics at Gordons_Bay
# A value of nan indicates mising data. This should correspond to a year with no MCS events (count = 0)
Year, MCS event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MCS days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1982, 8, 17.0, -2.245, -1.685, -30.04, 136.0, -240.3, 0.3048, 0.3836, 0.007557, -1.017, -0.4803, -11.05, 0.3037, 14.06, 14.48, 248.5, 0.3113, -1.79, -1.379, 16.1, 20.74, 12.76
1983, 8, 12.75, -1.926, -1.47, -19.63, 102.0, -157.0, 0.2655, 0.198, 0.001566, -0.9112, -0.4585, -7.325, 0.2603, 13.82, 14.25, 183.9, 0.2691, -1.914, -1.458, 16.54, 20.71, 13.07
1984, 9, 10.78, -2.6, -1.922, -20.45, 97.0, -184.0, 0.3681, 0.5837, 0.001618, -1.345, -0.676, -7.427, 0.3653, 14.73, 15.37, 166.9, 0.3674, -2.057, -1.526, 16.22, 19.89, 13.21
1985, 2, 12.0, -1.92, -1.587, -20.11, 24.0, -40.22, 0.1688, 0.08236, 0.0005181, -0.6823, -0.3513, -5.394, 0.1678, 16.6, 16.88, 197.4, 0.2103, -1.556, -1.286, 17.1, 20.86, 14.56
1986, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.67, 20.94, 15.34
1987, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.41, 20.93, 14.81
1988, 5, 7.8, -2.365, -2.018, -15.54, 39.0, -77.68, 0.1991, 0.3352, 0.0003426, -0.712, -0.3774, -2.821, 0.1926, 15.8, 16.09, 125.1, 0.1827, -1.429, -1.229, 16.65, 20.93, 14.63
1989, 1, 7.0, -1.646, -1.285, -8.996, 7.0, -8.996, 0.1885, 0.1055, 0.0001684, -0.6159, -0.2355, -1.649, 0.2006, 14.65, 15.06, 105.4, 0.2228, -1.598, -1.227, 16.78, 20.21, 13.59
1990, 3, 8.667, -1.965, -1.597, -14.54, 26.0, -43.63, 0.2559, 0.175, 0.0002507, -0.7945, -0.4274, -4.01, 0.2474, 14.75, 15.13, 132.1, 0.2784, -1.615, -1.319, 16.53, 20.23, 14.09
1991, 3, 16.33, -1.737, -1.37, -23.07, 49.0, -69.2, 0.1683, 0.08644, 0.0001718, -0.6986, -0.323, -6.69, 0.1734, 13.73, 14.11, 226.8, 0.1764, -1.708, -1.317, 16.95, 20.49, 12.9
1992, 1, 13.0, -1.537, -1.283, -16.68, 13.0, -16.68, 0.1826, 0.08359, 0.0001638, -0.6019, -0.354, -4.602, 0.1841, 14.67, 14.93, 194.1, 0.2675, -1.644, -1.381, 17.68, 22.47, 14.65
1993, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.44, 22.41, 14.21
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.22, 20.61, 13.64
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.05, 21.72, 14.34
1996, 9, 14.78, -2.029, -1.649, -23.65, 133.0, -212.9, 0.2177, 0.1629, 0.0001398, -0.7477, -0.3694, -5.387, 0.2144, 14.95, 15.34, 222.3, 0.2304, -1.564, -1.278, 16.09, 19.85, 13.38
1997, 2, 16.5, -1.896, -1.444, -25.6, 33.0, -51.21, 0.2163, 0.1858, 0.0001624, -0.7903, -0.3452, -7.169, 0.2147, 13.46, 13.86, 228.4, 0.2205, -1.704, -1.311, 16.92, 21.26, 13.19
1998, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.37, 21.36, 14.99
1999, 1, 7.0, -1.842, -1.453, -10.17, 7.0, -10.17, 0.2336, 0.2602, 0.0001089, -0.6993, -0.3089, -2.162, 0.2449, 14.66, 15.05, 105.4, 0.2447, -1.612, -1.273, 17.28, 21.32, 14.65
2000, 2, 12.5, -1.979, -1.564, -20.16, 25.0, -40.31, 0.1989, 0.2209, 0.0001252, -0.7008, -0.3283, -5.073, 0.1955, 16.14, 16.51, 194.3, 0.1984, -1.548, -1.272, 17.07, 20.64, 14.34
2001, 1, 25.0, -2.51, -2.048, -51.2, 25.0, -51.2, 0.2868, 0.04057, 0.0001246, -1.122, -0.526, -13.15, 0.316, 14.26, 14.93, 373.3, 0.3601, -1.809, -1.353, 17.11, 20.58, 14.03
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.38, 21.22, 14.79
2003, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.04, 22.18, 14.2
2004, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.55, 21.24, 14.06
2005, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.7, 22.1, 15.2
2006, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 21.69, 14.0
2007, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.75, 21.43, 13.9
2008, 2, 15.0, -3.452, -2.539, -43.96, 30.0, -87.92, 0.6105, 0.5518, 0.0002118, -1.856, -0.9748, -18.5, 0.5843, 15.46, 16.25, 230.9, 0.5341, -2.081, -1.582, 16.79, 21.14, 13.41
2009, 1, 5.0, -2.921, -2.255, -11.27, 5.0, -11.27, 0.3653, 0.567, 0.0001093, -1.255, -0.6032, -3.016, 0.3531, 16.57, 17.26, 86.3, 0.3806, -1.753, -1.364, 17.0, 20.78, 14.43
2010, 2, 22.5, -4.041, -2.422, -53.44, 45.0, -106.9, 0.6342, 0.797, 0.0002284, -2.449, -0.8384, -20.93, 0.6312, 15.01, 16.35, 372.2, 0.5964, -2.641, -1.583, 16.9, 21.13, 13.49
