"","coast","lag","quantile","direction","proportion"
"666","west",14,0.1,"x",0.266126773289961
"667","west",14,0.2,"a",0.139047619047619
"668","west",14,0.2,"b",0.143452380952381
"669","west",14,0.2,"x",0.255833333333333
"670","west",14,0.3,"a",0.134496347148786
"671","west",14,0.3,"b",0.163115086133379
"672","west",14,0.3,"x",0.267642418557053
"673","west",14,0.4,"a",0.150265369305617
"674","west",14,0.4,"b",0.130712811440366
"675","west",14,0.4,"x",0.245761462479728
"676","west",14,0.5,"a",0.121604748221128
"677","west",14,0.5,"b",0.130960933223864
"678","west",14,0.5,"x",0.219391420361248
"679","west",14,0.6,"a",0.0870388669301713
"680","west",14,0.6,"b",0.10836627140975
"681","west",14,0.6,"x",0.15233860342556
"682","west",14,0.7,"a",0.0571895424836601
"683","west",14,0.7,"b",0.129084967320261
"684","west",14,0.7,"x",0.143790849673202
"685","west",14,0.8,"a",0.0208333333333333
"686","west",14,0.8,"b",0.0982142857142858
"687","west",14,0.8,"x",0.119047619047619
"688","west",14,0.9,"a",0
"689","west",14,0.9,"b",0.104166666666667
"690","west",14,0.9,"x",0.104166666666667
"691","west",14,1,"a",0
"692","west",14,1,"b",0
"693","west",14,1,"x",0
