"","coast","lag","quantile","direction","proportion"
"131","east",8,1,"b",0
"132","east",8,1,"x",0
"133","east",10,0,"a",0.113037323037323
"134","east",10,0,"b",0.127979407979408
"135","east",10,0,"x",0.233873873873874
"136","east",10,0.1,"a",0.106510778412306
"137","east",10,0.1,"b",0.093153521633997
"138","east",10,0.1,"x",0.191599783917271
"139","east",10,0.2,"a",0.100420168067227
"140","east",10,0.2,"b",0.0618842364532021
"141","east",10,0.2,"x",0.153375833091857
"142","east",10,0.3,"a",0.106740196078431
"143","east",10,0.3,"b",0.0400641025641025
"144","east",10,0.3,"x",0.136387631975867
"145","east",10,0.4,"a",0.093040293040293
"146","east",10,0.4,"b",0.0346320346320346
"147","east",10,0.4,"x",0.127672327672328
"148","east",10,0.5,"a",0.0662393162393163
"149","east",10,0.5,"b",0.0402046783625732
"150","east",10,0.5,"x",0.106443994601889
"151","east",10,0.6,"a",0.0678571428571429
"152","east",10,0.6,"b",0.0166666666666667
"153","east",10,0.6,"x",0.0845238095238095
"154","east",10,0.7,"a",0.0539772727272727
"155","east",10,0.7,"b",0
"156","east",10,0.7,"x",0.0539772727272727
"157","east",10,0.8,"a",0
"158","east",10,0.8,"b",0
"159","east",10,0.8,"x",0
"160","east",10,0.9,"a",0
"161","east",10,0.9,"b",0
"162","east",10,0.9,"x",0
"163","east",10,1,"a",0
"164","east",10,1,"b",0
"165","east",10,1,"x",0
"166","east",12,0,"a",0.136936936936937
"167","east",12,0,"b",0.146640926640927
"168","east",12,0,"x",0.276435006435006
"169","east",12,0.1,"a",0.1254501723517
"170","east",12,0.1,"b",0.113887173946597
"171","east",12,0.1,"x",0.231272830169265
"172","east",12,0.2,"a",0.121540857722399
"173","east",12,0.2,"b",0.0852108084613157
"174","east",12,0.2,"x",0.197823094755143
"175","east",12,0.3,"a",0.131061463046757
"176","east",12,0.3,"b",0.0496794871794871
"177","east",12,0.3,"x",0.170324283559578
"178","east",12,0.4,"a",0.121070596070596
"179","east",12,0.4,"b",0.0459956709956709
"180","east",12,0.4,"x",0.167066267066267
"181","east",12,0.5,"a",0.0793972109761583
"182","east",12,0.5,"b",0.0533625730994152
"183","east",12,0.5,"x",0.132759784075574
"184","east",12,0.6,"a",0.0678571428571429
"185","east",12,0.6,"b",0.0166666666666667
"186","east",12,0.6,"x",0.0845238095238095
"187","east",12,0.7,"a",0.0539772727272727
"188","east",12,0.7,"b",0
"189","east",12,0.7,"x",0.0539772727272727
"190","east",12,0.8,"a",0
"191","east",12,0.8,"b",0
"192","east",12,0.8,"x",0
"193","east",12,0.9,"a",0
"194","east",12,0.9,"b",0
"195","east",12,0.9,"x",0
"196","east",12,1,"a",0
"197","east",12,1,"b",0
"198","east",12,1,"x",0
"199","east",14,0,"a",0.15045045045045
"200","east",14,0,"b",0.153397683397684
"201","east",14,0,"x",0.296705276705277
"202","east",14,0.1,"a",0.133025929927458
"203","east",14,0.1,"b",0.113887173946597
"204","east",14,0.1,"x",0.238848587745022
"205","east",14,0.2,"a",0.130161547377572
"206","east",14,0.2,"b",0.0852108084613157
"207","east",14,0.2,"x",0.206443784410316
"208","east",14,0.3,"a",0.140676847662142
"209","east",14,0.3,"b",0.0496794871794871
"210","east",14,0.3,"x",0.179939668174962
"211","east",14,0.4,"a",0.132434232434232
"212","east",14,0.4,"b",0.0459956709956709
"213","east",14,0.4,"x",0.178429903429903
"214","east",14,0.5,"a",0.0793972109761583
"215","east",14,0.5,"b",0.0533625730994152
"216","east",14,0.5,"x",0.132759784075574
"217","east",14,0.6,"a",0.0678571428571429
"218","east",14,0.6,"b",0.0166666666666667
"219","east",14,0.6,"x",0.0845238095238095
"220","east",14,0.7,"a",0.0539772727272727
"221","east",14,0.7,"b",0
"222","east",14,0.7,"x",0.0539772727272727
"223","east",14,0.8,"a",0
"224","east",14,0.8,"b",0
"225","east",14,0.8,"x",0
"226","east",14,0.9,"a",0
"227","east",14,0.9,"b",0
"228","east",14,0.9,"x",0
"229","east",14,1,"a",0
"230","east",14,1,"b",0
"231","east",14,1,"x",0
"232","south",2,0,"a",0.0854513570699088
"233","south",2,0,"b",0.0664157460990837
"234","south",2,0,"x",0.111719628508732
"235","south",2,0.1,"a",0.0562579552488993
"236","south",2,0.1,"b",0.0543421001357732
"237","south",2,0.1,"x",0.0859623820277941
"238","south",2,0.2,"a",0.0472176607444552
"239","south",2,0.2,"b",0.0437277152938517
"240","south",2,0.2,"x",0.0686052145095045
"241","south",2,0.3,"a",0.0400104225104225
"242","south",2,0.3,"b",0.0278942678942679
"243","south",2,0.3,"x",0.0519062744062744
"244","south",2,0.4,"a",0.0356940904984823
"245","south",2,0.4,"b",0.0182699385634608
"246","south",2,0.4,"x",0.0456430231447834
"247","south",2,0.5,"a",0.0343434343434344
"248","south",2,0.5,"b",0.0112665112665113
"249","south",2,0.5,"x",0.0386169386169386
"250","south",2,0.6,"a",0.0370115995115995
"251","south",2,0.6,"b",0.0151098901098901
"252","south",2,0.6,"x",0.042506105006105
"253","south",2,0.7,"a",0.0243922743922744
"254","south",2,0.7,"b",0.017982017982018
"255","south",2,0.7,"x",0.0313852813852814
"256","south",2,0.8,"a",0.0346153846153846
"257","south",2,0.8,"b",0.0153846153846154
"258","south",2,0.8,"x",0.0346153846153846
"259","south",2,0.9,"a",0
"260","south",2,0.9,"b",0
"261","south",2,0.9,"x",0
"262","south",2,1,"a",0
"263","south",2,1,"b",0
"264","south",2,1,"x",0
"265","south",4,0,"a",0.101089036233502
"266","south",4,0,"b",0.0864155973778223
"267","south",4,0,"x",0.147357158951064
"268","south",4,0.1,"a",0.066880178770059
"269","south",4,0.1,"b",0.0770064436748944
"270","south",4,0.1,"x",0.119248949088075
"271","south",4,0.2,"a",0.0572599951249431
"272","south",4,0.2,"b",0.0639645039277241
"273","south",4,0.2,"x",0.0988843375238648
"274","south",4,0.3,"a",0.0488293513293513
"275","south",4,0.3,"b",0.0488670587199999
"276","south",4,0.3,"x",0.0816979940509352
"277","south",4,0.4,"a",0.0456430231447834
"278","south",4,0.4,"b",0.0256630031647634
"279","south",4,0.4,"x",0.0629850203923871
"280","south",4,0.5,"a",0.043424630924631
"281","south",4,0.5,"b",0.0199203574203574
"282","south",4,0.5,"x",0.0563519813519814
"283","south",4,0.6,"a",0.0489163614163614
"284","south",4,0.6,"b",0.0263278388278388
"285","south",4,0.6,"x",0.0656288156288156
"286","south",4,0.7,"a",0.0399322899322899
"287","south",4,0.7,"b",0.0329392829392829
"288","south",4,0.7,"x",0.0618825618825619
"289","south",4,0.8,"a",0.0456043956043956
"290","south",4,0.8,"b",0.035989010989011
"291","south",4,0.8,"x",0.0662087912087912
"292","south",4,0.9,"a",0.0192307692307692
"293","south",4,0.9,"b",0.0384615384615385
"294","south",4,0.9,"x",0.0576923076923077
"295","south",4,1,"a",0
"296","south",4,1,"b",0
"297","south",4,1,"x",0
"298","south",6,0,"a",0.122340286931529
"299","south",6,0,"b",0.0955620409795307
"300","south",6,0,"x",0.177754853250799
"301","south",6,0.1,"a",0.0768995711423925
"302","south",6,0.1,"b",0.0871386853924738
"303","south",6,0.1,"x",0.139400583177988
"304","south",6,0.2,"a",0.0685420464069944
"305","south",6,0.2,"b",0.0704631776677772
"306","south",6,0.2,"x",0.116665062545969
"307","south",6,0.3,"a",0.0584095147556686
"308","south",6,0.3,"b",0.056468868674751
"309","south",6,0.3,"x",0.0988799674320036
"310","south",6,0.4,"a",0.0566846131337418
"311","south",6,0.4,"b",0.0307912082929686
"312","south",6,0.4,"x",0.0791548155095506
"313","south",6,0.5,"a",0.0511169386169386
"314","south",6,0.5,"b",0.0199203574203574
"315","south",6,0.5,"x",0.0640442890442891
"316","south",6,0.6,"a",0.058531746031746
"317","south",6,0.6,"b",0.0263278388278388
"318","south",6,0.6,"x",0.0752442002442003
"319","south",6,0.7,"a",0.0527528027528028
"320","south",6,0.7,"b",0.0329392829392829
"321","south",6,0.7,"x",0.0747030747030748
"322","south",6,0.8,"a",0.0648351648351648
"323","south",6,0.8,"b",0.035989010989011
"324","south",6,0.8,"x",0.0854395604395605
"325","south",6,0.9,"a",0.0192307692307692
"326","south",6,0.9,"b",0.0384615384615385
"327","south",6,0.9,"x",0.0576923076923077
"328","south",6,1,"a",0
"329","south",6,1,"b",0
"330","south",6,1,"x",0
"331","south",8,0,"a",0.136409447712848
"332","south",8,0,"b",0.112922421216165
"333","south",8,0,"x",0.209184394268753
"334","south",8,0.1,"a",0.087339131581953
"335","south",8,0.1,"b",0.102798026051814
"336","south",8,0.1,"x",0.165499484276889
"337","south",8,0.2,"a",0.0800175188253948
"338","south",8,0.2,"b",0.087828151095042
"339","south",8,0.2,"x",0.145505508391634
"340","south",8,0.3,"a",0.0682515245976784
"341","south",8,0.3,"b",0.0716255638314462
"342","south",8,0.3,"x",0.123878672430709
"343","south",8,0.4,"a",0.0643769208260495
"344","south",8,0.4,"b",0.0447772222789825
"345","south",8,0.4,"x",0.100833137187872
"346","south",8,0.5,"a",0.0607323232323233
"347","south",8,0.5,"b",0.0370143745143745
"348","south",8,0.5,"x",0.0907536907536908
"349","south",8,0.6,"a",0.069520757020757
"350","south",8,0.6,"b",0.0483058608058608
"351","south",8,0.6,"x",0.108211233211233
"352","south",8,0.7,"a",0.0681374181374182
"353","south",8,0.7,"b",0.0469252969252969
"354","south",8,0.7,"x",0.104073704073704
"355","south",8,0.8,"a",0.0840659340659341
"356","south",8,0.8,"b",0.035989010989011
"357","south",8,0.8,"x",0.10467032967033
"358","south",8,0.9,"a",0.0576923076923077
"359","south",8,0.9,"b",0.0384615384615385
"360","south",8,0.9,"x",0.0961538461538462
"361","south",8,1,"a",0
"362","south",8,1,"b",0
"363","south",8,1,"x",0
"364","south",10,0,"a",0.162304168005562
"365","south",10,0,"b",0.138227922154222
"366","south",10,0,"x",0.260384615499523
"367","south",10,0.1,"a",0.104463673706495
"368","south",10,0.1,"b",0.117213022819752
"369","south",10,0.1,"x",0.197039023169369
"370","south",10,0.2,"a",0.0989496856704474
"371","south",10,0.2,"b",0.104072981533421
"372","south",10,0.2,"x",0.180682505675066
"373","south",10,0.3,"a",0.086814873013968
"374","south",10,0.3,"b",0.0846495768554592
"375","south",10,0.3,"x",0.155466033871011
"376","south",10,0.4,"a",0.0803609368100654
"377","south",10,0.4,"b",0.0528743882708854
"378","south",10,0.4,"x",0.124914319163791
"379","south",10,0.5,"a",0.0799630924630925
"380","south",10,0.5,"b",0.0466297591297591
"381","south",10,0.5,"x",0.119599844599845
"382","south",10,0.6,"a",0.094551282051282
"383","south",10,0.6,"b",0.0483058608058608
"384","south",10,0.6,"x",0.133241758241758
"385","south",10,0.7,"a",0.10010545010545
"386","south",10,0.7,"b",0.0469252969252969
"387","south",10,0.7,"x",0.136041736041736
"388","south",10,0.8,"a",0.103296703296703
"389","south",10,0.8,"b",0.035989010989011
"390","south",10,0.8,"x",0.123901098901099
"391","south",10,0.9,"a",0.0576923076923077
"392","south",10,0.9,"b",0.0384615384615385
"393","south",10,0.9,"x",0.0961538461538462
"394","south",10,1,"a",0
"395","south",10,1,"b",0
"396","south",10,1,"x",0
"397","south",12,0,"a",0.169072415008553
"398","south",12,0,"b",0.171059434525491
"399","south",12,0,"x",0.299984374873785
"400","south",12,0.1,"a",0.11214429096158
"401","south",12,0.1,"b",0.144320749063126
"402","south",12,0.1,"x",0.231827366667828
"403","south",12,0.2,"a",0.107536081353617
"404","south",12,0.2,"b",0.134480710338233
"405","south",12,0.2,"x",0.219676630163048
"406","south",12,0.3,"a",0.0965505702496652
"407","south",12,0.3,"b",0.0989101609689844
"408","south",12,0.3,"x",0.179462315220234
"409","south",12,0.4,"a",0.0803609368100654
"410","south",12,0.4,"b",0.0641172215245882
"411","south",12,0.4,"x",0.136157152417494
"412","south",12,0.5,"a",0.0799630924630925
"413","south",12,0.5,"b",0.0533249158249158
"414","south",12,0.5,"x",0.126295001295001
"415","south",12,0.6,"a",0.094551282051282
"416","south",12,0.6,"b",0.0519688644688645
"417","south",12,0.6,"x",0.136904761904762
"418","south",12,0.7,"a",0.10010545010545
"419","south",12,0.7,"b",0.0469252969252969
"420","south",12,0.7,"x",0.136041736041736
"421","south",12,0.8,"a",0.103296703296703
"422","south",12,0.8,"b",0.035989010989011
"423","south",12,0.8,"x",0.123901098901099
"424","south",12,0.9,"a",0.0576923076923077
"425","south",12,0.9,"b",0.0384615384615385
"426","south",12,0.9,"x",0.0961538461538462
"427","south",12,1,"a",0
"428","south",12,1,"b",0
"429","south",12,1,"x",0
"430","south",14,0,"a",0.196755346208656
"431","south",14,0,"b",0.182518561342261
"432","south",14,0,"x",0.339126432890657
"433","south",14,0.1,"a",0.138509837180068
"434","south",14,0.1,"b",0.15736658480633
"435","south",14,0.1,"x",0.27123874862952
"436","south",14,0.2,"a",0.130878066275135
"437","south",14,0.2,"b",0.14448365758256
"438","south",14,0.2,"x",0.253021562328893
"439","south",14,0.3,"a",0.123604278649528
"440","south",14,0.3,"b",0.105650087708911
"441","south",14,0.3,"x",0.213255950360023
"442","south",14,0.4,"a",0.100241513898881
"443","south",14,0.4,"b",0.0716623080170431
"444","south",14,0.4,"x",0.163582815998764
"445","south",14,0.5,"a",0.0971639471639472
"446","south",14,0.5,"b",0.0624061124061124
"447","south",14,0.5,"x",0.152577052577053
"448","south",14,0.6,"a",0.111950549450549
"449","south",14,0.6,"b",0.0638736263736264
"450","south",14,0.6,"x",0.166208791208791
"451","south",14,0.7,"a",0.115645465645466
"452","south",14,0.7,"b",0.0624653124653125
"453","south",14,0.7,"x",0.167121767121767
"454","south",14,0.8,"a",0.123901098901099
"455","south",14,0.8,"b",0.0565934065934066
"456","south",14,0.8,"x",0.16510989010989
"457","south",14,0.9,"a",0.0576923076923077
"458","south",14,0.9,"b",0.0384615384615385
"459","south",14,0.9,"x",0.0961538461538462
"460","south",14,1,"a",0
"461","south",14,1,"b",0
"462","south",14,1,"x",0
"463","west",2,0,"a",0.0432372001938141
"464","west",2,0,"b",0.049247624431344
"465","west",2,0,"x",0.0824340830170395
"466","west",2,0.1,"a",0.0390546390546391
"467","west",2,0.1,"b",0.0322198072198072
"468","west",2,0.1,"x",0.059972234972235
"469","west",2,0.2,"a",0.0253555967841682
"470","west",2,0.2,"b",0.0253555967841682
"471","west",2,0.2,"x",0.0380333951762523
"472","west",2,0.3,"a",0.0119047619047619
"473","west",2,0.3,"b",0.0205254515599343
"474","west",2,0.3,"x",0.0264778325123153
"475","west",2,0.4,"a",0.00675675675675675
"476","west",2,0.4,"b",0.0167567567567568
"477","west",2,0.4,"x",0.0235135135135135
"478","west",2,0.5,"a",0
"479","west",2,0.5,"b",0.00806451612903225
"480","west",2,0.5,"x",0.00806451612903225
"481","west",2,0.6,"a",0
"482","west",2,0.6,"b",0
"483","west",2,0.6,"x",0
"484","west",2,0.7,"a",0
"485","west",2,0.7,"b",0
"486","west",2,0.7,"x",0
"487","west",2,0.8,"a",0
"488","west",2,0.8,"b",0
"489","west",2,0.8,"x",0
"490","west",2,0.9,"a",0
"491","west",2,0.9,"b",0
"492","west",2,0.9,"x",0
"493","west",2,1,"a",0
"494","west",2,1,"b",0
"495","west",2,1,"x",0
"496","west",4,0,"a",0.0432372001938141
"497","west",4,0,"b",0.0678610124094861
"498","west",4,0,"x",0.101047470995182
"499","west",4,0.1,"a",0.0390546390546391
"500","west",4,0.1,"b",0.0532154782154782
"501","west",4,0.1,"x",0.080967905967906
"502","west",4,0.2,"a",0.0253555967841682
"503","west",4,0.2,"b",0.0436155323373369
"504","west",4,0.2,"x",0.0562933307294209
"505","west",4,0.3,"a",0.0119047619047619
"506","west",4,0.3,"b",0.0352313339128755
"507","west",4,0.3,"x",0.0411837148652564
"508","west",4,0.4,"a",0.00675675675675675
"509","west",4,0.4,"b",0.0346138996138996
"510","west",4,0.4,"x",0.0413706563706564
"511","west",4,0.5,"a",0
"512","west",4,0.5,"b",0.00806451612903225
"513","west",4,0.5,"x",0.00806451612903225
"514","west",4,0.6,"a",0
"515","west",4,0.6,"b",0
"516","west",4,0.6,"x",0
"517","west",4,0.7,"a",0
"518","west",4,0.7,"b",0
"519","west",4,0.7,"x",0
"520","west",4,0.8,"a",0
"521","west",4,0.8,"b",0
"522","west",4,0.8,"x",0
"523","west",4,0.9,"a",0
"524","west",4,0.9,"b",0
"525","west",4,0.9,"x",0
"526","west",4,1,"a",0
"527","west",4,1,"b",0
"528","west",4,1,"x",0
"529","west",6,0,"a",0.0663729171713909
"530","west",6,0,"b",0.0719593730652238
"531","west",6,0,"x",0.128281548628496
"532","west",6,0.1,"a",0.0605747855747856
"533","west",6,0.1,"b",0.0532154782154782
"534","west",6,0.1,"x",0.102488052488052
"535","west",6,0.2,"a",0.0385134915210103
"536","west",6,0.2,"b",0.0436155323373369
"537","west",6,0.2,"x",0.0694512254662631
"538","west",6,0.3,"a",0.0266106442577031
"539","west",6,0.3,"b",0.0352313339128755
"540","west",6,0.3,"x",0.0558895972181975
"541","west",6,0.4,"a",0.0246138996138996
"542","west",6,0.4,"b",0.0346138996138996
"543","west",6,0.4,"x",0.0592277992277993
"544","west",6,0.5,"a",0.0208333333333333
"545","west",6,0.5,"b",0.00806451612903225
"546","west",6,0.5,"x",0.0288978494623656
"547","west",6,0.6,"a",0
"548","west",6,0.6,"b",0
"549","west",6,0.6,"x",0
"550","west",6,0.7,"a",0
"551","west",6,0.7,"b",0
"552","west",6,0.7,"x",0
"553","west",6,0.8,"a",0
"554","west",6,0.8,"b",0
"555","west",6,0.8,"x",0
"556","west",6,0.9,"a",0
"557","west",6,0.9,"b",0
"558","west",6,0.9,"x",0
"559","west",6,1,"a",0
"560","west",6,1,"b",0
"561","west",6,1,"x",0
"562","west",8,0,"a",0.0809459877789443
"563","west",8,0,"b",0.0883284206842714
"564","west",8,0,"x",0.159223666855097
"565","west",8,0.1,"a",0.0673315423315423
"566","west",8,0.1,"b",0.0651202401202401
"567","west",8,0.1,"x",0.121149571149571
"568","west",8,0.2,"a",0.0460892490967679
"569","west",8,0.2,"b",0.0436155323373369
"570","west",8,0.2,"x",0.0770269830420206
"571","west",8,0.3,"a",0.0352313339128755
"572","west",8,0.3,"b",0.0352313339128755
"573","west",8,0.3,"x",0.0645102868733699
"574","west",8,0.4,"a",0.0346138996138996
"575","west",8,0.4,"b",0.0346138996138996
"576","west",8,0.4,"x",0.0692277992277993
"577","west",8,0.5,"a",0.0208333333333333
"578","west",8,0.5,"b",0.00806451612903225
"579","west",8,0.5,"x",0.0288978494623656
"580","west",8,0.6,"a",0
"581","west",8,0.6,"b",0
"582","west",8,0.6,"x",0
"583","west",8,0.7,"a",0
"584","west",8,0.7,"b",0
"585","west",8,0.7,"x",0
"586","west",8,0.8,"a",0
"587","west",8,0.8,"b",0
"588","west",8,0.8,"x",0
"589","west",8,0.9,"a",0
"590","west",8,0.9,"b",0
"591","west",8,0.9,"x",0
"592","west",8,1,"a",0
"593","west",8,1,"b",0
"594","west",8,1,"x",0
"595","west",10,0,"a",0.0809459877789443
"596","west",10,0,"b",0.0883284206842714
"597","west",10,0,"x",0.159223666855097
"598","west",10,0.1,"a",0.0673315423315423
"599","west",10,0.1,"b",0.0651202401202401
"600","west",10,0.1,"x",0.121149571149571
"601","west",10,0.2,"a",0.0460892490967679
"602","west",10,0.2,"b",0.0436155323373369
"603","west",10,0.2,"x",0.0770269830420206
"604","west",10,0.3,"a",0.0352313339128755
"605","west",10,0.3,"b",0.0352313339128755
"606","west",10,0.3,"x",0.0645102868733699
"607","west",10,0.4,"a",0.0346138996138996
"608","west",10,0.4,"b",0.0346138996138996
"609","west",10,0.4,"x",0.0692277992277993
"610","west",10,0.5,"a",0.0208333333333333
"611","west",10,0.5,"b",0.00806451612903225
"612","west",10,0.5,"x",0.0288978494623656
"613","west",10,0.6,"a",0
"614","west",10,0.6,"b",0
"615","west",10,0.6,"x",0
"616","west",10,0.7,"a",0
"617","west",10,0.7,"b",0
"618","west",10,0.7,"x",0
"619","west",10,0.8,"a",0
"620","west",10,0.8,"b",0
"621","west",10,0.8,"x",0
"622","west",10,0.9,"a",0
"623","west",10,0.9,"b",0
"624","west",10,0.9,"x",0
"625","west",10,1,"a",0
"626","west",10,1,"b",0
"627","west",10,1,"x",0
"628","west",12,0,"a",0.0936650380898544
"629","west",12,0,"b",0.0942808016366524
"630","west",12,0,"x",0.177895098118388
"631","west",12,0.1,"a",0.0814923814923815
"632","west",12,0.1,"b",0.0718769968769969
"633","west",12,0.1,"x",0.142067167067167
"634","west",12,0.2,"a",0.0620608551304857
"635","west",12,0.2,"b",0.0511912899130944
"636","west",12,0.2,"x",0.100574346651496
"637","west",12,0.3,"a",0.0411837148652564
"638","west",12,0.3,"b",0.0438520235680479
"639","west",12,0.3,"x",0.0790833574809233
"640","west",12,0.4,"a",0.0413706563706564
"641","west",12,0.4,"b",0.0446138996138996
"642","west",12,0.4,"x",0.085984555984556
"643","west",12,0.5,"a",0.0288978494623656
"644","west",12,0.5,"b",0.00806451612903225
"645","west",12,0.5,"x",0.0369623655913979
"646","west",12,0.6,"a",0
"647","west",12,0.6,"b",0
"648","west",12,0.6,"x",0
"649","west",12,0.7,"a",0
"650","west",12,0.7,"b",0
"651","west",12,0.7,"x",0
"652","west",12,0.8,"a",0
"653","west",12,0.8,"b",0
"654","west",12,0.8,"x",0
"655","west",12,0.9,"a",0
"656","west",12,0.9,"b",0
"657","west",12,0.9,"x",0
"658","west",12,1,"a",0
"659","west",12,1,"b",0
"660","west",12,1,"x",0
"661","west",14,0,"a",0.0936650380898544
"662","west",14,0,"b",0.108429903900509
"663","west",14,0,"x",0.192044200382245
"664","west",14,0.1,"a",0.0814923814923815
"665","west",14,0.1,"b",0.0831792081792082
"666","west",14,0.1,"x",0.153369378369378
"667","west",14,0.2,"a",0.0620608551304857
"668","west",14,0.2,"b",0.0638690883051785
"669","west",14,0.2,"x",0.11325214504358
"670","west",14,0.3,"a",0.0411837148652564
"671","west",14,0.3,"b",0.0438520235680479
"672","west",14,0.3,"x",0.0790833574809233
"673","west",14,0.4,"a",0.0413706563706564
"674","west",14,0.4,"b",0.0446138996138996
"675","west",14,0.4,"x",0.085984555984556
"676","west",14,0.5,"a",0.0288978494623656
"677","west",14,0.5,"b",0.00806451612903225
"678","west",14,0.5,"x",0.0369623655913979
"679","west",14,0.6,"a",0
"680","west",14,0.6,"b",0
"681","west",14,0.6,"x",0
"682","west",14,0.7,"a",0
