"","coast","lag","quantile","direction","proportion"
"1","east",2,0,"a",0.0529472329472329
"2","east",2,0,"b",0.0377992277992278
"3","east",2,0,"x",0.0836036036036036
"4","east",2,0.1,"a",0.0388563049853373
"5","east",2,0.1,"b",0.0312805474095797
"6","east",2,0.1,"x",0.0620723362658846
"7","east",2,0.2,"a",0.0428571428571429
"8","east",2,0.2,"b",0.0350985221674877
"9","east",2,0.2,"x",0.0690270935960591
"10","east",2,0.3,"a",0.0502450980392156
"11","east",2,0.3,"b",0.0296474358974359
"12","east",2,0.3,"x",0.0694758672699848
"13","east",2,0.4,"a",0.0285714285714286
"14","east",2,0.4,"b",0.0227272727272727
"15","east",2,0.4,"x",0.0512987012987013
"16","east",2,0.5,"a",0.0138888888888889
"17","east",2,0.5,"b",0.0263157894736843
"18","east",2,0.5,"x",0.0402046783625732
"19","east",2,0.6,"a",0.0178571428571428
"20","east",2,0.6,"b",0.0166666666666667
"21","east",2,0.6,"x",0.0345238095238095
"22","east",2,0.7,"a",0.0227272727272727
"23","east",2,0.7,"b",0
"24","east",2,0.7,"x",0.0227272727272727
"25","east",2,0.8,"a",0
"26","east",2,0.8,"b",0
"27","east",2,0.8,"x",0
"28","east",2,0.9,"a",0
"29","east",2,0.9,"b",0
"30","east",2,0.9,"x",0
"31","east",2,1,"a",0
"32","east",2,1,"b",0
"33","east",2,1,"x",0
"34","east",4,0,"a",0.0529472329472329
"35","east",4,0,"b",0.0711325611325612
"36","east",4,0,"x",0.116936936936937
"37","east",4,0.1,"a",0.0388563049853373
"38","east",4,0.1,"b",0.0605674744044862
"39","east",4,0.1,"x",0.0913592632607912
"40","east",4,0.2,"a",0.0428571428571429
"41","east",4,0.2,"b",0.0529556650246306
"42","east",4,0.2,"x",0.0868842364532021
"43","east",4,0.3,"a",0.0502450980392156
"44","east",4,0.3,"b",0.0400641025641025
"45","east",4,0.3,"x",0.0798925339366515
"46","east",4,0.4,"a",0.0285714285714286
"47","east",4,0.4,"b",0.0346320346320346
"48","east",4,0.4,"x",0.0632034632034632
"49","east",4,0.5,"a",0.0138888888888889
"50","east",4,0.5,"b",0.0402046783625732
"51","east",4,0.5,"x",0.054093567251462
"52","east",4,0.6,"a",0.0178571428571428
"53","east",4,0.6,"b",0.0166666666666667
"54","east",4,0.6,"x",0.0345238095238095
"55","east",4,0.7,"a",0.0227272727272727
"56","east",4,0.7,"b",0
"57","east",4,0.7,"x",0.0227272727272727
"58","east",4,0.8,"a",0
"59","east",4,0.8,"b",0
"60","east",4,0.8,"x",0
"61","east",4,0.9,"a",0
"62","east",4,0.9,"b",0
"63","east",4,0.9,"x",0
"64","east",4,1,"a",0
"65","east",4,1,"b",0
"66","east",4,1,"x",0
"67","east",6,0,"a",0.0600900900900901
"68","east",6,0,"b",0.0973230373230373
"69","east",6,0,"x",0.15027027027027
"70","east",6,0.1,"a",0.0469208211143695
"71","east",6,0.1,"b",0.0737253691413284
"72","east",6,0.1,"x",0.112581674126666
"73","east",6,0.2,"a",0.0428571428571429
"74","east",6,0.2,"b",0.0529556650246306
"75","east",6,0.2,"x",0.0868842364532021
"76","east",6,0.3,"a",0.0502450980392156
"77","east",6,0.3,"b",0.0400641025641025
"78","east",6,0.3,"x",0.0798925339366515
"79","east",6,0.4,"a",0.0285714285714286
"80","east",6,0.4,"b",0.0346320346320346
"81","east",6,0.4,"x",0.0632034632034632
"82","east",6,0.5,"a",0.0138888888888889
"83","east",6,0.5,"b",0.0402046783625732
"84","east",6,0.5,"x",0.054093567251462
"85","east",6,0.6,"a",0.0178571428571428
"86","east",6,0.6,"b",0.0166666666666667
"87","east",6,0.6,"x",0.0345238095238095
"88","east",6,0.7,"a",0.0227272727272727
"89","east",6,0.7,"b",0
"90","east",6,0.7,"x",0.0227272727272727
"91","east",6,0.8,"a",0
"92","east",6,0.8,"b",0
"93","east",6,0.8,"x",0
"94","east",6,0.9,"a",0
"95","east",6,0.9,"b",0
"96","east",6,0.9,"x",0
"97","east",6,1,"a",0
"98","east",6,1,"b",0
"99","east",6,1,"x",0
"100","east",8,0,"a",0.0839897039897039
"101","east",8,0,"b",0.104079794079794
"102","east",8,0,"x",0.180926640926641
"103","east",8,0.1,"a",0.0739247311827956
"104","east",8,0.1,"b",0.0737253691413284
"105","east",8,0.1,"x",0.139585584195092
"106","east",8,0.2,"a",0.0642857142857143
"107","east",8,0.2,"b",0.0529556650246306
"108","east",8,0.2,"x",0.108312807881773
"109","east",8,0.3,"a",0.0753676470588235
"110","east",8,0.3,"b",0.0400641025641025
"111","east",8,0.3,"x",0.105015082956259
"112","east",8,0.4,"a",0.0571428571428571
"113","east",8,0.4,"b",0.0346320346320346
"114","east",8,0.4,"x",0.0917748917748917
"115","east",8,0.5,"a",0.047008547008547
"116","east",8,0.5,"b",0.0402046783625732
"117","east",8,0.5,"x",0.0872132253711202
"118","east",8,0.6,"a",0.0428571428571429
"119","east",8,0.6,"b",0.0166666666666667
"120","east",8,0.6,"x",0.0595238095238095
"121","east",8,0.7,"a",0.0227272727272727
"122","east",8,0.7,"b",0
"123","east",8,0.7,"x",0.0227272727272727
"124","east",8,0.8,"a",0
"125","east",8,0.8,"b",0
"126","east",8,0.8,"x",0
"127","east",8,0.9,"a",0
"128","east",8,0.9,"b",0
"129","east",8,0.9,"x",0
"130","east",8,1,"a",0
