"site","events","cooccurrence","proportion","lon","lat","quantile"
"Muizenberg",11,0,0,18.48363876,-34.10398726,0.8
"Muizenberg",6,0,0,18.48363876,-34.10398726,0.9
"Muizenberg",1,0,0,18.48363876,-34.10398726,1
"Nahoon Beach",21,0,0,27.950362,-32.993159,0
"Nahoon Beach",19,0,0,27.950362,-32.993159,0.1
"Nahoon Beach",17,0,0,27.950362,-32.993159,0.2
"Nahoon Beach",15,0,0,27.950362,-32.993159,0.3
"Nahoon Beach",13,0,0,27.950362,-32.993159,0.4
"Nahoon Beach",11,0,0,27.950362,-32.993159,0.5
"Nahoon Beach",8,0,0,27.950362,-32.993159,0.6
"Nahoon Beach",6,0,0,27.950362,-32.993159,0.7
"Nahoon Beach",5,0,0,27.950362,-32.993159,0.8
"Nahoon Beach",3,0,0,27.950362,-32.993159,0.9
"Nahoon Beach",1,0,0,27.950362,-32.993159,1
"Orient Beach",37,6,0.162162162162162,27.91625977,-33.02406514,0
"Orient Beach",33,3,0.0909090909090909,27.91625977,-33.02406514,0.1
"Orient Beach",29,3,0.103448275862069,27.91625977,-33.02406514,0.2
"Orient Beach",26,3,0.115384615384615,27.91625977,-33.02406514,0.3
"Orient Beach",22,3,0.136363636363636,27.91625977,-33.02406514,0.4
"Orient Beach",19,3,0.157894736842105,27.91625977,-33.02406514,0.5
"Orient Beach",15,2,0.133333333333333,27.91625977,-33.02406514,0.6
"Orient Beach",11,0,0,27.91625977,-33.02406514,0.7
"Orient Beach",8,0,0,27.91625977,-33.02406514,0.8
"Orient Beach",4,0,0,27.91625977,-33.02406514,0.9
"Orient Beach",1,0,0,27.91625977,-33.02406514,1
"Pollock Beach",19,4,0.210526315789474,25.677885,-33.99125,0
"Pollock Beach",17,3,0.176470588235294,25.677885,-33.99125,0.1
"Pollock Beach",15,3,0.2,25.677885,-33.99125,0.2
"Pollock Beach",13,0,0,25.677885,-33.99125,0.3
"Pollock Beach",11,0,0,25.677885,-33.99125,0.4
"Pollock Beach",10,0,0,25.677885,-33.99125,0.5
"Pollock Beach",8,0,0,25.677885,-33.99125,0.6
"Pollock Beach",6,0,0,25.677885,-33.99125,0.7
"Pollock Beach",4,0,0,25.677885,-33.99125,0.8
"Pollock Beach",2,0,0,25.677885,-33.99125,0.9
"Pollock Beach",1,0,0,25.677885,-33.99125,1
"Port Nolloth",42,7,0.166666666666667,16.86710358,-29.25240668,0
"Port Nolloth",37,4,0.108108108108108,16.86710358,-29.25240668,0.1
"Port Nolloth",33,3,0.0909090909090909,16.86710358,-29.25240668,0.2
"Port Nolloth",29,2,0.0689655172413793,16.86710358,-29.25240668,0.3
"Port Nolloth",25,2,0.08,16.86710358,-29.25240668,0.4
"Port Nolloth",21,0,0,16.86710358,-29.25240668,0.5
"Port Nolloth",17,0,0,16.86710358,-29.25240668,0.6
"Port Nolloth",13,0,0,16.86710358,-29.25240668,0.7
"Port Nolloth",9,0,0,16.86710358,-29.25240668,0.8
"Port Nolloth",5,0,0,16.86710358,-29.25240668,0.9
"Port Nolloth",1,0,0,16.86710358,-29.25240668,1
"Sea Point",61,7,0.114754098360656,18.382165,-33.918469,0
"Sea Point",55,5,0.0909090909090909,18.382165,-33.918469,0.1
"Sea Point",49,4,0.0816326530612245,18.382165,-33.918469,0.2
"Sea Point",42,2,0.0476190476190476,18.382165,-33.918469,0.3
"Sea Point",37,1,0.027027027027027,18.382165,-33.918469,0.4
"Sea Point",31,1,0.032258064516129,18.382165,-33.918469,0.5
"Sea Point",25,0,0,18.382165,-33.918469,0.6
"Sea Point",18,0,0,18.382165,-33.918469,0.7
"Sea Point",13,0,0,18.382165,-33.918469,0.8
"Sea Point",7,0,0,18.382165,-33.918469,0.9
"Sea Point",1,0,0,18.382165,-33.918469,1
"Sodwana",35,0,0,32.7333333333,-27.4247222222,0
"Sodwana",31,0,0,32.7333333333,-27.4247222222,0.1
"Sodwana",28,0,0,32.7333333333,-27.4247222222,0.2
"Sodwana",24,0,0,32.7333333333,-27.4247222222,0.3
"Sodwana",21,0,0,32.7333333333,-27.4247222222,0.4
"Sodwana",18,0,0,32.7333333333,-27.4247222222,0.5
"Sodwana",14,0,0,32.7333333333,-27.4247222222,0.6
"Sodwana",11,0,0,32.7333333333,-27.4247222222,0.7
"Sodwana",7,0,0,32.7333333333,-27.4247222222,0.8
"Sodwana",4,0,0,32.7333333333,-27.4247222222,0.9
"Sodwana",1,0,0,32.7333333333,-27.4247222222,1
"Storms River Mouth",23,2,0.0869565217391304,23.899327,-34.024482,0
"Storms River Mouth",20,0,0,23.899327,-34.024482,0.1
"Storms River Mouth",18,0,0,23.899327,-34.024482,0.2
"Storms River Mouth",16,0,0,23.899327,-34.024482,0.3
"Storms River Mouth",14,0,0,23.899327,-34.024482,0.4
"Storms River Mouth",12,0,0,23.899327,-34.024482,0.5
"Storms River Mouth",9,0,0,23.899327,-34.024482,0.6
"Storms River Mouth",7,0,0,23.899327,-34.024482,0.7
"Storms River Mouth",5,0,0,23.899327,-34.024482,0.8
"Storms River Mouth",3,0,0,23.899327,-34.024482,0.9
"Storms River Mouth",1,0,0,23.899327,-34.024482,1
"Tsitsikamma East",39,7,0.179487179487179,23.9105555556,-34.0269444444,0
"Tsitsikamma East",35,6,0.171428571428571,23.9105555556,-34.0269444444,0.1
"Tsitsikamma East",31,6,0.193548387096774,23.9105555556,-34.0269444444,0.2
"Tsitsikamma East",27,5,0.185185185185185,23.9105555556,-34.0269444444,0.3
"Tsitsikamma East",23,3,0.130434782608696,23.9105555556,-34.0269444444,0.4
"Tsitsikamma East",20,2,0.1,23.9105555556,-34.0269444444,0.5
"Tsitsikamma East",16,1,0.0625,23.9105555556,-34.0269444444,0.6
"Tsitsikamma East",12,1,0.0833333333333333,23.9105555556,-34.0269444444,0.7
"Tsitsikamma East",8,1,0.125,23.9105555556,-34.0269444444,0.8
"Tsitsikamma East",4,1,0.25,23.9105555556,-34.0269444444,0.9
"Tsitsikamma East",1,0,0,23.9105555556,-34.0269444444,1
"Tsitsikamma West",21,2,0.0952380952380952,23.64566803,-33.98066281,0
"Tsitsikamma West",19,2,0.105263157894737,23.64566803,-33.98066281,0.1
"Tsitsikamma West",17,2,0.117647058823529,23.64566803,-33.98066281,0.2
"Tsitsikamma West",15,1,0.0666666666666667,23.64566803,-33.98066281,0.3
"Tsitsikamma West",13,1,0.0769230769230769,23.64566803,-33.98066281,0.4
"Tsitsikamma West",11,1,0.0909090909090909,23.64566803,-33.98066281,0.5
"Tsitsikamma West",8,1,0.125,23.64566803,-33.98066281,0.6
"Tsitsikamma West",7,1,0.142857142857143,23.64566803,-33.98066281,0.7
"Tsitsikamma West",5,1,0.2,23.64566803,-33.98066281,0.8
"Tsitsikamma West",3,1,0.333333333333333,23.64566803,-33.98066281,0.9
"Tsitsikamma West",1,0,0,23.64566803,-33.98066281,1
"Ystervarkpunt",16,0,0,21.73972222,-34.40277778,0
"Ystervarkpunt",14,0,0,21.73972222,-34.40277778,0.1
"Ystervarkpunt",13,0,0,21.73972222,-34.40277778,0.2
"Ystervarkpunt",11,0,0,21.73972222,-34.40277778,0.3
"Ystervarkpunt",10,0,0,21.73972222,-34.40277778,0.4
"Ystervarkpunt",8,0,0,21.73972222,-34.40277778,0.5
"Ystervarkpunt",7,0,0,21.73972222,-34.40277778,0.6
"Ystervarkpunt",5,0,0,21.73972222,-34.40277778,0.7
"Ystervarkpunt",4,0,0,21.73972222,-34.40277778,0.8
"Ystervarkpunt",2,0,0,21.73972222,-34.40277778,0.9
"Ystervarkpunt",1,0,0,21.73972222,-34.40277778,1
