"site","events","cooccurrence","proportion","lon","lat","quantile"
"Eastern Beach",25,2,0.08,27.921824,-33.017976,0
"Eastern Beach",22,1,0.0454545454545455,27.921824,-33.017976,0.1
"Eastern Beach",20,1,0.05,27.921824,-33.017976,0.2
"Eastern Beach",17,0,0,27.921824,-33.017976,0.3
"Eastern Beach",15,0,0,27.921824,-33.017976,0.4
"Eastern Beach",13,0,0,27.921824,-33.017976,0.5
"Eastern Beach",10,0,0,27.921824,-33.017976,0.6
"Eastern Beach",8,0,0,27.921824,-33.017976,0.7
"Eastern Beach",5,0,0,27.921824,-33.017976,0.8
"Eastern Beach",3,0,0,27.921824,-33.017976,0.9
"Eastern Beach",1,0,0,27.921824,-33.017976,1
"Fish Hoek",25,2,0.08,18.4359169,-34.13525212,0
"Fish Hoek",23,2,0.0869565217391304,18.4359169,-34.13525212,0.1
"Fish Hoek",20,2,0.1,18.4359169,-34.13525212,0.2
"Fish Hoek",17,1,0.0588235294117647,18.4359169,-34.13525212,0.3
"Fish Hoek",15,1,0.0666666666666667,18.4359169,-34.13525212,0.4
"Fish Hoek",13,0,0,18.4359169,-34.13525212,0.5
"Fish Hoek",10,0,0,18.4359169,-34.13525212,0.6
"Fish Hoek",8,0,0,18.4359169,-34.13525212,0.7
"Fish Hoek",5,0,0,18.4359169,-34.13525212,0.8
"Fish Hoek",3,0,0,18.4359169,-34.13525212,0.9
"Fish Hoek",1,0,0,18.4359169,-34.13525212,1
"Gordons Bay",36,9,0.25,18.859076,-34.163417,0
"Gordons Bay",32,6,0.1875,18.859076,-34.163417,0.1
"Gordons Bay",29,6,0.206896551724138,18.859076,-34.163417,0.2
"Gordons Bay",25,4,0.16,18.859076,-34.163417,0.3
"Gordons Bay",22,4,0.181818181818182,18.859076,-34.163417,0.4
"Gordons Bay",18,4,0.222222222222222,18.859076,-34.163417,0.5
"Gordons Bay",14,3,0.214285714285714,18.859076,-34.163417,0.6
"Gordons Bay",11,2,0.181818181818182,18.859076,-34.163417,0.7
"Gordons Bay",8,1,0.125,18.859076,-34.163417,0.8
"Gordons Bay",4,0,0,18.859076,-34.163417,0.9
"Gordons Bay",1,0,0,18.859076,-34.163417,1
"Hamburg",22,5,0.227272727272727,27.48888889,-33.28611111,0
"Hamburg",19,5,0.263157894736842,27.48888889,-33.28611111,0.1
"Hamburg",17,3,0.176470588235294,27.48888889,-33.28611111,0.2
"Hamburg",15,2,0.133333333333333,27.48888889,-33.28611111,0.3
"Hamburg",13,1,0.0769230769230769,27.48888889,-33.28611111,0.4
"Hamburg",11,1,0.0909090909090909,27.48888889,-33.28611111,0.5
"Hamburg",9,1,0.111111111111111,27.48888889,-33.28611111,0.6
"Hamburg",7,0,0,27.48888889,-33.28611111,0.7
"Hamburg",5,0,0,27.48888889,-33.28611111,0.8
"Hamburg",3,0,0,27.48888889,-33.28611111,0.9
"Hamburg",1,0,0,27.48888889,-33.28611111,1
"Hermanus",36,7,0.194444444444444,19.25493,-34.414594,0
"Hermanus",32,5,0.15625,19.25493,-34.414594,0.1
"Hermanus",29,5,0.172413793103448,19.25493,-34.414594,0.2
"Hermanus",25,3,0.12,19.25493,-34.414594,0.3
"Hermanus",22,2,0.0909090909090909,19.25493,-34.414594,0.4
"Hermanus",18,2,0.111111111111111,19.25493,-34.414594,0.5
"Hermanus",14,2,0.142857142857143,19.25493,-34.414594,0.6
"Hermanus",11,2,0.181818181818182,19.25493,-34.414594,0.7
"Hermanus",8,1,0.125,19.25493,-34.414594,0.8
"Hermanus",4,0,0,19.25493,-34.414594,0.9
"Hermanus",1,0,0,19.25493,-34.414594,1
"Hout Bay",24,2,0.0833333333333333,18.349713,-34.050165,0
"Hout Bay",21,2,0.0952380952380952,18.349713,-34.050165,0.1
"Hout Bay",19,1,0.0526315789473684,18.349713,-34.050165,0.2
"Hout Bay",17,1,0.0588235294117647,18.349713,-34.050165,0.3
"Hout Bay",14,1,0.0714285714285714,18.349713,-34.050165,0.4
"Hout Bay",12,0,0,18.349713,-34.050165,0.5
"Hout Bay",10,0,0,18.349713,-34.050165,0.6
"Hout Bay",7,0,0,18.349713,-34.050165,0.7
"Hout Bay",5,0,0,18.349713,-34.050165,0.8
"Hout Bay",3,0,0,18.349713,-34.050165,0.9
"Hout Bay",1,0,0,18.349713,-34.050165,1
"Humewood",24,5,0.208333333333333,25.64723969,-33.97361638,0
"Humewood",21,4,0.19047619047619,25.64723969,-33.97361638,0.1
"Humewood",19,2,0.105263157894737,25.64723969,-33.97361638,0.2
"Humewood",17,1,0.0588235294117647,25.64723969,-33.97361638,0.3
"Humewood",14,0,0,25.64723969,-33.97361638,0.4
"Humewood",12,0,0,25.64723969,-33.97361638,0.5
"Humewood",10,0,0,25.64723969,-33.97361638,0.6
"Humewood",7,0,0,25.64723969,-33.97361638,0.7
"Humewood",5,0,0,25.64723969,-33.97361638,0.8
"Humewood",3,0,0,25.64723969,-33.97361638,0.9
"Humewood",1,0,0,25.64723969,-33.97361638,1
"Knysna",23,9,0.391304347826087,23.0669444444,-34.0827777778,0
"Knysna",20,8,0.4,23.0669444444,-34.0827777778,0.1
"Knysna",18,6,0.333333333333333,23.0669444444,-34.0827777778,0.2
"Knysna",16,4,0.25,23.0669444444,-34.0827777778,0.3
"Knysna",14,4,0.285714285714286,23.0669444444,-34.0827777778,0.4
"Knysna",12,2,0.166666666666667,23.0669444444,-34.0827777778,0.5
"Knysna",9,0,0,23.0669444444,-34.0827777778,0.6
"Knysna",7,0,0,23.0669444444,-34.0827777778,0.7
"Knysna",5,0,0,23.0669444444,-34.0827777778,0.8
"Knysna",3,0,0,23.0669444444,-34.0827777778,0.9
"Knysna",1,0,0,23.0669444444,-34.0827777778,1
"Kommetjie",29,2,0.0689655172413793,18.32674026,-34.13667297,0
"Kommetjie",26,1,0.0384615384615385,18.32674026,-34.13667297,0.1
"Kommetjie",23,0,0,18.32674026,-34.13667297,0.2
"Kommetjie",20,0,0,18.32674026,-34.13667297,0.3
"Kommetjie",17,0,0,18.32674026,-34.13667297,0.4
"Kommetjie",15,0,0,18.32674026,-34.13667297,0.5
"Kommetjie",12,0,0,18.32674026,-34.13667297,0.6
"Kommetjie",9,0,0,18.32674026,-34.13667297,0.7
"Kommetjie",6,0,0,18.32674026,-34.13667297,0.8
"Kommetjie",3,0,0,18.32674026,-34.13667297,0.9
"Kommetjie",1,0,0,18.32674026,-34.13667297,1
"Mossel Bay",31,11,0.354838709677419,22.155,-34.1833333333,0
"Mossel Bay",28,10,0.357142857142857,22.155,-34.1833333333,0.1
"Mossel Bay",25,10,0.4,22.155,-34.1833333333,0.2
"Mossel Bay",21,7,0.333333333333333,22.155,-34.1833333333,0.3
"Mossel Bay",19,6,0.315789473684211,22.155,-34.1833333333,0.4
"Mossel Bay",16,5,0.3125,22.155,-34.1833333333,0.5
"Mossel Bay",12,2,0.166666666666667,22.155,-34.1833333333,0.6
"Mossel Bay",9,2,0.222222222222222,22.155,-34.1833333333,0.7
"Mossel Bay",7,2,0.285714285714286,22.155,-34.1833333333,0.8
"Mossel Bay",4,1,0.25,22.155,-34.1833333333,0.9
"Mossel Bay",1,0,0,22.155,-34.1833333333,1
"Muizenberg",53,5,0.0943396226415094,18.48363876,-34.10398726,0
"Muizenberg",47,5,0.106382978723404,18.48363876,-34.10398726,0.1
"Muizenberg",42,4,0.0952380952380952,18.48363876,-34.10398726,0.2
"Muizenberg",37,3,0.0810810810810811,18.48363876,-34.10398726,0.3
"Muizenberg",32,2,0.0625,18.48363876,-34.10398726,0.4
"Muizenberg",27,1,0.037037037037037,18.48363876,-34.10398726,0.5
"Muizenberg",21,1,0.0476190476190476,18.48363876,-34.10398726,0.6
"Muizenberg",16,0,0,18.48363876,-34.10398726,0.7
