# Marine heatwave statistics for individual detected events at Humewood
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1983, 10, 11, 1983, 10, 12, 1983, 10, 15, 5, 1.821, 1.502, 7.511, 0.2399, 0.5543, 0.001252, 0.6243, 0.2983, 1.491, 0.2411, 19.76, 19.45, 97.24, 0.2382, 1.522, 1.248
2, 1983, 12, 31, 1984, 1, 3, 1984, 1, 4, 5, 1.91, 1.695, 8.474, 0.1426, 0.2206, 0.0006804, 0.6227, 0.4008, 2.004, 0.1499, 22.55, 22.3, 111.5, 0.1843, 1.484, 1.31
3, 1985, 6, 5, 1985, 6, 10, 1985, 6, 18, 14, 3.24, 2.215, 31.01, 0.55, 0.3075, 0.001515, 1.858, 0.8489, 11.88, 0.5482, 22.04, 20.96, 293.4, 0.5809, 2.345, 1.621
4, 1986, 3, 4, 1986, 3, 6, 1986, 3, 8, 5, 2.127, 1.896, 9.481, 0.1633, 0.215, 0.0003677, 0.6575, 0.4246, 2.123, 0.1664, 23.04, 22.81, 114.0, 0.1775, 1.448, 1.289
5, 1986, 6, 15, 1986, 6, 16, 1986, 6, 20, 6, 3.375, 2.247, 13.48, 0.6438, 1.097, 0.001151, 2.048, 0.9312, 5.587, 0.6337, 21.96, 20.78, 124.7, 0.6904, 2.543, 1.704
6, 1986, 7, 23, 1986, 7, 25, 1986, 7, 28, 6, 1.666, 1.475, 8.848, 0.1431, 0.2544, 0.000312, 0.5237, 0.3334, 2.0, 0.1434, 19.45, 19.25, 115.5, 0.1441, 1.459, 1.292
7, 1987, 3, 10, 1987, 3, 11, 1987, 3, 17, 8, 2.504, 2.202, 17.62, 0.2004, 0.6213, 0.0003444, 1.014, 0.7146, 5.717, 0.1996, 23.31, 22.96, 183.6, 0.2125, 1.68, 1.48
8, 1988, 1, 11, 1988, 1, 13, 1988, 1, 20, 10, 1.732, 1.551, 15.51, 0.1548, 0.1936, 0.0002067, 0.43, 0.2413, 2.413, 0.1542, 22.67, 22.55, 225.5, 0.1735, 1.33, 1.184
9, 1988, 5, 12, 1988, 5, 15, 1988, 5, 16, 5, 2.336, 2.101, 10.5, 0.22, 0.1634, 0.0004151, 0.7102, 0.4577, 2.289, 0.2132, 21.86, 21.65, 108.2, 0.2319, 1.437, 1.278
10, 1988, 5, 22, 1988, 5, 24, 1988, 5, 26, 5, 2.196, 1.907, 9.533, 0.2465, 0.5556, 0.0002649, 0.7028, 0.411, 2.055, 0.2558, 21.49, 21.2, 106.0, 0.2309, 1.471, 1.276
11, 1988, 7, 18, 1988, 7, 22, 1988, 7, 26, 9, 2.803, 1.744, 15.7, 0.5366, 0.3663, 0.0006881, 1.656, 0.5967, 5.371, 0.5366, 20.6, 19.54, 175.8, 0.5392, 2.444, 1.52
12, 1988, 8, 2, 1988, 8, 6, 1988, 8, 23, 22, 2.95, 1.889, 41.55, 0.6499, 0.3851, 0.0007321, 1.823, 0.7981, 17.56, 0.6258, 20.62, 19.48, 428.7, 0.7022, 2.618, 1.72
13, 1988, 9, 3, 1988, 9, 4, 1988, 9, 9, 7, 1.973, 1.658, 11.61, 0.2476, 1.208, 0.0002761, 0.9523, 0.6381, 4.466, 0.2481, 19.58, 19.29, 135.0, 0.2525, 1.933, 1.625
14, 1989, 9, 12, 1989, 9, 16, 1989, 9, 17, 6, 1.887, 1.644, 9.865, 0.1806, 0.166, 0.0003169, 0.8412, 0.6097, 3.658, 0.172, 19.64, 19.38, 116.3, 0.1969, 1.805, 1.588
15, 1989, 9, 27, 1989, 10, 7, 1989, 10, 11, 15, 2.027, 1.606, 24.08, 0.2853, 0.1099, 0.0003455, 0.8657, 0.4482, 6.722, 0.2819, 19.94, 19.5, 292.6, 0.297, 1.745, 1.387
16, 1990, 4, 16, 1990, 4, 17, 1990, 4, 20, 5, 2.218, 2.131, 10.66, 0.1197, 0.6391, 9.803e-05, 0.3898, 0.2937, 1.469, 0.1103, 22.28, 22.17, 110.9, 0.1015, 1.213, 1.16
17, 1991, 3, 22, 1991, 3, 23, 1991, 3, 27, 6, 2.994, 2.377, 14.26, 0.4338, 0.9797, 0.0005587, 1.478, 0.8407, 5.044, 0.4472, 23.55, 22.9, 137.4, 0.4529, 1.975, 1.55
18, 1991, 4, 30, 1991, 5, 18, 1991, 5, 21, 22, 4.067, 2.657, 58.45, 0.7395, 0.1276, 0.0007493, 2.489, 0.985, 21.67, 0.7761, 23.52, 22.26, 489.8, 0.6893, 2.578, 1.601
19, 1991, 11, 23, 1991, 11, 30, 1991, 12, 2, 10, 2.158, 1.923, 19.23, 0.2111, 0.08143, 0.0002261, 0.6159, 0.3769, 3.769, 0.2092, 21.52, 21.2, 212.0, 0.2472, 1.399, 1.244
20, 1991, 12, 6, 1991, 12, 13, 1991, 12, 15, 10, 2.983, 2.169, 21.69, 0.5216, 0.197, 0.0004337, 1.518, 0.6798, 6.798, 0.5315, 22.78, 21.88, 218.8, 0.5613, 2.036, 1.459
21, 1991, 12, 30, 1992, 1, 2, 1992, 1, 3, 5, 1.793, 1.547, 7.737, 0.1253, 0.121, 0.0001464, 0.5006, 0.2463, 1.232, 0.1309, 22.4, 22.12, 110.6, 0.1542, 1.387, 1.19
22, 1992, 1, 29, 1992, 2, 2, 1992, 2, 12, 15, 2.282, 1.921, 28.82, 0.2784, 0.2184, 0.0001933, 0.8571, 0.4963, 7.445, 0.2682, 23.56, 23.21, 348.1, 0.2938, 1.602, 1.347
23, 1992, 4, 2, 1992, 4, 10, 1992, 4, 11, 10, 3.208, 2.713, 27.13, 0.3278, 0.1811, 0.0003939, 1.495, 1.039, 10.39, 0.3178, 23.43, 23.01, 230.1, 0.3062, 1.872, 1.62
24, 1992, 4, 26, 1992, 4, 28, 1992, 5, 23, 28, 3.257, 2.344, 65.63, 0.4416, 0.5908, 0.0005153, 1.464, 0.6651, 18.62, 0.3859, 23.1, 21.97, 615.0, 0.5593, 1.816, 1.39
25, 1992, 7, 8, 1992, 7, 16, 1992, 8, 1, 25, 2.121, 1.57, 39.25, 0.2905, 0.1076, 0.0003057, 0.9668, 0.4207, 10.52, 0.2858, 19.93, 19.37, 484.3, 0.3094, 1.837, 1.365
26, 1992, 11, 21, 1992, 11, 23, 1992, 11, 25, 5, 2.394, 2.117, 10.58, 0.2426, 0.4309, 0.0001545, 0.8492, 0.5751, 2.876, 0.2357, 21.51, 21.23, 106.2, 0.2731, 1.55, 1.372
27, 1992, 12, 7, 1992, 12, 21, 1993, 1, 10, 35, 2.449, 1.848, 64.67, 0.3046, 0.06627, 0.0002754, 1.043, 0.469, 16.42, 0.2795, 22.57, 22.09, 773.0, 0.3831, 1.741, 1.339
28, 1993, 3, 5, 1993, 3, 7, 1993, 3, 13, 9, 1.929, 1.728, 15.55, 0.1273, 0.1365, 0.0001228, 0.455, 0.2463, 2.216, 0.1314, 22.82, 22.58, 203.2, 0.152, 1.309, 1.167
29, 1993, 4, 2, 1993, 4, 9, 1993, 4, 14, 13, 2.595, 2.204, 28.65, 0.1691, 0.1249, 0.0001636, 0.8954, 0.5088, 6.615, 0.1636, 22.84, 22.47, 292.1, 0.1593, 1.527, 1.3
30, 1993, 4, 30, 1993, 5, 2, 1993, 5, 4, 5, 2.883, 2.266, 11.33, 0.46, 0.5711, 0.000289, 1.139, 0.5185, 2.592, 0.4596, 22.65, 22.03, 110.2, 0.4684, 1.653, 1.297
31, 1993, 5, 28, 1993, 5, 29, 1993, 6, 2, 6, 1.888, 1.638, 9.83, 0.1447, 0.3684, 0.0001058, 0.435, 0.1934, 1.16, 0.1414, 21.04, 20.75, 124.5, 0.1679, 1.299, 1.134
32, 1993, 8, 13, 1993, 8, 19, 1993, 8, 20, 8, 1.827, 1.485, 11.88, 0.222, 0.1076, 0.0001488, 0.7691, 0.4191, 3.353, 0.2287, 19.35, 19.03, 152.2, 0.2062, 1.727, 1.395
33, 1993, 11, 8, 1993, 11, 11, 1993, 11, 12, 5, 2.057, 1.798, 8.989, 0.2427, 0.1958, 0.0001383, 0.617, 0.3696, 1.848, 0.2299, 20.7, 20.4, 102.0, 0.2938, 1.429, 1.257
34, 1993, 11, 24, 1993, 11, 26, 1993, 12, 1, 8, 2.466, 2.036, 16.29, 0.2654, 0.3661, 0.0002684, 0.9148, 0.4892, 3.914, 0.2615, 21.69, 21.31, 170.5, 0.2252, 1.59, 1.316
35, 1994, 3, 16, 1994, 3, 17, 1994, 3, 20, 5, 3.369, 2.52, 12.6, 0.6142, 1.157, 0.0005134, 1.883, 1.034, 5.169, 0.6149, 24.05, 23.18, 115.9, 0.6333, 2.267, 1.696
36, 1994, 3, 27, 1994, 4, 6, 1994, 4, 26, 31, 3.851, 3.035, 94.1, 0.5598, 0.2184, 0.0004763, 2.188, 1.304, 40.41, 0.5343, 24.16, 23.23, 720.0, 0.5416, 2.315, 1.752
37, 1995, 3, 31, 1995, 4, 3, 1995, 4, 4, 5, 2.945, 2.568, 12.84, 0.4129, 0.3169, 0.0002475, 1.307, 0.9334, 4.667, 0.4139, 23.31, 22.95, 114.7, 0.4198, 1.798, 1.571
38, 1995, 8, 3, 1995, 8, 9, 1995, 8, 9, 7, 1.589, 1.338, 9.364, 0.1297, 0.07411, 5.513e-05, 0.4819, 0.212, 1.484, 0.1388, 19.22, 19.01, 133.0, 0.1117, 1.435, 1.189
39, 1995, 8, 15, 1995, 8, 19, 1995, 8, 19, 5, 2.427, 1.622, 8.109, 0.4434, 0.2814, 0.0001783, 1.369, 0.5592, 2.796, 0.4467, 19.95, 19.16, 95.81, 0.4326, 2.294, 1.528
40, 1995, 9, 7, 1995, 9, 9, 1995, 9, 12, 6, 1.669, 1.455, 8.732, 0.2078, 0.2056, 0.0001564, 0.6502, 0.4356, 2.613, 0.2082, 19.34, 19.13, 114.8, 0.1923, 1.638, 1.427
41, 1995, 9, 21, 1995, 9, 23, 1995, 10, 9, 19, 2.512, 1.573, 29.9, 0.3086, 0.6134, 0.000245, 1.403, 0.4331, 8.229, 0.3166, 20.34, 19.45, 369.5, 0.3013, 2.265, 1.382
42, 1998, 6, 17, 1998, 6, 29, 1998, 7, 6, 20, 2.206, 1.844, 36.88, 0.1761, 0.07098, 0.0001371, 0.9767, 0.5961, 11.92, 0.1652, 20.34, 20.07, 401.3, 0.3007, 1.795, 1.478
43, 1998, 7, 10, 1998, 7, 12, 1998, 7, 14, 5, 2.119, 1.948, 9.742, 0.1593, 0.3067, 9.896e-05, 0.9617, 0.7911, 3.956, 0.1595, 19.95, 19.78, 98.91, 0.1482, 1.831, 1.684
44, 1998, 8, 1, 1998, 8, 4, 1998, 8, 6, 6, 2.825, 2.28, 13.68, 0.5362, 0.4764, 0.0002349, 1.686, 1.144, 6.863, 0.535, 20.52, 19.98, 119.9, 0.5308, 2.481, 2.006
45, 1998, 10, 19, 1998, 10, 26, 1998, 10, 26, 8, 2.52, 1.683, 13.46, 0.3982, 0.2058, 0.0001165, 1.272, 0.4523, 3.619, 0.3907, 20.62, 19.73, 157.8, 0.4251, 2.019, 1.366
46, 1998, 12, 2, 1998, 12, 3, 1998, 12, 6, 5, 2.679, 2.26, 11.3, 0.461, 1.09, 0.0002518, 1.145, 0.7277, 3.639, 0.4599, 22.14, 21.75, 108.8, 0.457, 1.746, 1.475
47, 1998, 12, 19, 1998, 12, 22, 1998, 12, 24, 6, 1.925, 1.811, 10.87, 0.08266, 0.2496, 5.022e-05, 0.5263, 0.4112, 2.467, 0.0926, 22.09, 21.95, 131.7, 0.1429, 1.376, 1.294
48, 1999, 3, 18, 1999, 3, 20, 1999, 3, 22, 5, 2.043, 1.761, 8.804, 0.1788, 0.2195, 7.376e-05, 0.5545, 0.2688, 1.344, 0.1812, 22.66, 22.38, 111.9, 0.182, 1.372, 1.18
49, 2000, 1, 3, 2000, 1, 4, 2000, 1, 9, 7, 2.578, 2.099, 14.69, 0.4461, 0.7142, 0.0002333, 1.295, 0.8193, 5.735, 0.4452, 23.25, 22.83, 159.8, 0.4127, 2.01, 1.64
50, 2000, 1, 25, 2000, 1, 28, 2000, 2, 1, 8, 2.815, 2.286, 18.28, 0.5144, 0.4553, 0.0002218, 1.431, 0.8982, 7.185, 0.519, 24.04, 23.51, 188.1, 0.5093, 2.034, 1.649
51, 2000, 2, 13, 2000, 2, 16, 2000, 2, 21, 9, 2.222, 1.866, 16.79, 0.212, 0.3111, 0.00012, 0.7864, 0.4243, 3.818, 0.2084, 23.49, 23.12, 208.1, 0.204, 1.548, 1.294
52, 2000, 4, 9, 2000, 4, 15, 2000, 4, 17, 9, 3.013, 2.483, 22.34, 0.3821, 0.2291, 0.0001909, 1.211, 0.7174, 6.457, 0.3727, 23.12, 22.64, 203.7, 0.3718, 1.672, 1.406
53, 2000, 8, 28, 2000, 9, 3, 2000, 9, 6, 10, 1.885, 1.645, 16.45, 0.1575, 0.08735, 0.0001238, 0.8621, 0.6166, 6.166, 0.1565, 19.48, 19.22, 192.2, 0.1479, 1.843, 1.599
54, 2000, 10, 5, 2000, 10, 9, 2000, 10, 12, 8, 2.678, 2.036, 16.29, 0.3651, 0.2899, 0.0001888, 1.503, 0.8628, 6.902, 0.3627, 20.6, 19.96, 159.6, 0.3677, 2.28, 1.735
55, 2001, 2, 4, 2001, 2, 6, 2001, 2, 8, 5, 2.137, 1.865, 9.327, 0.1749, 0.2829, 9.265e-05, 0.7009, 0.4289, 2.145, 0.175, 23.44, 23.17, 115.8, 0.1765, 1.488, 1.299
56, 2002, 7, 1, 2002, 7, 8, 2002, 7, 10, 10, 2.762, 1.941, 19.41, 0.5346, 0.2425, 0.0002218, 1.597, 0.756, 7.56, 0.5471, 20.65, 19.89, 198.9, 0.4955, 2.372, 1.643
57, 2002, 7, 24, 2002, 7, 26, 2002, 7, 29, 6, 2.052, 1.748, 10.49, 0.2952, 0.4434, 0.0001089, 0.9119, 0.6078, 3.647, 0.2971, 19.83, 19.52, 117.1, 0.2913, 1.8, 1.534
58, 2003, 1, 26, 2003, 2, 7, 2003, 2, 10, 16, 2.546, 1.756, 28.1, 0.3468, 0.141, 0.0001528, 1.111, 0.3408, 5.453, 0.3438, 23.85, 23.03, 368.4, 0.3539, 1.774, 1.241
59, 2003, 3, 3, 2003, 3, 13, 2003, 3, 15, 13, 2.316, 1.758, 22.85, 0.2396, 0.08288, 9.875e-05, 0.8277, 0.2778, 3.611, 0.237, 23.08, 22.61, 293.9, 0.2248, 1.556, 1.187
60, 2004, 5, 21, 2004, 5, 24, 2004, 5, 27, 7, 3.446, 2.647, 18.53, 0.6369, 0.5759, 0.0002409, 1.953, 1.15, 8.052, 0.6284, 22.74, 21.94, 153.6, 0.6657, 2.308, 1.766
61, 2004, 11, 3, 2004, 11, 20, 2004, 11, 20, 18, 2.886, 2.141, 38.54, 0.355, 0.09731, 9.217e-05, 1.367, 0.6989, 12.58, 0.3311, 21.89, 20.8, 374.4, 0.5027, 1.9, 1.482
62, 2004, 12, 3, 2004, 12, 6, 2004, 12, 12, 10, 2.569, 2.205, 22.05, 0.2463, 0.2309, 0.0001138, 1.043, 0.6927, 6.927, 0.2317, 22.13, 21.81, 218.1, 0.1935, 1.684, 1.457
63, 2005, 3, 2, 2005, 3, 4, 2005, 3, 7, 6, 1.931, 1.644, 9.863, 0.1731, 0.2028, 5.568e-05, 0.4631, 0.1753, 1.052, 0.174, 22.89, 22.59, 135.5, 0.1835, 1.316, 1.119
64, 2005, 10, 29, 2005, 11, 3, 2005, 11, 5, 8, 2.156, 1.856, 14.84, 0.283, 0.1715, 9.66e-05, 0.8036, 0.5215, 4.172, 0.2604, 20.47, 20.12, 161.0, 0.3462, 1.594, 1.388
65, 2006, 11, 24, 2006, 11, 29, 2006, 11, 30, 7, 2.102, 1.805, 12.63, 0.174, 0.1183, 6.601e-05, 0.5586, 0.2568, 1.798, 0.1757, 21.43, 21.06, 147.4, 0.2097, 1.362, 1.166
66, 2007, 1, 22, 2007, 1, 23, 2007, 1, 29, 8, 2.312, 1.953, 15.62, 0.3216, 0.5736, 0.0001546, 0.9723, 0.5906, 4.725, 0.3361, 23.47, 23.14, 185.1, 0.301, 1.726, 1.436
67, 2007, 2, 19, 2007, 2, 20, 2007, 3, 4, 14, 3.038, 2.05, 28.7, 0.5082, 0.8302, 0.0002535, 1.583, 0.5878, 8.23, 0.5109, 24.26, 23.16, 324.3, 0.5663, 2.089, 1.403
68, 2007, 6, 15, 2007, 6, 22, 2007, 6, 30, 16, 3.522, 2.052, 32.83, 0.6456, 0.2523, 0.0002729, 2.241, 0.7745, 12.39, 0.6347, 21.89, 20.41, 326.5, 0.7138, 2.749, 1.603
69, 2007, 7, 30, 2007, 8, 1, 2007, 8, 5, 7, 2.272, 1.789, 12.52, 0.3993, 0.3593, 0.0001395, 1.134, 0.6513, 4.559, 0.3984, 20.0, 19.51, 136.5, 0.418, 1.996, 1.572
