# Marine heatwave statistics for individual detected events at Knysna
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1983, 12, 24, 1983, 12, 29, 1983, 12, 29, 6, 1.615, 1.519, 9.117, 0.08227, 0.05985, 0.000466, 0.335, 0.2125, 1.275, 0.08903, 22.1, 21.91, 131.5, 0.1129, 1.262, 1.163
2, 1986, 5, 18, 1986, 5, 28, 1986, 6, 5, 19, 2.65, 1.951, 37.07, 0.3321, 0.1205, 0.0009342, 1.207, 0.5378, 10.22, 0.3147, 21.09, 20.41, 387.7, 0.3541, 1.836, 1.378
3, 1986, 7, 31, 1986, 8, 1, 1986, 8, 4, 5, 1.695, 1.407, 7.033, 0.2126, 0.3732, 0.000378, 0.4782, 0.1961, 0.9804, 0.2093, 19.0, 18.7, 93.5, 0.2176, 1.393, 1.162
4, 1987, 1, 25, 1987, 2, 2, 1987, 2, 3, 10, 2.34, 1.979, 19.79, 0.3268, 0.1771, 0.0005346, 0.9802, 0.6327, 6.327, 0.3148, 23.55, 23.18, 231.8, 0.3368, 1.721, 1.468
5, 1987, 2, 23, 1987, 2, 24, 1987, 3, 3, 9, 2.882, 2.575, 23.18, 0.1596, 0.8442, 0.0005476, 1.386, 1.097, 9.869, 0.1537, 23.72, 23.33, 209.9, 0.207, 1.927, 1.741
6, 1987, 3, 14, 1987, 3, 15, 1987, 3, 25, 12, 1.808, 1.509, 18.11, 0.1612, 0.1841, 0.0004034, 0.4372, 0.213, 2.556, 0.1476, 22.09, 21.62, 259.4, 0.2457, 1.319, 1.164
7, 1987, 3, 30, 1987, 4, 2, 1987, 4, 3, 5, 1.666, 1.456, 7.279, 0.1492, 0.1483, 0.0002983, 0.4575, 0.2499, 1.249, 0.1475, 21.23, 21.07, 105.3, 0.1252, 1.379, 1.207
8, 1987, 4, 10, 1987, 4, 14, 1987, 4, 15, 6, 1.507, 1.394, 8.362, 0.1039, 0.06906, 0.0001865, 0.3255, 0.205, 1.23, 0.1015, 20.6, 20.54, 123.2, 0.1348, 1.275, 1.172
9, 1987, 4, 20, 1987, 4, 24, 1987, 4, 28, 9, 1.886, 1.566, 14.09, 0.2213, 0.1373, 0.0004979, 0.7419, 0.419, 3.771, 0.2246, 20.76, 20.44, 184.0, 0.2145, 1.649, 1.366
10, 1988, 1, 12, 1988, 1, 17, 1988, 1, 21, 10, 1.931, 1.516, 15.16, 0.1829, 0.1616, 0.0003209, 0.679, 0.2639, 2.639, 0.1844, 22.97, 22.54, 225.4, 0.1998, 1.542, 1.211
11, 1988, 8, 3, 1988, 8, 17, 1988, 8, 23, 21, 2.591, 1.62, 34.01, 0.3698, 0.09705, 0.0006023, 1.475, 0.4797, 10.07, 0.376, 19.77, 18.83, 395.4, 0.3637, 2.321, 1.423
12, 1989, 10, 5, 1989, 10, 6, 1989, 10, 14, 10, 2.194, 1.805, 18.05, 0.2275, 0.5038, 0.0003015, 0.9752, 0.6049, 6.049, 0.2227, 19.82, 19.44, 194.4, 0.223, 1.8, 1.504
13, 1990, 8, 4, 1990, 8, 5, 1990, 8, 8, 5, 1.46, 1.375, 6.877, 0.07112, 0.125, 0.0001143, 0.2703, 0.1949, 0.9747, 0.05922, 18.72, 18.63, 93.15, 0.08337, 1.227, 1.165
14, 1991, 12, 10, 1991, 12, 13, 1991, 12, 18, 9, 2.939, 2.162, 19.45, 0.5158, 0.4044, 0.0004232, 1.54, 0.7657, 6.891, 0.5121, 22.74, 22.01, 198.1, 0.4842, 2.101, 1.548
15, 1992, 1, 27, 1992, 2, 11, 1992, 2, 17, 22, 2.678, 1.941, 42.69, 0.3514, 0.1001, 0.0003424, 1.307, 0.5707, 12.55, 0.3571, 23.81, 23.09, 508.1, 0.3633, 1.954, 1.418
16, 1992, 5, 3, 1992, 5, 14, 1992, 6, 21, 50, 4.532, 2.407, 120.4, 0.7532, 0.3009, 0.0008064, 3.265, 1.073, 53.66, 0.8023, 23.23, 20.83, 1.042e+03, 0.9717, 3.578, 1.833
17, 1992, 7, 18, 1992, 7, 22, 1992, 8, 9, 23, 2.183, 1.655, 38.07, 0.2353, 0.2189, 0.0003008, 0.9704, 0.4501, 10.35, 0.2331, 19.63, 19.01, 437.2, 0.2644, 1.8, 1.373
18, 1992, 12, 7, 1992, 12, 12, 1992, 12, 13, 7, 2.366, 1.947, 13.63, 0.3153, 0.1882, 0.0002997, 0.9659, 0.5423, 3.796, 0.316, 22.12, 21.62, 151.3, 0.3488, 1.69, 1.386
19, 1992, 12, 17, 1992, 12, 21, 1992, 12, 28, 12, 2.589, 1.93, 23.16, 0.3814, 0.3134, 0.0002935, 1.235, 0.5883, 7.059, 0.3855, 22.76, 22.16, 265.9, 0.4268, 1.911, 1.44
20, 1993, 1, 5, 1993, 1, 7, 1993, 1, 9, 5, 2.197, 1.97, 9.852, 0.2708, 0.3699, 0.0001905, 0.9627, 0.735, 3.675, 0.2725, 22.97, 22.74, 113.7, 0.2922, 1.78, 1.595
21, 1993, 1, 14, 1993, 1, 16, 1993, 1, 18, 5, 1.686, 1.548, 7.738, 0.07974, 0.167, 9.756e-05, 0.4401, 0.3004, 1.502, 0.08348, 22.71, 22.57, 112.8, 0.07294, 1.353, 1.241
22, 1993, 2, 27, 1993, 3, 9, 1993, 3, 13, 15, 2.322, 2.115, 31.73, 0.1455, 0.07902, 0.0001382, 0.8945, 0.6738, 10.11, 0.1629, 22.79, 22.67, 340.0, 0.1014, 1.626, 1.469
23, 1993, 5, 9, 1993, 5, 11, 1993, 5, 13, 5, 1.987, 1.531, 7.655, 0.2678, 0.4202, 0.0002035, 0.756, 0.2999, 1.499, 0.2698, 20.73, 20.27, 101.4, 0.2705, 1.614, 1.244
24, 1995, 11, 12, 1995, 11, 14, 1995, 11, 16, 5, 1.794, 1.639, 8.193, 0.08265, 0.1553, 0.0001146, 0.5108, 0.3563, 1.781, 0.08288, 20.32, 20.16, 100.8, 0.1066, 1.398, 1.278
25, 1997, 8, 22, 1997, 8, 26, 1997, 8, 28, 7, 1.624, 1.443, 10.1, 0.1915, 0.1441, 0.0002071, 0.5275, 0.3423, 2.396, 0.1925, 18.81, 18.63, 130.4, 0.1995, 1.481, 1.311
26, 1998, 4, 11, 1998, 4, 15, 1998, 4, 15, 5, 1.542, 1.417, 7.086, 0.1155, 0.1249, 3.369e-05, 0.3649, 0.231, 1.155, 0.1213, 20.6, 20.54, 102.7, 0.07661, 1.31, 1.195
27, 1998, 7, 13, 1998, 7, 27, 1998, 7, 30, 18, 2.087, 1.607, 28.93, 0.2476, 0.06262, 0.0001379, 0.8614, 0.3984, 7.171, 0.2452, 19.46, 19.06, 343.0, 0.2452, 1.703, 1.329
28, 1998, 10, 19, 1998, 10, 21, 1998, 10, 23, 5, 2.268, 1.852, 9.261, 0.2988, 0.4044, 0.0001582, 1.102, 0.6863, 3.431, 0.3002, 20.0, 19.58, 97.91, 0.3067, 1.946, 1.589
29, 2000, 2, 7, 2000, 2, 7, 2000, 2, 11, 5, 1.677, 1.508, 7.541, 0.0943, 0.4194, 5.096e-05, 0.3178, 0.1447, 0.7237, 0.09576, 22.85, 22.66, 113.3, 0.1055, 1.234, 1.106
30, 2000, 11, 7, 2000, 11, 11, 2000, 11, 12, 6, 2.185, 1.697, 10.18, 0.3511, 0.2098, 7.35e-05, 0.9265, 0.4545, 2.727, 0.3352, 20.57, 20.02, 120.1, 0.4217, 1.736, 1.363
31, 2000, 11, 23, 2000, 11, 27, 2000, 12, 4, 12, 2.263, 1.726, 20.72, 0.2338, 0.2092, 0.0001331, 0.8763, 0.3332, 3.999, 0.2375, 21.35, 20.88, 250.6, 0.2448, 1.632, 1.24
32, 2001, 6, 10, 2001, 6, 13, 2001, 6, 15, 6, 1.854, 1.619, 9.714, 0.1732, 0.1078, 9.107e-05, 0.5002, 0.2628, 1.577, 0.1647, 19.96, 19.73, 118.4, 0.199, 1.369, 1.193
33, 2002, 3, 20, 2002, 3, 25, 2002, 3, 26, 7, 1.474, 1.403, 9.824, 0.06657, 0.08924, 2.221e-05, 0.2559, 0.1616, 1.131, 0.08243, 21.37, 21.38, 149.7, 0.0683, 1.21, 1.131
34, 2002, 8, 9, 2002, 8, 10, 2002, 8, 20, 12, 2.014, 1.608, 19.3, 0.254, 0.5132, 0.0001122, 0.8668, 0.4813, 5.775, 0.2461, 19.23, 18.8, 225.6, 0.2653, 1.756, 1.426
35, 2003, 1, 27, 2003, 2, 7, 2003, 2, 8, 13, 3.151, 1.79, 23.27, 0.5138, 0.1829, 0.0001804, 1.791, 0.4351, 5.657, 0.5108, 24.33, 22.99, 298.8, 0.5038, 2.317, 1.32
36, 2003, 2, 26, 2003, 3, 7, 2003, 3, 8, 11, 2.19, 1.833, 20.16, 0.2132, 0.06353, 7.662e-05, 0.7516, 0.3749, 4.124, 0.227, 22.72, 22.47, 247.2, 0.1482, 1.522, 1.259
37, 2003, 4, 3, 2003, 4, 6, 2003, 4, 8, 6, 1.854, 1.58, 9.481, 0.1976, 0.1766, 7.726e-05, 0.645, 0.3716, 2.23, 0.1977, 21.25, 21.0, 126.0, 0.1623, 1.533, 1.308
38, 2003, 11, 10, 2003, 11, 16, 2003, 11, 18, 9, 1.74, 1.468, 13.22, 0.141, 0.07808, 6.817e-05, 0.4426, 0.1856, 1.67, 0.1342, 20.36, 19.99, 179.9, 0.2166, 1.341, 1.144
39, 2004, 1, 22, 2004, 1, 23, 2004, 1, 27, 6, 1.864, 1.672, 10.03, 0.186, 0.4996, 4.365e-05, 0.5672, 0.3595, 2.157, 0.1778, 23.01, 22.84, 137.0, 0.1978, 1.437, 1.273
40, 2004, 6, 8, 2004, 6, 9, 2004, 6, 12, 5, 1.836, 1.594, 7.968, 0.1842, 0.5821, 7.356e-05, 0.4543, 0.2198, 1.099, 0.1786, 20.02, 19.76, 98.79, 0.201, 1.329, 1.159
41, 2004, 11, 8, 2004, 11, 16, 2004, 12, 20, 43, 2.8, 1.962, 84.38, 0.3366, 0.1908, 0.000171, 1.503, 0.6033, 25.94, 0.3226, 21.42, 21.15, 909.3, 0.7317, 2.158, 1.443
42, 2005, 3, 3, 2005, 3, 7, 2005, 3, 8, 6, 2.287, 2.101, 12.61, 0.195, 0.1629, 0.0001322, 0.8483, 0.6562, 3.937, 0.1996, 22.81, 22.67, 136.0, 0.174, 1.59, 1.455
