# Marine heatwave statistics for individual detected events at Eastern_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1982, 7, 30, 1982, 8, 2, 1982, 8, 4, 6, 1.486, 1.37, 8.22, 0.06353, 0.1194, 0.003121, 0.3785, 0.2574, 1.545, 0.06316, 22.04, 21.93, 131.6, 0.07188, 1.342, 1.231
2, 1983, 4, 10, 1983, 4, 12, 1983, 4, 19, 10, 2.782, 2.1, 21.0, 0.35, 0.4716, 0.002402, 1.291, 0.5891, 5.891, 0.3619, 26.93, 26.17, 261.7, 0.3929, 1.866, 1.392
3, 1985, 9, 9, 1985, 9, 11, 1985, 9, 13, 5, 1.825, 1.615, 8.076, 0.1772, 0.2928, 0.0004349, 0.7286, 0.5154, 2.577, 0.1801, 22.21, 22.0, 110.0, 0.1775, 1.665, 1.469
4, 1985, 10, 25, 1985, 10, 31, 1985, 11, 4, 11, 1.922, 1.591, 17.5, 0.1977, 0.1687, 0.0005583, 0.6555, 0.3278, 3.606, 0.1974, 23.22, 22.85, 251.4, 0.2559, 1.518, 1.26
5, 1986, 7, 30, 1986, 8, 2, 1986, 8, 3, 5, 2.116, 1.754, 8.772, 0.3381, 0.3809, 0.0005612, 1.009, 0.6401, 3.2, 0.3435, 22.67, 22.32, 111.6, 0.3302, 1.911, 1.576
6, 1987, 9, 18, 1987, 9, 18, 1987, 9, 22, 5, 1.472, 1.251, 6.256, 0.1134, 0.4064, 0.0002093, 0.34, 0.1029, 0.5146, 0.1216, 21.87, 21.66, 108.3, 0.1093, 1.3, 1.09
7, 1988, 5, 22, 1988, 5, 25, 1988, 5, 26, 5, 1.93, 1.796, 8.978, 0.09791, 0.2078, 0.0003075, 0.6081, 0.4678, 2.339, 0.09873, 24.61, 24.52, 122.6, 0.1116, 1.46, 1.352
8, 1988, 7, 28, 1988, 8, 3, 1988, 8, 8, 12, 2.307, 1.844, 22.13, 0.2681, 0.1387, 0.0004574, 1.203, 0.7268, 8.721, 0.2763, 22.85, 22.39, 268.7, 0.2701, 2.089, 1.653
9, 1988, 8, 20, 1988, 8, 25, 1988, 9, 2, 14, 2.19, 1.724, 24.14, 0.3131, 0.1733, 0.0007219, 1.085, 0.6103, 8.545, 0.3124, 22.57, 22.1, 309.5, 0.31, 1.981, 1.548
10, 1988, 10, 19, 1988, 10, 20, 1988, 10, 24, 6, 1.872, 1.73, 10.38, 0.1971, 0.5415, 0.0002016, 0.6506, 0.5056, 3.034, 0.1955, 22.79, 22.69, 136.2, 0.2236, 1.533, 1.413
11, 1989, 10, 6, 1989, 10, 8, 1989, 10, 13, 8, 2.147, 1.764, 14.11, 0.273, 0.3517, 0.0003385, 0.9532, 0.5675, 4.54, 0.2751, 22.77, 22.42, 179.4, 0.2532, 1.798, 1.475
12, 1990, 8, 13, 1990, 8, 14, 1990, 8, 19, 7, 1.465, 1.311, 9.178, 0.08634, 0.1798, 0.0002879, 0.3203, 0.1799, 1.26, 0.07818, 21.9, 21.73, 152.1, 0.09598, 1.28, 1.159
13, 1991, 2, 25, 1991, 2, 25, 1991, 3, 8, 12, 2.268, 1.892, 22.71, 0.1933, 0.5959, 0.0002851, 0.5201, 0.2042, 2.45, 0.158, 26.79, 26.43, 317.2, 0.1819, 1.297, 1.119
14, 1991, 5, 2, 1991, 5, 5, 1991, 5, 6, 5, 2.201, 2.014, 10.07, 0.1326, 0.1648, 0.0001273, 0.7104, 0.5214, 2.607, 0.1341, 25.66, 25.5, 127.5, 0.09831, 1.476, 1.349
15, 1991, 5, 24, 1991, 5, 27, 1991, 5, 30, 7, 1.879, 1.624, 11.37, 0.2039, 0.2037, 0.0002045, 0.572, 0.3182, 2.227, 0.1955, 24.47, 24.22, 169.5, 0.2618, 1.438, 1.243
16, 1991, 7, 17, 1991, 7, 18, 1991, 7, 21, 5, 1.507, 1.427, 7.136, 0.04559, 0.1274, 0.0001344, 0.3089, 0.2306, 1.153, 0.04479, 22.32, 22.22, 111.1, 0.06723, 1.258, 1.193
17, 1992, 1, 9, 1992, 1, 12, 1992, 1, 16, 8, 1.891, 1.709, 13.67, 0.1192, 0.07751, 0.0001498, 0.4044, 0.2156, 1.724, 0.1251, 25.85, 25.68, 205.5, 0.1101, 1.272, 1.145
18, 1992, 5, 10, 1992, 5, 13, 1992, 5, 25, 16, 2.515, 1.891, 30.25, 0.3384, 0.3531, 0.0002933, 1.084, 0.5072, 8.115, 0.3183, 25.72, 24.9, 398.4, 0.4795, 1.757, 1.364
19, 1992, 11, 8, 1992, 11, 10, 1992, 11, 12, 5, 1.785, 1.698, 8.492, 0.05713, 0.1558, 0.0002258, 0.4001, 0.3148, 1.574, 0.05804, 23.48, 23.39, 117.0, 0.07787, 1.289, 1.228
20, 1992, 12, 25, 1992, 12, 27, 1992, 12, 31, 7, 1.908, 1.748, 12.23, 0.1188, 0.1934, 0.0001212, 0.3443, 0.1942, 1.359, 0.112, 25.22, 25.1, 175.7, 0.1176, 1.22, 1.125
21, 1993, 4, 23, 1993, 4, 24, 1993, 4, 27, 5, 1.884, 1.83, 9.149, 0.0372, 0.1554, 8.015e-05, 0.3633, 0.3131, 1.566, 0.03606, 25.69, 25.61, 128.0, 0.06151, 1.239, 1.206
22, 1993, 6, 14, 1993, 6, 16, 1993, 6, 18, 5, 1.722, 1.475, 7.374, 0.1772, 0.2386, 0.0001233, 0.5235, 0.2763, 1.382, 0.1774, 23.46, 23.21, 116.1, 0.1873, 1.437, 1.231
23, 1993, 11, 17, 1993, 11, 20, 1993, 11, 23, 7, 2.31, 2.008, 14.05, 0.2833, 0.2439, 0.0001812, 0.8814, 0.578, 4.046, 0.2934, 24.42, 24.11, 168.8, 0.2426, 1.617, 1.406
24, 1996, 12, 9, 1996, 12, 16, 1996, 12, 17, 9, 2.013, 1.841, 16.57, 0.1221, 0.1119, 0.0001164, 0.4326, 0.2881, 2.593, 0.1152, 24.91, 24.64, 221.8, 0.1713, 1.274, 1.185
25, 1997, 1, 23, 1997, 1, 25, 1997, 2, 3, 12, 2.257, 2.113, 25.35, 0.1037, 0.1857, 0.0001568, 0.649, 0.4721, 5.665, 0.12, 26.57, 26.48, 317.8, 0.09503, 1.404, 1.289
26, 1997, 9, 27, 1997, 9, 30, 1997, 10, 1, 5, 1.592, 1.478, 7.388, 0.07498, 0.0756, 6.694e-05, 0.3988, 0.2861, 1.43, 0.07468, 22.09, 21.96, 109.8, 0.07787, 1.334, 1.24
27, 1997, 11, 28, 1997, 12, 1, 1997, 12, 2, 5, 2.168, 2.008, 10.04, 0.1603, 0.1912, 7.963e-05, 0.6704, 0.5161, 2.58, 0.1549, 24.61, 24.42, 122.1, 0.188, 1.448, 1.346
28, 1999, 1, 8, 1999, 1, 11, 1999, 1, 13, 6, 1.958, 1.768, 10.61, 0.1338, 0.1439, 8.131e-05, 0.475, 0.2839, 1.703, 0.1342, 25.88, 25.67, 154.0, 0.1672, 1.32, 1.191
29, 1999, 1, 30, 1999, 2, 1, 1999, 2, 4, 6, 2.706, 2.426, 14.55, 0.2247, 0.3047, 0.0001307, 1.028, 0.7414, 4.448, 0.2401, 27.13, 26.85, 161.1, 0.2139, 1.612, 1.442
