# Marine heatwave statistics for individual detected events at Port_Nolloth
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1984, 4, 5, 1984, 4, 6, 1984, 4, 10, 6, 2.488, 1.988, 11.93, 0.3684, 0.4885, 0.001401, 1.165, 0.6888, 4.133, 0.3435, 18.92, 18.36, 110.2, 0.4322, 1.88, 1.525
2, 1985, 1, 14, 1985, 1, 17, 1985, 1, 18, 5, 1.954, 1.599, 7.994, 0.2634, 0.3803, 0.0005223, 0.71, 0.363, 1.815, 0.2515, 19.78, 19.43, 97.14, 0.2657, 1.571, 1.292
3, 1985, 12, 4, 1985, 12, 9, 1985, 12, 11, 8, 2.489, 2.03, 16.24, 0.4198, 0.242, 0.0009791, 1.149, 0.6985, 5.588, 0.4188, 19.54, 19.02, 152.1, 0.4442, 1.858, 1.524
4, 1986, 6, 11, 1986, 7, 1, 1986, 7, 2, 22, 1.589, 1.084, 23.85, 0.2191, 0.03516, 0.0004597, 0.7791, 0.2622, 5.768, 0.2252, 15.68, 15.32, 337.1, 0.1724, 1.962, 1.321
5, 1986, 7, 12, 1986, 7, 13, 1986, 7, 17, 6, 0.9272, 0.8534, 5.12, 0.06276, 0.2144, 0.0001098, 0.1741, 0.105, 0.6302, 0.06229, 14.86, 14.77, 88.61, 0.06939, 1.231, 1.14
6, 1986, 7, 21, 1986, 7, 31, 1986, 8, 18, 29, 2.444, 1.43, 41.46, 0.3585, 0.1528, 0.0008263, 1.66, 0.6108, 17.71, 0.3838, 16.26, 15.26, 442.7, 0.3504, 3.118, 1.764
7, 1986, 8, 26, 1986, 8, 30, 1986, 8, 31, 6, 1.446, 1.239, 7.431, 0.1751, 0.1477, 0.0004245, 0.5284, 0.3179, 1.907, 0.1754, 15.46, 15.23, 91.38, 0.1804, 1.576, 1.345
8, 1987, 5, 29, 1987, 5, 30, 1987, 6, 3, 6, 1.541, 1.377, 8.262, 0.09078, 0.4057, 0.0002301, 0.738, 0.5662, 3.397, 0.08965, 16.27, 16.07, 96.41, 0.09298, 1.919, 1.698
9, 1987, 12, 15, 1987, 12, 17, 1987, 12, 23, 9, 2.465, 1.924, 17.32, 0.385, 0.4515, 0.0005871, 1.114, 0.5882, 5.294, 0.3803, 19.86, 19.39, 174.5, 0.3897, 1.824, 1.439
10, 1988, 3, 10, 1988, 3, 15, 1988, 3, 21, 12, 3.095, 2.518, 30.22, 0.4332, 0.2878, 0.0006322, 1.587, 1.014, 12.17, 0.4339, 20.32, 19.72, 236.7, 0.4453, 2.053, 1.674
