# Marine coldspell statistics for individual detected events at Storms_River_Mouth
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1982, 2, 23, 1982, 3, 4, 1982, 3, 9, 15, -2.258, -1.855, -27.83, 0.1985, 0.0783, 0.01443, -0.9155, -0.4906, -7.358, 0.1984, 18.31, 18.77, 281.6, 0.209, -1.682, -1.36
2, 1982, 3, 13, 1982, 4, 17, 1982, 5, 11, 60, -4.204, -2.789, -167.3, 0.776, 0.07291, 0.03032, -2.88, -1.505, -90.29, 0.7535, 14.91, 16.63, 997.8, 0.9932, -3.176, -2.168
3, 1982, 6, 5, 1982, 6, 20, 1982, 7, 12, 38, -2.935, -2.183, -82.95, 0.5213, 0.1081, 0.01018, -1.736, -0.9978, -37.92, 0.5162, 15.09, 15.77, 599.2, 0.4729, -2.448, -1.84
4, 1982, 7, 16, 1982, 7, 18, 1982, 8, 5, 21, -2.11, -1.559, -32.74, 0.3622, 0.3387, 0.004381, -0.9765, -0.4875, -10.24, 0.3543, 15.41, 15.87, 333.2, 0.3625, -1.862, -1.454
5, 1982, 9, 4, 1982, 9, 9, 1982, 9, 9, 6, -1.482, -1.358, -8.15, 0.113, 0.09647, 0.001424, -0.585, -0.4577, -2.746, 0.1139, 15.85, 15.94, 95.63, 0.107, -1.652, -1.508
6, 1982, 9, 30, 1982, 10, 11, 1982, 11, 2, 34, -2.221, -1.628, -55.34, 0.3385, 0.1037, 0.002831, -1.12, -0.4603, -15.65, 0.342, 15.4, 16.08, 546.6, 0.3578, -2.018, -1.401
7, 1982, 11, 11, 1982, 11, 18, 1982, 11, 24, 14, -3.373, -2.368, -33.15, 0.573, 0.2508, 0.006108, -2.014, -0.9957, -13.94, 0.5816, 15.28, 16.26, 227.7, 0.5787, -2.482, -1.728
8, 1983, 5, 14, 1983, 5, 24, 1983, 5, 25, 12, -2.138, -1.617, -19.41, 0.2825, 0.08718, 0.001687, -0.8972, -0.4031, -4.838, 0.2651, 16.54, 17.14, 205.7, 0.3403, -1.723, -1.329
9, 1983, 7, 3, 1983, 7, 4, 1983, 7, 15, 13, -2.083, -1.59, -20.67, 0.2948, 0.5516, 0.001552, -0.8999, -0.418, -5.433, 0.2917, 15.62, 16.05, 208.6, 0.2869, -1.761, -1.356
10, 1983, 8, 7, 1983, 8, 8, 1983, 8, 30, 24, -2.256, -1.757, -42.18, 0.4605, 0.5784, 0.002221, -1.242, -0.793, -19.03, 0.444, 15.01, 15.45, 370.7, 0.4515, -2.225, -1.815
11, 1983, 9, 3, 1983, 9, 4, 1983, 9, 7, 5, -1.506, -1.305, -6.524, 0.216, 0.2917, 0.001204, -0.6016, -0.4016, -2.008, 0.2136, 15.76, 15.97, 79.86, 0.2336, -1.665, -1.444
12, 1983, 9, 13, 1983, 9, 18, 1983, 9, 20, 8, -1.93, -1.593, -12.74, 0.3, 0.2332, 0.001363, -1.018, -0.6843, -5.474, 0.2983, 15.53, 15.84, 126.7, 0.2889, -2.116, -1.753
13, 1983, 10, 22, 1983, 10, 23, 1983, 10, 27, 6, -2.45, -1.944, -11.66, 0.2915, 0.841, 0.0016, -1.2, -0.693, -4.158, 0.2917, 15.28, 15.82, 94.91, 0.3021, -1.96, -1.554
14, 1984, 1, 12, 1984, 1, 22, 1984, 1, 25, 14, -3.365, -2.306, -32.28, 0.6984, 0.195, 0.002694, -2.118, -1.082, -15.15, 0.6913, 17.63, 18.62, 260.7, 0.69, -2.699, -1.882
15, 1984, 2, 1, 1984, 2, 8, 1984, 2, 9, 9, -2.895, -2.178, -19.61, 0.4329, 0.1862, 0.002203, -1.514, -0.8039, -7.235, 0.4347, 18.17, 18.9, 170.1, 0.4309, -2.096, -1.585
16, 1984, 2, 26, 1984, 3, 1, 1984, 3, 3, 7, -2.099, -1.781, -12.47, 0.2477, 0.15, 0.001213, -0.7424, -0.4142, -2.9, 0.2505, 18.55, 18.89, 132.2, 0.2558, -1.547, -1.304
17, 1984, 3, 9, 1984, 3, 12, 1984, 3, 15, 7, -2.298, -1.865, -13.06, 0.3573, 0.281, 0.001159, -0.9759, -0.5474, -3.832, 0.3611, 18.05, 18.48, 129.4, 0.3798, -1.738, -1.416
18, 1984, 3, 24, 1984, 3, 27, 1984, 4, 4, 12, -3.151, -2.21, -26.52, 0.5628, 0.5394, 0.002211, -1.836, -0.8689, -10.43, 0.5696, 16.69, 17.54, 210.4, 0.5551, -2.396, -1.651
19, 1984, 4, 10, 1984, 4, 26, 1984, 5, 18, 39, -3.928, -2.318, -90.41, 0.6357, 0.166, 0.003043, -2.706, -1.082, -42.22, 0.6274, 15.07, 16.69, 650.8, 0.6352, -3.215, -1.876
20, 1984, 6, 22, 1984, 6, 23, 1984, 6, 26, 5, -1.409, -1.346, -6.728, 0.05149, 0.1644, 0.0002241, -0.2113, -0.1488, -0.744, 0.05033, 16.54, 16.58, 82.88, 0.02797, -1.176, -1.124
21, 1984, 7, 2, 1984, 7, 3, 1984, 7, 7, 6, -1.732, -1.58, -9.478, 0.1475, 0.4504, 0.0007638, -0.5508, -0.3976, -2.385, 0.146, 15.99, 16.12, 96.7, 0.1415, -1.466, -1.336
22, 1984, 7, 23, 1984, 8, 3, 1984, 8, 9, 18, -1.742, -1.362, -24.52, 0.2227, 0.04657, 0.001204, -0.7127, -0.3238, -5.829, 0.2285, 15.59, 16.0, 287.9, 0.2508, -1.692, -1.313
23, 1984, 9, 4, 1984, 9, 7, 1984, 9, 8, 5, -1.397, -1.118, -5.588, 0.1849, 0.1316, 0.0003651, -0.4977, -0.2162, -1.081, 0.187, 15.91, 16.17, 80.86, 0.1697, -1.553, -1.24
24, 1984, 10, 3, 1984, 10, 14, 1984, 10, 16, 14, -1.862, -1.571, -21.99, 0.2402, 0.1211, 0.0004571, -0.7149, -0.4753, -6.655, 0.2285, 15.77, 16.05, 224.7, 0.2363, -1.623, -1.433
25, 1984, 11, 18, 1984, 11, 19, 1984, 11, 25, 8, -3.793, -2.271, -18.17, 0.8694, 1.387, 0.002167, -2.435, -0.9082, -7.265, 0.8731, 14.9, 16.53, 132.2, 0.9367, -2.793, -1.668
26, 1986, 2, 4, 1986, 2, 7, 1986, 2, 11, 8, -1.798, -1.584, -12.67, 0.1106, 0.1291, 0.0003158, -0.4219, -0.202, -1.616, 0.1102, 19.27, 19.48, 155.8, 0.1131, -1.307, -1.146
27, 1988, 2, 26, 1988, 3, 2, 1988, 3, 13, 17, -3.838, -2.09, -35.53, 0.8172, 0.4125, 0.001038, -2.487, -0.7426, -12.62, 0.8096, 16.78, 18.45, 313.6, 0.7698, -2.841, -1.548
28, 1988, 12, 8, 1988, 12, 11, 1988, 12, 12, 5, -1.689, -1.506, -7.531, 0.1227, 0.1206, 0.0001128, -0.424, -0.2342, -1.171, 0.1305, 17.93, 18.07, 90.36, 0.07293, -1.335, -1.185
29, 1988, 12, 23, 1988, 12, 25, 1988, 12, 30, 8, -1.601, -1.426, -11.41, 0.1278, 0.1677, 0.000163, -0.3607, -0.1985, -1.588, 0.1258, 18.63, 18.86, 150.9, 0.1614, -1.291, -1.162
30, 1989, 2, 9, 1989, 2, 12, 1989, 2, 13, 5, -1.773, -1.652, -8.258, 0.08822, 0.1018, 0.0001559, -0.3591, -0.2472, -1.236, 0.08399, 19.25, 19.39, 96.93, 0.09486, -1.254, -1.176
31, 1993, 9, 26, 1993, 10, 1, 1993, 10, 2, 7, -1.142, -1.069, -7.48, 0.03731, 0.0957, 3.516e-05, -0.1262, -0.07371, -0.5159, 0.03803, 16.47, 16.53, 115.7, 0.03594, -1.124, -1.074
32, 1994, 2, 1, 1994, 2, 4, 1994, 2, 6, 6, -1.874, -1.638, -9.828, 0.2122, 0.1767, 0.0001458, -0.5046, -0.267, -1.602, 0.213, 19.21, 19.44, 116.6, 0.2112, -1.368, -1.195
