# Marine coldspell statistics for individual detected events at Nahoon_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1982, 1, 29, 1982, 2, 23, 1982, 3, 4, 35, -4.696, -3.291, -115.2, 0.8026, 0.1128, 0.09854, -2.972, -1.588, -55.56, 0.766, 20.15, 21.5, 752.5, 0.8246, -2.724, -1.924
2, 1982, 4, 23, 1982, 4, 27, 1982, 4, 30, 8, -4.407, -3.388, -27.1, 0.8543, 0.594, 0.02303, -2.996, -1.971, -15.76, 0.8703, 19.59, 20.62, 165.0, 0.8857, -3.123, -2.398
3, 1982, 5, 13, 1982, 5, 15, 1982, 5, 17, 5, -1.807, -1.595, -7.976, 0.1504, 0.2217, 0.003686, -0.5616, -0.3484, -1.742, 0.1532, 21.64, 21.85, 109.2, 0.1856, -1.451, -1.28
4, 1982, 10, 27, 1982, 11, 11, 1982, 11, 24, 29, -4.024, -2.681, -77.74, 0.6334, 0.1698, 0.009067, -2.7, -1.345, -38.99, 0.6357, 17.97, 19.28, 559.1, 0.6482, -3.039, -2.007
5, 1982, 12, 15, 1982, 12, 19, 1982, 12, 26, 12, -4.272, -2.683, -32.2, 0.8057, 0.582, 0.008619, -2.918, -1.337, -16.05, 0.8046, 18.99, 20.64, 247.6, 0.8257, -3.155, -1.993
6, 1983, 1, 13, 1983, 1, 19, 1983, 1, 22, 10, -4.28, -2.719, -27.19, 0.8514, 0.4054, 0.00569, -2.793, -1.25, -12.5, 0.8249, 20.12, 21.63, 216.3, 0.7987, -2.878, -1.842
7, 1983, 1, 27, 1983, 1, 28, 1983, 2, 12, 17, -3.46, -2.517, -42.78, 0.5779, 1.311, 0.003996, -1.819, -0.8326, -14.15, 0.575, 21.16, 22.19, 377.3, 0.5742, -2.108, -1.494
8, 1983, 2, 26, 1983, 3, 3, 1983, 3, 4, 7, -2.793, -2.418, -16.93, 0.2505, 0.1664, 0.002443, -1.208, -0.7944, -5.56, 0.2791, 22.09, 22.45, 157.2, 0.2435, -1.762, -1.493
9, 1983, 3, 23, 1983, 3, 25, 1983, 3, 29, 7, -2.825, -2.443, -17.1, 0.2637, 0.4673, 0.003872, -1.373, -0.9854, -6.898, 0.265, 21.97, 22.33, 156.3, 0.2587, -1.946, -1.677
10, 1983, 6, 2, 1983, 6, 8, 1983, 6, 11, 10, -1.823, -1.572, -15.72, 0.1498, 0.08814, 0.001493, -0.6422, -0.3816, -3.816, 0.1616, 20.53, 20.85, 208.5, 0.25, -1.544, -1.322
11, 1983, 9, 12, 1983, 9, 15, 1983, 9, 20, 9, -2.815, -2.192, -19.72, 0.4661, 0.4856, 0.002392, -1.637, -1.002, -9.019, 0.4699, 17.9, 18.53, 166.7, 0.467, -2.39, -1.844
12, 1983, 11, 7, 1983, 11, 10, 1983, 11, 13, 7, -2.985, -2.273, -15.91, 0.5699, 0.4512, 0.002379, -1.663, -0.9455, -6.618, 0.573, 18.97, 19.68, 137.8, 0.5644, -2.257, -1.714
13, 1984, 2, 7, 1984, 2, 8, 1984, 2, 17, 11, -4.187, -2.878, -31.66, 0.5375, 1.608, 0.003173, -2.49, -1.129, -12.42, 0.5494, 20.57, 21.9, 240.9, 0.5436, -2.468, -1.648
14, 1984, 2, 24, 1984, 3, 3, 1984, 3, 15, 21, -4.393, -3.318, -69.69, 0.6224, 0.2593, 0.002669, -2.808, -1.771, -37.19, 0.601, 20.49, 21.57, 453.0, 0.63, -2.771, -2.146
15, 1984, 3, 23, 1984, 3, 31, 1984, 4, 3, 12, -2.947, -2.205, -26.46, 0.4358, 0.1982, 0.002173, -1.453, -0.7294, -8.752, 0.4245, 21.74, 22.52, 270.3, 0.468, -1.973, -1.492
16, 1984, 7, 11, 1984, 7, 18, 1984, 7, 20, 10, -5.221, -2.391, -23.91, 1.153, 0.5257, 0.004316, -4.16, -1.321, -13.21, 1.155, 15.9, 18.78, 187.8, 1.17, -4.92, -2.236
17, 1984, 8, 16, 1984, 8, 17, 1984, 8, 24, 9, -2.909, -1.818, -16.36, 0.5006, 1.227, 0.002478, -1.696, -0.6034, -5.431, 0.5012, 17.81, 18.89, 170.0, 0.4966, -2.399, -1.497
18, 1984, 9, 4, 1984, 9, 7, 1984, 9, 12, 9, -2.421, -1.823, -16.4, 0.4064, 0.2914, 0.001327, -1.21, -0.6204, -5.584, 0.3924, 18.28, 18.88, 169.9, 0.4102, -2.0, -1.513
19, 1984, 9, 30, 1984, 10, 5, 1984, 10, 6, 7, -1.988, -1.675, -11.72, 0.2066, 0.09093, 0.0009317, -0.7248, -0.4206, -2.944, 0.2104, 18.89, 19.18, 134.2, 0.2179, -1.574, -1.336
20, 1984, 10, 24, 1984, 10, 26, 1984, 10, 29, 6, -2.149, -1.68, -10.08, 0.2915, 0.4623, 0.00107, -0.8056, -0.3371, -2.022, 0.2911, 19.25, 19.74, 118.4, 0.3142, -1.6, -1.251
21, 1985, 1, 6, 1985, 1, 8, 1985, 1, 18, 13, -2.555, -1.899, -24.69, 0.3567, 0.3505, 0.001389, -1.159, -0.4821, -6.268, 0.3718, 21.48, 22.28, 289.6, 0.4604, -1.83, -1.343
22, 1985, 5, 15, 1985, 5, 31, 1985, 6, 14, 31, -2.927, -2.044, -63.36, 0.4625, 0.09372, 0.001365, -1.691, -0.8278, -25.66, 0.457, 19.79, 20.73, 642.5, 0.6323, -2.369, -1.68
23, 1986, 6, 8, 1986, 6, 10, 1986, 6, 14, 7, -1.894, -1.638, -11.47, 0.1838, 0.1992, 0.0003915, -0.7245, -0.4727, -3.309, 0.1768, 20.37, 20.59, 144.1, 0.1255, -1.62, -1.405
