# Annual average marine heatwave statistics at Hermanus
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1982, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.7, 21.18, 14.01
1983, 2, 11.0, 2.144, 1.574, 18.44, 22.0, 36.87, 0.2972, 0.3291, 0.002088, 0.8796, 0.3404, 4.294, 0.2926, 20.37, 19.71, 220.6, 0.3436, 1.682, 1.27, 17.21, 21.33, 13.71
1984, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.9, 21.19, 13.58
1985, 2, 8.0, 1.381, 1.195, 9.554, 16.0, 19.11, 0.1665, 0.1086, 0.0004289, 0.4671, 0.279, 2.223, 0.1669, 17.09, 16.89, 135.0, 0.1802, 1.512, 1.305, 17.58, 20.9, 15.33
1986, 3, 15.33, 1.992, 1.476, 24.13, 46.0, 72.38, 0.3143, 0.3891, 0.0005613, 1.11, 0.59, 10.77, 0.317, 17.99, 17.52, 266.4, 0.2873, 2.264, 1.668, 18.11, 21.15, 15.81
1987, 2, 5.5, 1.885, 1.711, 9.43, 11.0, 18.86, 0.1256, 0.08715, 0.0002479, 0.3872, 0.1992, 1.143, 0.133, 21.08, 20.96, 115.2, 0.1188, 1.264, 1.135, 17.84, 21.34, 14.86
1988, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.12, 21.16, 15.09
1989, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.3, 20.68, 14.31
1990, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.99, 20.52, 13.91
1991, 3, 9.333, 1.896, 1.531, 14.48, 28.0, 43.45, 0.2517, 0.1714, 0.0002358, 0.7575, 0.3945, 4.132, 0.2412, 19.99, 19.61, 181.6, 0.3043, 1.68, 1.357, 17.42, 20.89, 13.47
1992, 4, 11.5, 1.872, 1.528, 20.69, 46.0, 82.78, 0.2234, 0.1275, 0.0001752, 0.7165, 0.4126, 7.472, 0.216, 20.22, 19.94, 242.8, 0.2083, 1.609, 1.365, 18.17, 22.96, 15.05
1993, 3, 12.33, 2.166, 1.741, 23.94, 37.0, 71.82, 0.2473, 0.1935, 0.0002418, 0.973, 0.5561, 7.464, 0.2427, 22.13, 21.65, 268.0, 0.2998, 1.797, 1.47, 17.88, 22.73, 14.68
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.75, 21.1, 14.16
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.38, 21.57, 14.72
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.71, 21.02, 14.09
1997, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.48, 21.51, 13.48
1998, 1, 5.0, 1.531, 1.117, 5.583, 5.0, 5.583, 0.2919, 0.5093, 0.0001226, 0.7052, 0.2902, 1.451, 0.2923, 17.11, 16.69, 83.47, 0.2924, 1.854, 1.351, 17.89, 22.02, 15.22
1999, 3, 5.0, 1.268, 1.156, 5.779, 15.0, 17.34, 0.08048, 0.1828, 3.794e-05, 0.3001, 0.1903, 0.9516, 0.07784, 18.71, 18.59, 92.95, 0.0902, 1.311, 1.2, 17.85, 21.8, 15.31
2000, 1, 8.0, 1.84, 1.43, 11.44, 8.0, 11.44, 0.309, 0.2488, 0.0001092, 0.8569, 0.4473, 3.578, 0.3004, 19.33, 18.95, 151.6, 0.3746, 1.871, 1.453, 17.64, 21.28, 14.7
