# Annual average marine heatwave statistics at Ystervarkpunt
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1982, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.8, 22.49, 14.82
1983, 2, 6.5, 2.072, 1.7, 11.13, 13.0, 22.26, 0.286, 0.1896, 0.001514, 0.8141, 0.4493, 3.001, 0.2797, 21.48, 21.05, 137.0, 0.3365, 1.646, 1.358, 18.7, 22.07, 15.28
1984, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.07, 22.09, 15.41
1985, 1, 5.0, 1.44, 1.349, 6.743, 5.0, 6.743, 0.07791, 0.08445, 0.0003199, 0.2361, 0.151, 0.755, 0.07611, 19.81, 19.74, 98.7, 0.07844, 1.196, 1.126, 18.77, 22.27, 15.9
1986, 2, 10.5, 2.137, 1.755, 18.49, 21.0, 36.97, 0.2402, 0.1239, 0.000493, 0.9704, 0.5906, 6.216, 0.2362, 19.71, 19.37, 203.8, 0.211, 1.845, 1.508, 18.89, 22.31, 16.34
1987, 2, 18.5, 1.788, 1.541, 31.17, 37.0, 62.35, 0.1773, 0.04208, 0.0003763, 0.5809, 0.3131, 7.063, 0.1845, 20.93, 20.83, 395.5, 0.2948, 1.47, 1.251, 18.9, 23.09, 16.18
1988, 1, 10.0, 1.818, 1.323, 13.23, 10.0, 13.23, 0.2211, 0.4046, 0.0003373, 0.8571, 0.3678, 3.678, 0.218, 18.84, 18.35, 183.5, 0.2197, 1.892, 1.384, 18.59, 22.54, 15.98
1989, 1, 13.0, 1.8, 1.423, 18.5, 13.0, 18.5, 0.1979, 0.07878, 0.0003317, 0.8518, 0.4926, 6.404, 0.1975, 19.54, 19.11, 248.5, 0.2124, 1.898, 1.53, 18.51, 22.15, 15.26
1990, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.36, 22.47, 16.07
1991, 4, 6.25, 1.689, 1.457, 9.739, 25.0, 38.95, 0.1549, 0.1982, 0.0001776, 0.6054, 0.3736, 2.782, 0.1565, 20.07, 19.84, 126.2, 0.1526, 1.529, 1.325, 18.74, 22.72, 15.23
1992, 5, 13.2, 2.199, 1.744, 24.4, 66.0, 122.0, 0.2555, 0.3313, 0.0002486, 0.9863, 0.5411, 8.29, 0.2492, 21.29, 20.82, 280.2, 0.2638, 1.81, 1.447, 19.57, 24.07, 15.85
1993, 2, 16.5, 2.523, 1.815, 29.92, 33.0, 59.84, 0.3559, 0.1499, 0.0002995, 1.223, 0.5236, 8.855, 0.3493, 23.4, 22.85, 377.2, 0.3039, 1.972, 1.425, 19.14, 23.66, 15.78
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.64, 21.61, 15.49
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.42, 22.54, 15.55
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.18, 22.87, 15.41
1997, 1, 9.0, 1.438, 1.275, 11.48, 9.0, 11.48, 0.1779, 0.3311, 9.912e-05, 0.486, 0.3214, 2.893, 0.1786, 18.46, 18.31, 164.8, 0.1714, 1.51, 1.337, 18.76, 23.29, 15.75
1998, 1, 19.0, 2.529, 1.61, 30.58, 19.0, 30.58, 0.364, 0.1085, 0.0002208, 1.49, 0.5514, 10.48, 0.3785, 19.57, 18.68, 354.9, 0.3467, 2.434, 1.527, 19.09, 23.2, 16.49
1999, 2, 7.5, 1.665, 1.446, 11.2, 15.0, 22.4, 0.136, 0.2367, 8.385e-05, 0.4954, 0.2837, 2.237, 0.1289, 19.71, 19.46, 145.6, 0.1702, 1.415, 1.242, 19.19, 23.48, 16.18
2000, 1, 9.0, 1.816, 1.59, 14.31, 9.0, 14.31, 0.1502, 0.674, 7.646e-05, 0.5955, 0.3348, 3.013, 0.1719, 23.4, 23.13, 208.2, 0.1804, 1.488, 1.269, 18.8, 23.4, 15.75
2001, 1, 10.0, 1.784, 1.57, 15.7, 10.0, 15.7, 0.1481, 0.1238, 7.375e-05, 0.4938, 0.2836, 2.836, 0.1457, 19.74, 19.51, 195.1, 0.1679, 1.383, 1.22, 18.77, 21.62, 15.89
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 19.17, 22.72, 16.25
2003, 4, 16.25, 2.56, 1.882, 30.91, 65.0, 123.6, 0.3634, 0.1993, 0.0001552, 1.295, 0.628, 10.92, 0.3576, 22.51, 21.88, 349.8, 0.3532, 2.027, 1.505, 19.57, 24.25, 15.92
2004, 4, 12.75, 2.032, 1.678, 22.5, 51.0, 89.99, 0.209, 0.1426, 9.125e-05, 0.8524, 0.5042, 7.233, 0.2059, 21.27, 20.84, 268.2, 0.2774, 1.708, 1.422, 19.53, 22.97, 15.71
