# Annual average marine heatwave statistics at Kommetjie
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1982, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.18, 20.19, 12.11
1983, 1, 6.0, 1.743, 1.716, 10.29, 6.0, 10.29, 0.03208, 0.3843, 0.001607, 0.1229, 0.1296, 0.7774, 0.04487, 17.96, 17.9, 107.4, 0.03484, 1.076, 1.082, 15.48, 19.69, 12.11
1984, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.71, 19.4, 12.79
1985, 1, 6.0, 1.153, 1.024, 6.142, 6.0, 6.142, 0.07852, 0.1583, 0.0001846, 0.2175, 0.08918, 0.5351, 0.07817, 16.04, 15.91, 95.49, 0.07676, 1.233, 1.095, 16.57, 20.06, 13.58
1986, 8, 8.0, 1.858, 1.474, 11.82, 64.0, 94.59, 0.2331, 0.1795, 0.0004794, 0.7958, 0.4094, 3.287, 0.2336, 17.38, 17.0, 135.7, 0.2368, 1.747, 1.389, 17.21, 20.59, 15.12
1987, 1, 5.0, 1.312, 1.186, 5.932, 5.0, 5.932, 0.1193, 0.1245, 0.0001328, 0.3694, 0.2481, 1.24, 0.115, 16.14, 16.01, 80.06, 0.1225, 1.392, 1.264, 16.9, 20.38, 14.18
1988, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.33, 20.42, 14.05
1989, 1, 15.0, 1.285, 1.105, 16.58, 15.0, 16.58, 0.1687, 0.03721, 0.0002533, 0.3892, 0.1897, 2.845, 0.1644, 16.39, 16.16, 242.5, 0.1656, 1.434, 1.207, 16.32, 19.83, 13.3
1990, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.96, 19.35, 13.37
1991, 3, 11.0, 2.278, 1.933, 22.48, 33.0, 67.45, 0.1984, 0.2648, 0.0002391, 0.7311, 0.3887, 5.133, 0.1948, 19.14, 18.73, 205.7, 0.2615, 1.478, 1.252, 16.6, 19.72, 12.51
