# Annual average marine heatwave statistics at Kommetjie
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1992, 1, 5.0, 3.41, 2.636, 13.18, 5.0, 13.18, 0.3885, 0.4041, 0.06963, 1.336, 0.5837, 2.919, 0.3815, 16.0, 15.2, 76.0, 0.4, 1.645, 1.284, 13.2, 17.5, 10.0
1993, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.13, 16.0, 11.0
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.18, 15.0, 10.0
1995, 4, 9.0, 4.68, 3.4, 29.51, 36.0, 118.1, 0.6705, 2.388, 0.002236, 2.492, 1.247, 10.63, 0.6665, 17.5, 16.18, 144.8, 0.6811, 2.13, 1.572, 14.0, 18.0, 10.0
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.45, 15.0, 11.0
1997, 1, 7.0, 4.549, 3.969, 27.78, 7.0, 27.78, 0.4957, 0.715, 0.001447, 2.161, 1.583, 11.08, 0.4703, 17.5, 16.93, 118.5, 0.4949, 1.905, 1.663, 13.1, 17.5, 11.0
1998, 1, 5.0, 2.477, 2.409, 12.05, 5.0, 12.05, 0.04762, 0.4662, 0.0002881, 0.4066, 0.3672, 1.836, 0.02648, 16.0, 16.0, 80.0, 0.0, 1.196, 1.18, 13.51, 19.0, 10.0
1999, 2, 8.5, 4.531, 3.76, 35.68, 17.0, 71.35, 0.6345, 1.676, 0.0007816, 2.114, 1.357, 14.14, 0.6304, 17.5, 16.7, 146.0, 0.6396, 1.793, 1.502, 13.64, 19.5, 11.0
2000, 1, 5.0, 5.03, 3.622, 18.11, 5.0, 18.11, 0.8034, 0.78, 0.0005179, 2.698, 1.236, 6.181, 0.8308, 18.0, 16.6, 83.0, 0.8, 2.157, 1.522, 13.4, 18.0, 9.0
2001, 2, 9.0, 5.006, 4.068, 30.66, 18.0, 61.33, 0.7156, 0.9406, 0.0006753, 2.99, 2.04, 12.57, 0.7109, 18.0, 17.07, 147.5, 0.717, 2.463, 1.992, 12.89, 20.0, 10.0
2002, 1, 5.0, 4.344, 3.307, 16.53, 5.0, 16.53, 0.7702, 1.029, 0.0007224, 2.214, 1.178, 5.889, 0.7567, 17.5, 16.46, 82.3, 0.7658, 2.039, 1.551, 13.24, 17.5, 9.3
2003, 5, 8.8, 4.271, 3.373, 30.02, 44.0, 150.1, 0.6007, 0.4728, 0.0005303, 2.051, 1.166, 9.282, 0.594, 17.22, 16.33, 144.5, 0.5931, 1.98, 1.565, 13.49, 19.0, 9.8
2004, 3, 7.333, 3.772, 3.049, 23.31, 22.0, 69.93, 0.5939, 0.8968, 0.0006273, 1.978, 1.244, 9.66, 0.5961, 16.97, 16.29, 120.0, 0.5939, 2.068, 1.656, 13.43, 17.5, 9.7
2005, 2, 21.0, 3.554, 2.73, 49.81, 42.0, 99.62, 0.4654, 0.7716, 0.0003702, 1.538, 0.8168, 12.48, 0.4456, 17.0, 16.26, 342.3, 0.4507, 1.755, 1.417, 13.61, 17.0, 9.6
2006, 1, 6.0, 6.536, 5.424, 32.54, 6.0, 32.54, 1.173, 3.569, 0.0008415, 4.736, 3.623, 21.74, 1.174, 19.1, 17.96, 107.8, 1.156, 3.632, 3.013, 12.96, 20.4, 9.0
2007, 4, 10.5, 3.814, 2.933, 26.09, 42.0, 104.3, 0.6329, 0.8579, 0.000361, 2.072, 1.181, 9.703, 0.6294, 17.18, 16.3, 168.2, 0.6204, 2.12, 1.635, 13.75, 18.4, 9.0
2008, 2, 14.5, 3.567, 2.624, 37.37, 29.0, 74.73, 0.3736, 0.2194, 0.0002981, 1.575, 0.6327, 9.226, 0.3683, 17.1, 16.13, 237.6, 0.3899, 1.801, 1.318, 13.14, 18.0, 9.5
2009, 3, 9.667, 3.737, 2.811, 26.81, 29.0, 80.44, 0.4483, 0.9238, 0.000302, 1.823, 0.8998, 8.567, 0.4353, 17.33, 16.43, 158.0, 0.45, 1.858, 1.432, 13.78, 19.0, 9.5
2010, 2, 5.0, 4.495, 3.122, 15.61, 10.0, 31.22, 0.8347, 0.6328, 0.0003675, 2.447, 1.077, 5.387, 0.8315, 17.2, 15.83, 79.15, 0.8353, 2.22, 1.536, 13.0, 19.2, 9.6
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.47, 15.5, 9.0
