# Annual average marine heatwave statistics at Fish_Hoek
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1992, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.7, 20.0, 10.0
1993, 3, 6.667, 3.074, 2.554, 17.07, 20.0, 51.2, 0.3145, 0.2262, 0.002663, 1.012, 0.5013, 3.432, 0.3096, 19.0, 18.6, 123.5, 0.2816, 1.498, 1.245, 15.95, 22.0, 11.0
1994, 1, 5.0, 2.615, 2.534, 12.67, 5.0, 12.67, 0.05719, 0.9596, 0.0006706, 0.5306, 0.4661, 2.331, 0.04562, 20.0, 20.0, 100.0, 0.0, 1.255, 1.225, 15.08, 20.0, 12.0
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.7, 19.0, 10.0
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.69, 20.5, 11.0
1997, 2, 6.0, 2.63, 2.492, 14.6, 12.0, 29.19, 0.1479, 0.1184, 0.0005337, 0.7492, 0.6008, 3.406, 0.1547, 18.5, 18.4, 108.0, 0.1225, 1.389, 1.311, 15.68, 21.0, 12.0
1998, 3, 6.0, 2.541, 2.153, 13.42, 18.0, 40.27, 0.2601, 0.1952, 0.000477, 1.01, 0.6127, 3.935, 0.2574, 17.5, 17.13, 104.8, 0.255, 1.594, 1.366, 15.5, 22.0, 12.0
1999, 1, 5.0, 1.749, 1.718, 8.592, 5.0, 8.592, 0.02002, 0.0695, 9.192e-05, 1.776e-15, 3.908e-15, 1.954e-14, 2.611e-15, 16.0, 16.0, 80.0, 0.0, 1.0, 1.0, 15.45, 20.0, 10.0
2000, 1, 5.0, 1.783, 1.51, 7.55, 5.0, 7.55, 0.212, 0.1875, 0.0002554, 0.5081, 0.2371, 1.185, 0.2031, 15.5, 15.2, 76.0, 0.2449, 1.399, 1.185, 15.57, 20.5, 11.0
2001, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.78, 20.0, 12.0
2002, 2, 6.0, 2.869, 2.186, 13.12, 12.0, 26.24, 0.3752, 0.7414, 0.0003882, 1.225, 0.557, 3.342, 0.3703, 17.5, 16.79, 100.8, 0.3846, 1.728, 1.344, 15.32, 20.5, 10.0
2003, 5, 8.2, 3.543, 2.826, 22.39, 41.0, 112.0, 0.42, 0.7361, 0.0003331, 1.603, 0.8546, 6.579, 0.4299, 19.2, 18.47, 146.9, 0.4324, 1.852, 1.435, 15.96, 21.0, 11.0
2004, 2, 22.5, 4.027, 2.922, 69.34, 45.0, 138.7, 0.6318, 1.069, 0.0004025, 2.022, 0.9444, 25.99, 0.6199, 21.0, 20.01, 443.8, 0.7057, 2.014, 1.485, 16.25, 22.0, 12.0
2005, 1, 8.0, 3.762, 2.96, 23.68, 8.0, 23.68, 0.4843, 0.4879, 0.0004286, 1.698, 0.8859, 7.087, 0.4961, 22.0, 21.19, 169.5, 0.4961, 1.823, 1.428, 15.74, 22.0, 11.5
2006, 1, 10.0, 3.158, 2.603, 26.03, 10.0, 26.03, 0.3521, 0.2796, 0.0002103, 1.076, 0.52, 5.2, 0.3538, 19.0, 18.35, 183.5, 0.45, 1.517, 1.25, 15.31, 20.0, 11.0
2007, 8, 8.875, 3.275, 2.629, 23.68, 71.0, 189.4, 0.4509, 0.3635, 0.0002913, 1.476, 0.831, 8.474, 0.4541, 18.75, 18.14, 158.0, 0.454, 1.871, 1.492, 16.66, 22.0, 12.0
2008, 4, 10.75, 3.441, 2.46, 27.46, 43.0, 109.8, 0.4746, 0.7626, 0.0003387, 1.92, 0.9175, 11.99, 0.4811, 17.88, 16.88, 181.7, 0.4927, 2.544, 1.666, 15.98, 22.5, 12.0
2009, 2, 8.5, 2.235, 1.718, 14.56, 17.0, 29.13, 0.275, 0.1668, 0.0001425, 0.9153, 0.3993, 3.506, 0.275, 16.25, 15.69, 132.4, 0.284, 1.7, 1.305, 15.27, 20.0, 11.5
2010, 5, 6.2, 3.053, 2.498, 15.13, 31.0, 75.67, 0.3948, 0.7764, 0.0001818, 1.084, 0.5332, 3.166, 0.3823, 19.5, 18.99, 116.6, 0.3938, 1.541, 1.27, 15.76, 22.0, 10.0
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.03, 20.0, 10.0
