# Annual average marine heatwave statistics at Humewood
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1973, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.87, 22.0, 13.0
1974, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.6, 23.0, 13.0
1975, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.18, 24.0, 13.0
1976, 1, 7.0, 2.934, 2.471, 17.3, 7.0, 17.3, 0.4836, 0.4774, 0.001889, 1.676, 1.215, 8.505, 0.4802, 19.0, 18.57, 130.0, 0.4949, 2.332, 1.966, 17.6, 23.0, 12.0
1977, 3, 5.667, 3.253, 2.371, 13.19, 17.0, 39.56, 0.5233, 0.459, 0.001175, 1.528, 0.6624, 3.788, 0.5164, 21.33, 20.44, 114.0, 0.5299, 1.967, 1.406, 18.63, 24.0, 11.0
1978, 4, 11.25, 4.242, 2.975, 31.98, 45.0, 127.9, 0.6982, 0.5147, 0.001323, 2.203, 0.966, 9.732, 0.6719, 22.25, 20.97, 232.8, 0.722, 2.119, 1.499, 18.55, 24.0, 12.0
1979, 2, 8.0, 3.321, 2.793, 22.3, 16.0, 44.61, 0.2808, 0.2984, 0.0004663, 1.243, 0.6911, 5.142, 0.3011, 22.5, 22.0, 175.0, 0.2673, 1.678, 1.371, 17.94, 24.0, 12.0
1980, 1, 5.0, 2.531, 2.427, 12.14, 5.0, 12.14, 0.07249, 0.1628, 0.0004071, 0.2258, 0.1506, 0.7532, 0.05883, 22.0, 22.0, 110.0, 0.0, 1.098, 1.066, 17.95, 25.0, 12.0
1981, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.61, 23.0, 12.0
1982, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.72, 24.0, 11.5
