# Annual average marine heatwave statistics at Tsitsikamma_East
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1991, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.07, 21.15, 10.76
1992, 8, 15.75, 3.442, 2.878, 45.21, 126.0, 361.7, 0.3148, 0.2752, 0.003519, 0.9449, 0.4369, 7.912, 0.2805, 20.55, 20.0, 315.8, 0.3072, 1.447, 1.203, 17.92, 23.0, 10.94
1993, 4, 16.5, 3.867, 3.487, 44.74, 66.0, 179.0, 0.2261, 0.2499, 0.001333, 0.7587, 0.4085, 6.55, 0.2293, 20.91, 20.51, 319.4, 0.2433, 1.275, 1.148, 17.71, 22.85, 10.03
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.79, 20.29, 10.04
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.73, 21.62, 10.43
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.48, 20.77, 9.588
1997, 2, 11.5, 4.172, 3.564, 44.86, 23.0, 89.73, 0.3645, 0.3334, 0.0003922, 1.123, 0.5631, 6.309, 0.3266, 21.91, 21.44, 252.3, 0.273, 1.388, 1.21, 17.26, 23.43, 10.68
1998, 2, 20.0, 2.883, 2.45, 49.51, 40.0, 99.01, 0.3118, 0.2568, 0.0004668, 1.036, 0.6295, 13.87, 0.2828, 19.06, 18.61, 373.9, 0.332, 1.571, 1.349, 16.89, 21.57, 8.763
1999, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 21.83, 10.57
2000, 1, 33.0, 2.739, 2.277, 75.14, 33.0, 75.14, 0.2456, 0.08307, 0.0004656, 0.9937, 0.5317, 17.55, 0.2579, 18.9, 18.38, 606.5, 0.2574, 1.569, 1.309, 15.97, 21.29, 9.125
2001, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.32, 21.62, 9.882
2002, 1, 6.0, 1.803, 1.561, 9.364, 6.0, 9.364, 0.147, 0.2311, 0.000131, 0.4382, 0.2064, 1.239, 0.1409, 17.89, 17.63, 105.8, 0.1589, 1.321, 1.152, 17.01, 22.36, 10.8
2003, 5, 9.0, 3.937, 3.444, 31.4, 45.0, 157.0, 0.2951, 0.1896, 0.0002918, 0.9867, 0.4745, 4.616, 0.3053, 20.67, 20.25, 180.2, 0.284, 1.356, 1.173, 17.68, 23.32, 9.258
2004, 5, 12.4, 3.851, 3.366, 41.85, 62.0, 209.2, 0.2703, 0.6381, 0.0003468, 1.153, 0.6641, 10.01, 0.2811, 20.8, 20.33, 255.8, 0.3082, 1.476, 1.264, 17.97, 22.52, 10.27
2005, 2, 7.5, 2.839, 2.562, 19.61, 15.0, 39.22, 0.2284, 0.2139, 0.0001338, 0.6266, 0.3542, 2.669, 0.2228, 19.86, 19.62, 149.0, 0.1952, 1.282, 1.162, 17.27, 22.23, 9.81
2006, 3, 7.667, 4.14, 3.876, 30.09, 23.0, 90.28, 0.1928, 0.3774, 0.0002372, 0.5156, 0.3343, 2.561, 0.1683, 21.66, 21.34, 162.0, 0.1945, 1.15, 1.098, 16.83, 22.19, 9.07
2007, 3, 19.67, 3.85, 3.328, 51.58, 59.0, 154.8, 0.2887, 0.09198, 0.0001813, 0.7499, 0.2885, 5.082, 0.2304, 21.22, 20.66, 381.5, 0.3104, 1.273, 1.103, 17.99, 22.98, 10.26
2008, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.75, 22.16, 9.104
2009, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.88, 21.02, 10.1
