# Annual average marine coldspell statistics at Gordons_Bay
# A value of nan indicates mising data. This should correspond to a year with no MCS events (count = 0)
Year, MCS event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MCS days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1982, 1, 15.0, -2.618, -1.698, -25.47, 15.0, -25.47, 0.5189, 0.07633, 0.0003794, -1.007, -0.2605, -3.907, 0.5587, 14.0, 14.73, 221.0, 0.5735, -1.625, -1.2, 16.4, 22.0, 13.0
1983, 2, 7.0, -2.016, -1.411, -9.878, 14.0, -19.76, 0.4496, 0.3617, 0.0002551, -1.0, -0.394, -2.758, 0.4566, 12.0, 12.61, 88.25, 0.4573, -1.989, -1.401, 16.51, 23.0, 12.0
1984, 1, 5.0, -2.41, -1.91, -9.55, 5.0, -9.55, 0.2965, 0.4359, 0.0002645, -1.165, -0.6677, -3.339, 0.294, 12.5, 13.0, 65.0, 0.3162, -1.935, -1.537, 16.22, 21.0, 12.5
1985, 1, 23.0, -4.866, -3.31, -76.12, 23.0, -76.12, 0.7376, 0.1622, 0.0004759, -2.145, -0.7165, -16.48, 0.7248, 14.0, 15.42, 354.8, 0.7277, -1.788, -1.278, 16.51, 22.0, 10.0
1986, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.97, 22.0, 13.0
1987, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.24, 23.0, 12.5
1988, 1, 6.0, -2.701, -1.983, -11.9, 6.0, -11.9, 0.4975, 0.9593, 0.0002432, -1.339, -0.6398, -3.839, 0.4842, 12.0, 12.67, 76.0, 0.4714, -1.983, -1.473, 16.44, 24.0, 12.0
1989, 5, 5.6, -2.779, -2.131, -12.01, 28.0, -60.07, 0.4295, 0.8246, 0.0002001, -1.164, -0.5353, -3.039, 0.4139, 13.2, 13.81, 77.3, 0.4069, -1.726, -1.33, 15.94, 22.0, 10.0
1990, 4, 8.75, -4.35, -3.544, -29.89, 35.0, -119.5, 0.5643, 1.187, 0.0003767, -2.009, -1.199, -11.41, 0.5556, 13.0, 13.79, 117.4, 0.5466, -2.017, -1.532, 15.76, 22.5, 11.0
1991, 3, 10.67, -3.425, -2.193, -22.88, 32.0, -68.65, 0.7407, 0.8445, 0.0002901, -2.27, -1.042, -11.22, 0.7422, 11.0, 12.25, 129.0, 0.7489, -2.999, -1.914, 16.26, 22.0, 10.0
1992, 2, 9.0, -2.357, -1.669, -16.06, 18.0, -32.12, 0.3365, 0.9706, 0.0002021, -1.032, -0.3038, -3.02, 0.3709, 13.0, 13.73, 127.2, 0.3702, -1.751, -1.228, 16.52, 23.0, 12.5
1993, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.98, 25.5, 13.0
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.4, 23.0, 13.0
1995, 2, 8.0, -4.711, -2.887, -22.49, 16.0, -44.98, 0.8674, 1.412, 0.000351, -2.726, -0.9066, -7.072, 0.8649, 12.0, 13.79, 109.9, 0.8542, -2.331, -1.46, 15.74, 21.5, 11.0
1996, 1, 7.0, -4.031, -2.305, -16.14, 7.0, -16.14, 0.9655, 1.085, 0.0003797, -3.0, -1.286, -9.0, 0.9583, 10.0, 11.71, 82.0, 0.9583, -3.91, -2.256, 15.76, 22.0, 10.0
1997, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.42, 23.0, 12.0
1998, 1, 5.0, -6.222, -3.832, -19.16, 5.0, -19.16, 1.195, 2.342, 0.0003746, -3.258, -0.8723, -4.361, 1.193, 13.0, 15.4, 77.0, 1.2, -2.099, -1.294, 16.3, 22.0, 13.0
1999, 2, 5.5, -3.602, -3.011, -16.95, 11.0, -33.9, 0.4924, 1.738, 0.0001315, -1.351, -0.7608, -4.297, 0.4935, 14.0, 14.55, 80.0, 0.4949, -1.614, -1.334, 16.37, 22.0, 13.0
2000, 3, 7.0, -2.509, -2.041, -13.73, 21.0, -41.2, 0.3535, 0.8913, 9.571e-05, -1.001, -0.5312, -3.743, 0.3602, 13.33, 13.81, 95.33, 0.3747, -1.731, -1.389, 16.15, 22.0, 12.0
2001, 1, 6.0, -4.345, -3.22, -19.32, 6.0, -19.32, 0.6781, 0.5271, 0.0003399, -2.0, -0.836, -5.016, 0.6839, 13.0, 14.17, 85.0, 0.6872, -1.853, -1.352, 16.34, 23.0, 12.0
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.95, 24.0, 13.0
2003, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.49, 25.0, 11.0
2004, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.42, 23.0, 13.0
2005, 2, 6.0, -4.251, -3.147, -18.88, 12.0, -37.76, 0.7438, 0.6533, 0.0002118, -2.229, -1.14, -6.837, 0.7354, 12.5, 13.58, 81.5, 0.7312, -1.798, -1.41, 17.02, 22.0, 12.0
2006, 1, 9.0, -3.014, -2.098, -18.88, 9.0, -18.88, 0.3295, 0.4069, 0.0002152, -1.29, -0.3914, -3.523, 0.3216, 13.0, 13.89, 125.0, 0.3143, -1.749, -1.228, 16.62, 22.0, 12.0
2007, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.56, 24.0, 13.0
2008, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.49, 23.0, 12.0
2009, 1, 6.0, -3.314, -3.1, -18.6, 6.0, -18.6, 0.3379, 0.9644, 8.503e-05, -1.471, -1.281, -7.684, 0.3483, 13.0, 13.17, 79.0, 0.3727, -1.798, -1.705, 16.85, 22.0, 12.0
2010, 2, 12.0, -4.989, -3.683, -43.3, 24.0, -86.6, 0.9058, 0.2839, 0.0001752, -2.224, -1.006, -11.4, 0.8671, 14.0, 15.21, 183.0, 0.8575, -1.803, -1.367, 16.66, 23.0, 13.0
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.47, 21.0, 13.0
