# Marine coldspell statistics for individual detected events at Tsitsikamma_West
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1992, 10, 15, 1992, 10, 18, 1992, 10, 21, 7, -5.338, -4.275, -29.92, 0.5683, 0.7971, 0.002864, -2.894, -1.845, -12.92, 0.5589, 11.0, 12.07, 84.5, 0.5624, -2.184, -1.759
2, 1993, 10, 5, 1993, 10, 12, 1993, 10, 13, 9, -5.185, -4.322, -38.89, 0.5526, 0.3844, 0.002298, -2.846, -2.083, -18.75, 0.5344, 11.1, 11.97, 107.7, 0.5538, -2.217, -1.93
3, 1993, 10, 22, 1993, 10, 23, 1993, 10, 27, 6, -4.487, -3.853, -23.12, 0.5234, 1.238, 0.001316, -2.081, -1.491, -8.945, 0.533, 12.0, 12.7, 76.2, 0.5132, -1.865, -1.632
4, 1994, 8, 6, 1994, 8, 6, 1994, 8, 22, 17, -5.436, -2.343, -39.82, 1.002, 4.896, 0.002324, -4.187, -1.127, -19.16, 0.9915, 10.5, 13.56, 230.6, 0.9947, -4.352, -1.921
5, 1994, 12, 12, 1994, 12, 13, 1994, 12, 17, 6, -7.494, -6.106, -36.64, 1.437, 2.436, 0.002736, -3.897, -2.379, -14.28, 1.515, 11.3, 12.7, 76.2, 1.443, -2.083, -1.649
6, 1994, 12, 25, 1994, 12, 30, 1995, 1, 1, 8, -7.839, -5.677, -45.41, 1.149, 0.9334, 0.002033, -3.431, -1.28, -10.24, 1.146, 11.2, 13.34, 106.7, 1.137, -1.778, -1.291
7, 1995, 4, 10, 1995, 4, 12, 1995, 4, 18, 9, -5.584, -5.008, -45.08, 0.7207, 1.249, 0.001422, -1.777, -1.337, -12.04, 0.68, 11.0, 11.58, 104.2, 0.7269, -1.467, -1.364
8, 1995, 12, 12, 1995, 12, 17, 1995, 12, 27, 16, -7.826, -5.942, -95.06, 1.304, 0.5975, 0.00196, -3.89, -1.897, -30.34, 1.396, 11.0, 12.94, 207.0, 1.321, -1.988, -1.482
9, 1996, 1, 17, 1996, 1, 21, 1996, 1, 24, 8, -9.365, -7.834, -62.67, 1.205, 1.105, 0.001939, -4.361, -2.841, -22.73, 1.205, 10.0, 11.53, 92.2, 1.221, -1.872, -1.569
10, 1996, 7, 24, 1996, 7, 25, 1996, 8, 3, 11, -3.82, -2.165, -23.82, 0.6876, 1.256, 0.001179, -2.677, -0.9944, -10.94, 0.7031, 12.2, 13.82, 152.0, 0.6685, -3.341, -1.858
11, 1996, 8, 7, 1996, 8, 22, 1996, 8, 23, 17, -2.415, -1.589, -27.01, 0.3819, 0.06975, 0.000556, -1.252, -0.3792, -6.446, 0.3942, 13.5, 14.32, 243.4, 0.3792, -2.077, -1.317
12, 1997, 9, 20, 1997, 9, 22, 1997, 9, 24, 5, -2.796, -2.295, -11.48, 0.3193, 0.4508, 0.0003719, -1.355, -0.8464, -4.232, 0.3107, 13.5, 14.0, 70.0, 0.3162, -1.94, -1.584
13, 1998, 2, 11, 1998, 2, 18, 1998, 2, 21, 11, -8.9, -7.81, -85.91, 0.9622, 0.4234, 0.001081, -3.492, -2.473, -27.2, 0.9406, 10.0, 11.18, 123.0, 1.005, -1.646, -1.463
14, 2000, 1, 16, 2000, 1, 18, 2000, 1, 23, 8, -9.319, -7.804, -62.43, 1.729, 2.559, 0.001478, -4.345, -2.814, -22.51, 1.734, 10.0, 11.54, 92.3, 1.736, -1.874, -1.564
15, 2000, 3, 27, 2000, 3, 30, 2000, 4, 3, 8, -7.002, -6.225, -49.8, 0.6702, 0.6037, 0.0007608, -2.729, -1.968, -15.75, 0.628, 10.0, 10.75, 86.0, 0.6124, -1.639, -1.461
16, 2000, 5, 16, 2000, 5, 26, 2000, 6, 3, 19, -7.063, -5.237, -99.51, 1.032, 0.3671, 0.001343, -5.45, -3.614, -68.66, 1.036, 9.5, 11.34, 215.5, 1.039, -4.379, -3.231
17, 2000, 6, 12, 2000, 6, 14, 2000, 6, 16, 5, -2.994, -2.474, -12.37, 0.4161, 0.8172, 0.0003043, -1.508, -0.9903, -4.952, 0.4161, 13.4, 13.92, 69.6, 0.4167, -2.015, -1.668
18, 2001, 7, 10, 2001, 7, 12, 2001, 7, 18, 9, -2.341, -1.692, -15.23, 0.4164, 0.4094, 0.0002116, -1.2, -0.5635, -5.072, 0.4183, 13.8, 14.43, 129.9, 0.419, -2.051, -1.5
19, 2001, 8, 5, 2001, 8, 6, 2001, 8, 15, 11, -5.736, -2.233, -24.57, 1.311, 3.196, 0.001106, -4.487, -0.9997, -11.0, 1.302, 10.2, 13.68, 150.5, 1.302, -4.592, -1.803
