# Marine coldspell statistics for individual detected events at Orient_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1984, 1, 13, 1984, 1, 15, 1984, 1, 18, 6, -5.025, -3.856, -23.14, 1.062, 1.196, 0.09776, -3.095, -1.908, -11.45, 1.042, 14.0, 15.17, 91.0, 1.067, -2.604, -1.974
2, 1984, 2, 23, 1984, 2, 23, 1984, 2, 28, 6, -3.609, -3.081, -18.49, 0.5094, 3.985, 0.04369, -1.192, -0.6543, -3.926, 0.5121, 15.0, 15.5, 93.0, 0.5, -1.493, -1.27
3, 1984, 3, 16, 1984, 3, 19, 1984, 3, 25, 10, -4.403, -3.095, -30.95, 0.6411, 0.851, 0.03114, -2.039, -0.7353, -7.353, 0.6423, 14.0, 15.3, 153.0, 0.6403, -1.862, -1.312
4, 1984, 3, 31, 1984, 3, 31, 1984, 4, 12, 13, -4.347, -3.726, -48.44, 0.5016, 3.998, 0.02148, -2.016, -1.475, -19.18, 0.5008, 14.0, 14.54, 189.0, 0.4985, -1.865, -1.656
5, 1984, 10, 25, 1984, 10, 29, 1984, 10, 29, 5, -1.78, -1.745, -8.723, 0.02478, 0.1286, 0.004994, -0.2016, -0.2016, -1.008, 1.421e-15, 16.0, 16.0, 80.0, 0.0, -1.128, -1.131
6, 1984, 11, 8, 1984, 11, 15, 1984, 11, 18, 11, -5.352, -3.912, -43.03, 1.005, 0.4376, 0.01086, -3.492, -2.059, -22.65, 0.9999, 13.0, 14.36, 158.0, 0.9791, -2.877, -2.11
7, 1985, 10, 31, 1985, 11, 4, 1985, 11, 4, 5, -2.932, -2.472, -12.36, 0.5237, 0.3607, 0.001465, -1.202, -0.8016, -4.008, 0.4899, 15.0, 15.4, 77.0, 0.4899, -1.694, -1.474
8, 1987, 10, 19, 1987, 10, 24, 1987, 10, 24, 6, -2.693, -2.149, -12.89, 0.5157, 0.2906, 0.0007148, -1.202, -0.6344, -3.806, 0.5261, 15.0, 15.5, 93.0, 0.5, -1.806, -1.421
9, 1987, 11, 11, 1987, 11, 13, 1987, 11, 16, 6, -4.291, -3.302, -19.81, 0.8088, 1.038, 0.0017, -2.427, -1.444, -8.661, 0.8051, 14.0, 15.0, 90.0, 0.8165, -2.303, -1.776
10, 1987, 12, 14, 1987, 12, 17, 1987, 12, 18, 5, -3.715, -3.502, -17.51, 0.3874, 0.4402, 0.001717, -1.797, -1.566, -7.832, 0.3777, 15.0, 15.2, 76.0, 0.4, -1.937, -1.808
11, 1988, 2, 8, 1988, 2, 11, 1988, 2, 20, 13, -5.825, -3.388, -44.04, 1.157, 1.559, 0.002766, -3.568, -1.086, -14.12, 1.167, 13.0, 15.38, 200.0, 1.146, -2.58, -1.475
12, 1988, 3, 6, 1988, 3, 10, 1988, 3, 16, 11, -3.433, -2.621, -28.83, 0.3815, 0.321, 0.001313, -1.023, -0.218, -2.398, 0.3831, 15.0, 15.82, 174.0, 0.3857, -1.424, -1.091
13, 1988, 10, 17, 1988, 10, 17, 1988, 10, 22, 6, -3.568, -1.946, -11.68, 0.7256, 2.017, 0.001366, -2.016, -0.4113, -2.468, 0.7188, 14.0, 15.67, 94.0, 0.7454, -2.299, -1.266
14, 1989, 2, 12, 1989, 2, 12, 1989, 2, 16, 5, -3.81, -3.377, -16.88, 0.5112, 2.985, 0.000842, -1.535, -1.071, -5.355, 0.5299, 15.0, 15.4, 77.0, 0.4899, -1.675, -1.466
15, 1989, 6, 26, 1989, 6, 26, 1989, 7, 1, 6, -2.177, -2.141, -12.85, 0.02459, 2.986, 0.0002875, -0.5871, -0.5495, -3.297, 0.02404, 15.0, 15.0, 90.0, 0.0, -1.369, -1.345
16, 1990, 1, 17, 1990, 1, 18, 1990, 1, 23, 7, -3.013, -2.859, -20.02, 0.3444, 1.663, 0.0004665, -1.018, -0.8597, -6.018, 0.3372, 16.0, 16.14, 113.0, 0.3499, -1.51, -1.429
