# Marine coldspell statistics for individual detected events at Hout_Bay
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1992, 2, 17, 1992, 2, 18, 1992, 2, 22, 6, -1.091, -0.7757, -4.654, 0.1901, 0.3179, 0.002397, -0.5244, -0.206, -1.236, 0.192, 8.704, 9.024, 54.14, 0.1927, -1.925, -1.363
2, 1994, 8, 3, 1994, 8, 3, 1994, 8, 7, 5, -3.461, -2.771, -13.86, 0.4293, 2.196, 0.001379, -1.706, -1.008, -5.042, 0.438, 9.821, 10.48, 52.38, 0.4052, -1.972, -1.573
3, 1994, 10, 29, 1994, 10, 31, 1994, 11, 2, 5, -1.759, -1.691, -8.455, 0.06212, 0.08714, 0.0002986, -0.2752, -0.2068, -1.034, 0.06492, 8.629, 8.695, 43.48, 0.0785, -1.185, -1.139
4, 1997, 2, 21, 1997, 2, 28, 1997, 3, 3, 11, -2.306, -1.06, -11.66, 0.4958, 0.235, 0.0008068, -1.72, -0.477, -5.247, 0.4945, 7.52, 8.759, 96.35, 0.4931, -3.934, -1.816
5, 1997, 3, 24, 1997, 3, 26, 1997, 3, 30, 7, -1.007, -0.8467, -5.927, 0.09794, 0.1916, 0.0001498, -0.3684, -0.1983, -1.388, 0.09084, 8.989, 9.167, 64.17, 0.08694, -1.577, -1.305
6, 1997, 4, 6, 1997, 4, 7, 1997, 4, 14, 9, -1.289, -1.035, -9.315, 0.1485, 0.7115, 0.0002153, -0.5053, -0.2024, -1.822, 0.1616, 8.987, 9.338, 84.04, 0.1829, -1.645, -1.248
7, 1997, 4, 28, 1997, 5, 5, 1997, 5, 7, 10, -1.924, -1.521, -15.21, 0.1925, 0.2108, 0.0002826, -0.564, -0.2306, -2.306, 0.1608, 9.397, 9.666, 96.66, 0.166, -1.415, -1.178
8, 1998, 3, 10, 1998, 3, 12, 1998, 3, 15, 6, -1.835, -1.181, -7.085, 0.3513, 0.4452, 0.0004598, -1.243, -0.5911, -3.547, 0.3502, 8.015, 8.669, 52.02, 0.352, -3.103, -2.001
9, 1998, 8, 22, 1998, 8, 25, 1998, 8, 27, 6, -3.66, -3.179, -19.07, 0.439, 0.5084, 0.0004307, -1.474, -1.009, -6.054, 0.4278, 9.185, 9.672, 58.03, 0.4458, -1.674, -1.464
10, 1998, 9, 9, 1998, 9, 11, 1998, 9, 16, 8, -4.233, -3.116, -24.93, 0.6683, 0.7, 0.000754, -1.973, -0.8828, -7.063, 0.6407, 8.016, 9.077, 72.61, 0.6126, -1.873, -1.392
