# Marine coldspell statistics for individual detected events at Storms_River_Mouth
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1993, 10, 5, 1993, 10, 8, 1993, 10, 28, 24, -5.612, -4.087, -98.08, 1.01, 0.8941, 0.01528, -3.563, -1.857, -44.57, 1.093, 10.6, 12.31, 295.5, 1.102, -2.739, -1.856
2, 1994, 8, 5, 1994, 8, 5, 1994, 8, 18, 14, -3.875, -2.173, -30.42, 0.6237, 3.3, 0.005059, -2.503, -0.8194, -11.47, 0.61, 11.9, 13.59, 190.3, 0.6216, -2.825, -1.601
3, 1995, 4, 10, 1995, 4, 12, 1995, 4, 19, 10, -5.624, -4.868, -48.68, 0.584, 1.542, 0.003303, -1.865, -1.289, -12.89, 0.4762, 10.2, 10.96, 109.6, 0.5936, -1.496, -1.358
4, 1995, 6, 5, 1995, 6, 7, 1995, 6, 10, 6, -1.667, -1.531, -9.189, 0.09379, 0.1372, 0.0005808, -0.3484, -0.2269, -1.361, 0.1027, 14.5, 14.63, 87.8, 0.09428, -1.264, -1.175
5, 1995, 12, 12, 1995, 12, 24, 1995, 12, 27, 16, -7.681, -6.059, -96.95, 1.255, 0.2562, 0.00336, -3.133, -1.787, -28.6, 1.321, 10.9, 12.45, 199.2, 1.273, -1.689, -1.427
6, 1996, 1, 17, 1996, 1, 18, 1996, 1, 24, 8, -8.917, -7.705, -61.64, 1.303, 2.37, 0.003587, -3.712, -2.501, -20.01, 1.298, 9.7, 10.94, 87.5, 1.313, -1.713, -1.48
7, 1996, 3, 4, 1996, 3, 6, 1996, 3, 9, 6, -6.965, -6.271, -37.63, 0.6482, 0.4579, 0.001734, -1.801, -1.127, -6.761, 0.6004, 10.6, 11.28, 67.7, 0.6336, -1.349, -1.218
8, 1996, 7, 24, 1996, 7, 25, 1996, 7, 28, 5, -4.216, -2.567, -12.84, 1.148, 1.421, 0.002331, -2.919, -1.264, -6.321, 1.156, 11.6, 13.24, 66.2, 1.136, -3.251, -1.976
9, 1996, 8, 12, 1996, 8, 16, 1996, 8, 16, 5, -1.862, -1.54, -7.7, 0.1729, 0.1004, 0.0002836, -0.5439, -0.1975, -0.9877, 0.1821, 13.9, 14.22, 71.1, 0.172, -1.413, -1.148
10, 1997, 8, 27, 1997, 8, 29, 1997, 9, 2, 7, -4.954, -3.316, -23.21, 1.672, 1.345, 0.002311, -3.701, -2.052, -14.36, 1.685, 10.9, 12.54, 87.8, 1.681, -3.952, -2.638
11, 1997, 9, 18, 1997, 9, 19, 1997, 9, 25, 8, -5.191, -2.918, -23.34, 0.9668, 2.48, 0.002239, -3.702, -1.345, -10.76, 1.019, 10.9, 13.19, 105.5, 0.9752, -3.487, -1.879
12, 1998, 2, 16, 1998, 2, 19, 1998, 2, 20, 5, -8.207, -7.487, -37.44, 0.9057, 0.7991, 0.001095, -2.636, -1.976, -9.881, 0.8652, 9.8, 10.58, 52.9, 0.9516, -1.473, -1.358
13, 2000, 1, 15, 2000, 1, 19, 2000, 1, 21, 7, -8.227, -7.223, -50.56, 1.087, 1.015, 0.001279, -3.034, -2.014, -14.1, 1.096, 10.4, 11.4, 79.8, 1.088, -1.584, -1.387
14, 2000, 3, 27, 2000, 3, 29, 2000, 4, 3, 8, -6.63, -5.883, -47.07, 0.6859, 0.8791, 0.001011, -2.259, -1.561, -12.49, 0.6548, 9.9, 10.54, 84.3, 0.6224, -1.517, -1.36
15, 2000, 5, 12, 2000, 5, 25, 2000, 6, 15, 35, -6.8, -4.182, -146.4, 1.595, 0.4185, 0.001992, -5.334, -2.755, -96.44, 1.53, 9.4, 12.01, 420.4, 1.58, -4.637, -2.897
16, 2001, 7, 12, 2001, 7, 12, 2001, 7, 16, 5, -2.13, -1.679, -8.394, 0.2927, 1.193, 0.0002888, -0.9081, -0.4413, -2.206, 0.2996, 13.8, 14.24, 71.2, 0.2871, -1.743, -1.358
17, 2001, 7, 30, 2001, 8, 6, 2001, 8, 13, 15, -4.774, -2.864, -42.97, 0.8505, 0.3388, 0.001071, -3.4, -1.504, -22.56, 0.8486, 11.0, 12.91, 193.6, 0.8481, -3.474, -2.105
18, 2001, 11, 12, 2001, 11, 17, 2001, 11, 22, 11, -7.118, -5.883, -64.71, 1.115, 0.6309, 0.001342, -4.11, -2.844, -31.28, 1.172, 10.6, 11.82, 130.0, 1.192, -2.366, -1.943
19, 2002, 9, 8, 2002, 9, 8, 2002, 9, 14, 7, -4.013, -2.288, -16.01, 0.8505, 3.111, 0.0007656, -2.655, -0.8942, -6.26, 0.873, 11.9, 13.67, 95.7, 0.8795, -2.954, -1.652
20, 2006, 7, 5, 2006, 7, 9, 2006, 7, 10, 6, -2.15, -1.628, -9.771, 0.2889, 0.2358, 0.0001774, -0.9629, -0.4554, -2.732, 0.2794, 13.8, 14.33, 86.0, 0.2981, -1.811, -1.386
21, 2008, 6, 18, 2008, 6, 19, 2008, 7, 4, 17, -5.014, -3.24, -55.09, 1.099, 2.861, 0.0006595, -3.856, -2.102, -35.74, 1.101, 11.1, 12.82, 218.0, 1.075, -4.332, -2.848
22, 2008, 7, 9, 2008, 7, 14, 2008, 7, 16, 8, -3.018, -2.003, -16.02, 0.48, 0.3209, 0.0003068, -1.777, -0.7804, -6.244, 0.4682, 12.9, 13.92, 111.4, 0.4867, -2.433, -1.635
23, 2008, 11, 12, 2008, 11, 13, 2008, 11, 25, 14, -6.828, -4.819, -67.47, 1.215, 2.12, 0.0007481, -3.837, -1.716, -24.02, 1.255, 10.7, 12.93, 181.0, 1.276, -2.283, -1.559
