# Marine coldspell statistics for individual detected events at Mossel_Bay
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1991, 8, 1, 1991, 8, 3, 1991, 8, 7, 7, -1.75, -1.425, -9.974, 0.1933, 0.2482, 0.01549, -0.5341, -0.2218, -1.553, 0.1841, 13.5, 13.84, 96.89, 0.2031, -1.439, -1.183
2, 1991, 8, 17, 1991, 8, 20, 1991, 8, 22, 6, -1.491, -1.322, -7.931, 0.1613, 0.1373, 0.01035, -0.4125, -0.2414, -1.448, 0.16, 14.08, 14.23, 85.41, 0.1749, -1.383, -1.223
3, 1992, 10, 10, 1992, 10, 12, 1992, 10, 26, 17, -2.559, -1.801, -30.61, 0.3198, 0.6278, 0.003255, -1.689, -0.9372, -15.93, 0.314, 14.72, 15.74, 267.6, 0.4916, -2.943, -2.083
4, 1994, 2, 14, 1994, 2, 16, 1994, 2, 19, 6, -7.44, -5.352, -32.11, 1.166, 1.822, 0.003998, -4.267, -2.126, -12.76, 1.227, 13.64, 15.69, 94.15, 1.13, -2.345, -1.668
5, 1994, 3, 5, 1994, 3, 6, 1994, 3, 11, 7, -6.507, -5.343, -37.4, 0.8842, 1.567, 0.00262, -2.451, -1.322, -9.257, 0.8544, 13.49, 14.58, 102.0, 0.8194, -1.604, -1.327
6, 1994, 12, 29, 1994, 12, 31, 1995, 1, 2, 5, -5.611, -3.554, -17.77, 1.369, 1.489, 0.003122, -3.719, -1.66, -8.301, 1.371, 15.68, 17.73, 88.66, 1.366, -2.965, -1.877
7, 1995, 3, 16, 1995, 3, 16, 1995, 3, 21, 6, -5.558, -4.916, -29.49, 0.3718, 2.132, 0.001256, -1.686, -1.109, -6.652, 0.3411, 13.95, 14.42, 86.53, 0.3033, -1.436, -1.291
8, 1995, 3, 30, 1995, 3, 30, 1995, 4, 4, 6, -6.425, -4.715, -28.29, 0.9008, 3.642, 0.00224, -2.945, -1.239, -7.434, 0.9021, 12.06, 13.54, 81.22, 0.7814, -1.847, -1.357
9, 1995, 4, 12, 1995, 4, 13, 1995, 5, 16, 35, -7.197, -4.157, -145.5, 1.428, 2.546, 0.003431, -3.795, -1.416, -49.58, 1.059, 10.12, 12.83, 449.1, 1.295, -2.115, -1.477
10, 1995, 5, 22, 1995, 5, 23, 1995, 5, 27, 6, -2.709, -2.454, -14.72, 0.172, 0.2666, 0.0004033, -0.5455, -0.2917, -1.75, 0.1685, 13.76, 13.96, 83.77, 0.1179, -1.252, -1.135
11, 1995, 6, 5, 1995, 6, 16, 1995, 7, 3, 29, -2.58, -2.252, -65.3, 0.2257, 0.0388, 0.0007699, -0.9043, -0.6509, -18.88, 0.1364, 13.13, 13.42, 389.2, 0.1355, -1.54, -1.418
12, 1995, 7, 18, 1995, 7, 23, 1995, 7, 24, 7, -1.879, -1.642, -11.49, 0.1296, 0.1178, 0.0003497, -0.6183, -0.3809, -2.666, 0.1293, 13.35, 13.6, 95.18, 0.1322, -1.491, -1.302
13, 1995, 12, 13, 1995, 12, 20, 1995, 12, 29, 17, -6.582, -3.835, -65.19, 1.25, 0.6072, 0.0029, -4.655, -1.952, -33.18, 1.224, 14.28, 17.07, 290.2, 1.286, -3.416, -2.029
14, 1996, 1, 22, 1996, 1, 22, 1996, 2, 3, 13, -7.114, -3.997, -51.97, 1.418, 7.552, 0.002925, -4.76, -1.452, -18.87, 1.44, 14.49, 17.6, 228.8, 1.418, -3.023, -1.579
15, 1996, 2, 29, 1996, 3, 7, 1996, 3, 14, 15, -8.139, -5.728, -85.91, 1.011, 0.4412, 0.002554, -4.1, -1.707, -25.61, 0.9822, 11.82, 14.21, 213.2, 0.9443, -2.015, -1.423
16, 1996, 4, 14, 1996, 4, 18, 1996, 4, 22, 9, -5.22, -4.21, -37.89, 0.7598, 0.3938, 0.001221, -2.021, -1.014, -9.13, 0.7198, 11.91, 12.93, 116.4, 0.7326, -1.632, -1.316
17, 1996, 7, 30, 1996, 7, 30, 1996, 8, 3, 5, -1.429, -1.385, -6.923, 0.02418, 0.203, 0.000128, -0.1925, -0.1578, -0.789, 0.02227, 13.8, 13.86, 69.28, 0.02809, -1.156, -1.129
18, 1996, 8, 13, 1996, 8, 19, 1996, 8, 30, 18, -1.755, -1.378, -24.8, 0.2164, 0.096, 0.0003793, -0.6715, -0.3069, -5.524, 0.2035, 13.79, 14.24, 256.3, 0.3197, -1.62, -1.285
19, 1996, 9, 18, 1996, 9, 19, 1996, 9, 23, 6, -1.191, -1.071, -6.426, 0.08522, 0.1626, 0.0001523, -0.2655, -0.148, -0.8878, 0.08437, 15.27, 15.44, 92.64, 0.1003, -1.287, -1.16
20, 1996, 10, 19, 1996, 10, 20, 1996, 10, 25, 7, -1.458, -1.236, -8.654, 0.1507, 0.5435, 0.0002489, -0.6012, -0.3834, -2.684, 0.1535, 16.16, 16.48, 115.4, 0.1533, -1.702, -1.45
21, 1996, 11, 9, 1996, 11, 9, 1996, 11, 13, 5, -2.838, -1.734, -8.668, 0.6568, 2.017, 0.00107, -1.921, -0.8154, -4.077, 0.6577, 15.89, 17.12, 85.61, 0.7348, -3.095, -1.889
