# Marine coldspell statistics for individual detected events at Sodwana
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1994, 6, 27, 1994, 6, 29, 1994, 7, 4, 8, -1.389, -1.06, -8.481, 0.2488, 0.2764, 0.007309, -0.7043, -0.3679, -2.943, 0.2512, 21.58, 21.86, 174.9, 0.2466, -2.028, -1.533
2, 1994, 7, 14, 1994, 7, 21, 1994, 7, 26, 13, -1.118, -0.9297, -12.09, 0.1386, 0.05328, 0.006794, -0.4077, -0.2164, -2.813, 0.132, 21.23, 21.45, 278.8, 0.132, -1.574, -1.302
3, 1994, 8, 17, 1994, 8, 20, 1994, 8, 21, 5, -1.058, -0.8294, -4.147, 0.1208, 0.1106, 0.002929, -0.3996, -0.169, -0.8452, 0.1216, 21.12, 21.35, 106.8, 0.1229, -1.607, -1.256
4, 1995, 1, 13, 1995, 1, 14, 1995, 1, 17, 5, -2.426, -1.933, -9.666, 0.3943, 0.8384, 0.004409, -1.132, -0.6484, -3.242, 0.3891, 23.95, 24.47, 122.3, 0.4092, -1.875, -1.503
5, 1995, 7, 26, 1995, 7, 27, 1995, 7, 30, 5, -1.316, -0.919, -4.595, 0.2117, 0.4565, 0.001649, -0.6333, -0.2394, -1.197, 0.2094, 20.95, 21.34, 106.7, 0.2092, -1.927, -1.351
6, 1996, 9, 17, 1996, 9, 18, 1996, 9, 22, 6, -2.837, -1.41, -8.459, 0.7221, 1.545, 0.002194, -1.988, -0.5492, -3.295, 0.7274, 19.41, 20.86, 125.2, 0.7322, -3.341, -1.643
7, 1997, 2, 19, 1997, 2, 22, 1997, 2, 23, 5, -2.605, -1.678, -8.39, 0.5082, 0.526, 0.001474, -1.575, -0.6426, -3.213, 0.5127, 24.48, 25.39, 127.0, 0.4993, -2.53, -1.623
8, 1997, 5, 19, 1997, 5, 20, 1997, 5, 28, 10, -2.171, -1.204, -12.04, 0.3553, 0.7933, 0.001153, -1.398, -0.4311, -4.311, 0.3554, 22.42, 23.21, 232.1, 0.2978, -2.81, -1.558
9, 1999, 1, 31, 1999, 2, 1, 1999, 2, 5, 6, -4.269, -2.858, -17.15, 1.224, 1.831, 0.001732, -3.2, -1.789, -10.73, 1.224, 22.5, 23.93, 143.6, 1.234, -3.993, -2.675
10, 2000, 11, 9, 2000, 11, 13, 2000, 11, 14, 6, -2.914, -1.696, -10.17, 0.6702, 0.4713, 0.0008383, -1.82, -0.6246, -3.748, 0.6594, 21.06, 22.21, 133.3, 0.6434, -2.664, -1.577
11, 2000, 12, 29, 2001, 1, 1, 2001, 1, 8, 11, -2.589, -1.684, -18.52, 0.3645, 0.459, 0.0004931, -1.286, -0.3738, -4.112, 0.3618, 23.28, 24.27, 267.0, 0.3843, -1.987, -1.285
