# Marine coldspell statistics for individual detected events at Pollock_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1999, 10, 21, 1999, 10, 22, 1999, 10, 26, 6, -4.129, -3.074, -18.44, 0.7316, 1.761, 0.01215, -2.349, -1.28, -7.678, 0.7307, 13.6, 14.7, 88.2, 0.7371, -2.32, -1.713
2, 2000, 5, 2, 2000, 5, 5, 2000, 5, 7, 6, -2.5, -2.056, -12.34, 0.2645, 0.1829, 0.002691, -0.8997, -0.4463, -2.678, 0.2622, 15.0, 15.47, 92.8, 0.256, -1.562, -1.277
3, 2000, 5, 23, 2000, 5, 30, 2000, 5, 30, 8, -2.561, -1.917, -15.34, 0.3074, 0.1314, 0.003615, -1.174, -0.5184, -4.147, 0.3109, 14.0, 14.74, 117.9, 0.3462, -1.846, -1.371
4, 2000, 7, 16, 2000, 7, 21, 2000, 7, 21, 6, -2.889, -2.081, -12.49, 0.4754, 0.2656, 0.003014, -1.831, -0.9992, -5.995, 0.483, 13.0, 13.8, 82.8, 0.4726, -2.732, -1.927
5, 2000, 10, 30, 2000, 10, 30, 2000, 11, 4, 6, -3.003, -2.379, -14.27, 0.3147, 1.241, 0.002498, -1.168, -0.5626, -3.375, 0.3058, 15.0, 15.73, 94.4, 0.3727, -1.636, -1.309
6, 2001, 4, 22, 2001, 4, 22, 2001, 4, 27, 6, -3.326, -2.693, -16.16, 0.5813, 1.943, 0.002838, -1.564, -0.9538, -5.723, 0.5716, 14.8, 15.3, 91.8, 0.5477, -1.888, -1.547
7, 2002, 6, 1, 2002, 6, 2, 2002, 6, 5, 5, -2.102, -1.648, -8.239, 0.2637, 0.8487, 0.0008035, -0.7361, -0.2865, -1.432, 0.2606, 14.4, 14.84, 74.2, 0.2577, -1.539, -1.21
8, 2004, 5, 21, 2004, 5, 28, 2004, 6, 8, 19, -5.808, -2.577, -48.95, 1.26, 0.5684, 0.002236, -4.417, -1.197, -22.75, 1.247, 10.8, 14.01, 266.2, 1.203, -4.174, -1.861
9, 2007, 4, 11, 2007, 4, 13, 2007, 4, 16, 6, -4.199, -3.074, -18.44, 0.9513, 1.376, 0.0008574, -2.525, -1.39, -8.341, 0.9785, 14.5, 15.59, 93.55, 0.8566, -2.509, -1.835
10, 2008, 6, 29, 2008, 7, 10, 2008, 7, 10, 12, -2.519, -1.817, -21.8, 0.3176, 0.07226, 0.0006617, -1.38, -0.6799, -8.158, 0.3181, 13.4, 14.22, 170.7, 0.3112, -2.211, -1.598
11, 2008, 8, 24, 2008, 8, 27, 2008, 8, 28, 5, -1.588, -1.447, -7.237, 0.1318, 0.2916, 0.0001233, -0.41, -0.2706, -1.353, 0.1342, 14.7, 14.82, 74.1, 0.147, -1.348, -1.23
12, 2009, 3, 18, 2009, 3, 18, 2009, 3, 22, 5, -4.219, -3.213, -16.07, 0.8793, 3.47, 0.001117, -2.472, -1.544, -7.72, 0.8305, 15.5, 16.45, 82.25, 0.8438, -2.414, -1.911
13, 2009, 12, 22, 2009, 12, 22, 2009, 12, 27, 6, -3.9, -3.076, -18.46, 0.5297, 2.625, 0.0004842, -1.929, -1.081, -6.488, 0.5325, 16.3, 17.17, 103.0, 0.5344, -1.979, -1.543
14, 2010, 8, 20, 2010, 8, 22, 2010, 8, 24, 5, -1.592, -1.353, -6.764, 0.1903, 0.216, 0.0001591, -0.429, -0.1914, -0.9571, 0.1917, 14.6, 14.84, 74.2, 0.196, -1.369, -1.165
15, 2010, 10, 12, 2010, 10, 14, 2010, 10, 16, 5, -2.341, -1.984, -9.92, 0.2355, 0.4155, 0.0002271, -0.711, -0.3586, -1.793, 0.2177, 15.2, 15.56, 77.8, 0.2245, -1.436, -1.219
16, 2011, 1, 20, 2011, 1, 27, 2011, 2, 1, 13, -6.132, -3.793, -49.31, 1.086, 0.4625, 0.001075, -3.601, -1.287, -16.73, 1.072, 14.0, 16.35, 212.5, 1.085, -2.422, -1.512
17, 2011, 2, 6, 2011, 2, 7, 2011, 2, 10, 5, -4.779, -4.057, -20.29, 0.5258, 1.042, 0.0003815, -2.138, -1.423, -7.116, 0.5213, 15.4, 16.14, 80.7, 0.5389, -1.81, -1.54
18, 2011, 2, 24, 2011, 2, 25, 2011, 3, 1, 6, -5.352, -4.432, -26.59, 0.7364, 1.653, 0.0006767, -2.847, -1.974, -11.84, 0.712, 14.9, 15.8, 94.8, 0.7257, -2.137, -1.801
19, 2011, 3, 18, 2011, 3, 18, 2011, 3, 22, 5, -2.719, -2.463, -12.32, 0.4279, 3.97, 0.0006056, -0.9716, -0.7939, -3.97, 0.3907, 17.0, 17.2, 86.0, 0.4, -1.556, -1.471
