# Marine coldspell statistics for individual detected events at Port_Nolloth
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1973, 12, 17, 1973, 12, 19, 1973, 12, 21, 5, -2.236, -1.834, -9.172, 0.2008, 0.2567, 0.008311, -0.5, -0.1001, -0.5003, 0.2, 10.5, 10.9, 54.5, 0.2, -1.288, -1.058
2, 1974, 1, 7, 1974, 1, 11, 1974, 1, 18, 12, -2.322, -2.005, -24.07, 0.2273, 0.2196, 0.00858, -0.5097, -0.1972, -2.366, 0.2311, 10.5, 10.81, 129.8, 0.2311, -1.281, -1.109
3, 1975, 1, 2, 1975, 1, 5, 1975, 1, 8, 7, -2.336, -2.259, -15.82, 0.1788, 0.3627, 0.001901, -0.5097, -0.4349, -3.044, 0.1774, 10.5, 10.57, 74.0, 0.175, -1.279, -1.238
4, 1975, 1, 13, 1975, 1, 21, 1975, 1, 24, 12, -2.325, -2.091, -25.09, 0.2341, 0.0745, 0.001339, -0.5223, -0.2892, -3.47, 0.2322, 10.5, 10.73, 128.8, 0.2384, -1.29, -1.16
5, 1975, 3, 8, 1975, 3, 8, 1975, 3, 12, 5, -2.081, -2.036, -10.18, 0.03114, 0.4783, 0.0005799, -0.4631, -0.4441, -2.22, 0.01289, 11.0, 11.0, 55.0, 0.0, -1.286, -1.279
6, 1975, 5, 1, 1975, 5, 1, 1975, 5, 5, 5, -1.571, -1.56, -7.802, 0.007746, 0.4952, 0.0004225, -0.2103, -0.1852, -0.9258, 0.01972, 11.0, 11.0, 55.0, 0.0, -1.155, -1.135
7, 1975, 8, 8, 1975, 8, 9, 1975, 8, 12, 5, -1.668, -1.315, -6.574, 0.2016, 0.4963, 0.001016, -0.5671, -0.2117, -1.058, 0.2026, 10.0, 10.35, 51.75, 0.2, -1.515, -1.192
8, 1975, 8, 27, 1975, 8, 27, 1975, 9, 3, 8, -1.607, -1.602, -12.82, 0.003297, 0.4983, 0.000336, -0.48, -0.48, -3.84, 1.538e-15, 10.0, 10.0, 80.0, 0.0, -1.426, -1.428
9, 1975, 10, 8, 1975, 10, 17, 1975, 10, 18, 11, -1.819, -1.539, -16.93, 0.2445, 0.08757, 0.0007603, -0.6655, -0.3951, -4.346, 0.2444, 10.0, 10.25, 112.8, 0.2384, -1.577, -1.345
10, 1975, 11, 4, 1975, 11, 15, 1975, 11, 15, 12, -2.197, -1.888, -22.66, 0.2811, 0.07956, 0.001187, -0.8271, -0.5813, -6.975, 0.2442, 10.0, 10.23, 122.8, 0.2384, -1.604, -1.44
11, 1975, 11, 21, 1975, 12, 12, 1975, 12, 13, 23, -2.646, -2.167, -49.83, 0.3625, 0.0502, 0.001286, -0.9742, -0.629, -14.47, 0.3749, 10.0, 10.33, 237.5, 0.379, -1.583, -1.414
12, 1978, 6, 19, 1978, 6, 20, 1978, 6, 24, 6, -2.6, -2.031, -12.19, 0.3319, 0.9545, 0.000949, -1.389, -0.8215, -4.929, 0.3321, 9.5, 10.05, 60.3, 0.3253, -2.147, -1.679
13, 1981, 4, 8, 1981, 4, 10, 1981, 4, 18, 11, -1.994, -1.674, -18.42, 0.1697, 0.2584, 0.0002938, -0.6839, -0.3655, -4.021, 0.1703, 10.8, 11.1, 122.1, 0.1679, -1.522, -1.279
14, 1981, 12, 24, 1981, 12, 28, 1981, 12, 28, 5, -1.776, -1.763, -8.815, 0.008541, 0.1168, 0.0001611, -0.0003226, -0.0003226, -0.001613, 1.421e-15, 11.0, 11.0, 55.0, 0.0, -1.0, -1.0
15, 1982, 1, 7, 1982, 1, 7, 1982, 1, 11, 5, -1.832, -1.826, -9.129, 0.003683, 0.9967, 0.0001654, -0.009677, -0.009677, -0.04839, 7.105e-16, 11.0, 11.0, 55.0, 0.0, -1.005, -1.005
16, 1982, 4, 19, 1982, 4, 19, 1982, 4, 24, 6, -1.706, -1.667, -10.0, 0.02603, 0.4834, 0.0001822, -0.3899, -0.3483, -2.09, 0.02793, 11.0, 11.0, 66.0, 0.0, -1.296, -1.264
17, 1982, 5, 4, 1982, 5, 4, 1982, 5, 10, 7, -1.555, -1.534, -10.74, 0.01474, 0.9943, 0.0001707, -0.1716, -0.1229, -0.8606, 0.03268, 11.0, 11.0, 77.0, 0.0, -1.124, -1.087
18, 1982, 8, 15, 1982, 8, 16, 1982, 8, 27, 13, -1.641, -1.586, -20.62, 0.1277, 0.4956, 0.0001609, -0.5058, -0.4478, -5.821, 0.1239, 10.0, 10.04, 130.5, 0.1332, -1.446, -1.393
19, 1983, 2, 25, 1983, 2, 25, 1983, 3, 2, 6, -2.258, -2.234, -13.4, 0.02117, 0.9978, 0.0001618, -0.5165, -0.5156, -3.094, 0.008391, 11.0, 11.0, 66.0, 0.0, -1.297, -1.3
20, 1983, 4, 3, 1983, 4, 3, 1983, 4, 7, 5, -1.814, -1.806, -9.028, 0.005614, 0.9945, 0.0001455, -0.4389, -0.4506, -2.253, 0.008443, 11.0, 11.0, 55.0, 0.0, -1.319, -1.333
21, 1983, 5, 7, 1983, 5, 11, 1983, 5, 11, 5, -2.503, -1.719, -8.597, 0.3918, 0.4364, 0.0002809, -1.057, -0.2902, -1.451, 0.3837, 10.0, 10.8, 54.0, 0.4, -1.731, -1.202
22, 1983, 6, 11, 1983, 6, 11, 1983, 6, 15, 5, -2.206, -2.182, -10.91, 0.01693, 2.206, 0.0001531, -0.9494, -0.9365, -4.682, 0.009124, 10.0, 10.0, 50.0, 0.0, -1.755, -1.752
23, 1985, 1, 25, 1985, 1, 29, 1985, 1, 29, 5, -1.901, -1.877, -9.384, 0.01718, 0.1229, 0.0004742, -0.1081, -0.07929, -0.3965, 0.01889, 11.0, 11.0, 55.0, 0.0, -1.06, -1.044
24, 1985, 3, 21, 1985, 3, 21, 1985, 3, 28, 8, -1.908, -1.888, -15.1, 0.01445, 0.995, 0.0001291, -0.4285, -0.4285, -3.428, 0.000991, 11.0, 11.0, 88.0, 0.0, -1.29, -1.294
25, 1985, 4, 11, 1985, 4, 11, 1985, 4, 15, 5, -1.791, -1.779, -8.895, 0.009714, 0.9969, 0.0001244, -0.4871, -0.4777, -2.388, 0.01139, 11.0, 11.0, 55.0, 0.0, -1.374, -1.367
26, 1988, 1, 4, 1988, 1, 5, 1988, 1, 9, 6, -2.636, -2.315, -13.89, 0.3602, 0.6033, 0.0002012, -0.8097, -0.4922, -2.953, 0.3571, 10.2, 10.52, 63.1, 0.3578, -1.443, -1.27
27, 1988, 5, 17, 1988, 5, 17, 1988, 5, 22, 6, -2.452, -1.935, -11.61, 0.4175, 2.492, 0.0002374, -1.006, -0.5058, -3.035, 0.4082, 10.0, 10.5, 63.0, 0.4082, -1.696, -1.352
28, 1988, 7, 8, 1988, 7, 9, 1988, 7, 17, 10, -1.861, -1.621, -16.21, 0.2494, 0.4863, 0.0001529, -0.7117, -0.4962, -4.962, 0.2427, 10.0, 10.2, 102.0, 0.2449, -1.619, -1.44
29, 1988, 9, 21, 1988, 9, 25, 1988, 9, 26, 6, -1.629, -1.455, -8.732, 0.2356, 0.2821, 0.0001341, -0.5152, -0.3437, -2.062, 0.2358, 10.0, 10.17, 61.0, 0.2357, -1.462, -1.309
30, 1989, 9, 21, 1989, 9, 27, 1989, 9, 29, 9, -1.639, -1.352, -12.17, 0.2451, 0.1199, 0.0001243, -0.5184, -0.2359, -2.124, 0.2469, 10.0, 10.28, 92.5, 0.2485, -1.463, -1.212
31, 1989, 10, 6, 1989, 10, 10, 1989, 10, 11, 6, -1.766, -1.499, -8.992, 0.2571, 0.234, 0.0001242, -0.6281, -0.3582, -2.149, 0.2578, 10.0, 10.25, 61.5, 0.25, -1.552, -1.314
32, 1990, 8, 2, 1990, 8, 6, 1990, 8, 9, 8, -2.28, -1.695, -13.56, 0.3418, 0.2958, 0.000163, -1.187, -0.5984, -4.787, 0.3434, 9.4, 9.988, 79.9, 0.3407, -2.085, -1.546
33, 1990, 10, 8, 1990, 10, 8, 1990, 10, 12, 5, -1.744, -1.545, -7.727, 0.1282, 0.8123, 7.229e-05, -0.6023, -0.4061, -2.031, 0.1279, 10.0, 10.22, 51.1, 0.1327, -1.528, -1.356
34, 1991, 8, 19, 1991, 8, 20, 1991, 8, 23, 5, -2.228, -2.004, -10.02, 0.1466, 0.6304, 0.0001003, -1.08, -0.86, -4.3, 0.147, 9.4, 9.62, 48.1, 0.147, -1.941, -1.751
35, 1991, 11, 10, 1991, 11, 13, 1991, 11, 14, 5, -1.964, -1.79, -8.95, 0.1579, 0.2564, 0.000101, -0.6142, -0.4535, -2.268, 0.1499, 10.2, 10.36, 51.8, 0.1497, -1.455, -1.339
36, 1991, 11, 21, 1991, 11, 26, 1991, 11, 26, 6, -2.421, -1.893, -11.36, 0.2911, 0.428, 9.598e-05, -0.9574, -0.4525, -2.715, 0.2874, 10.0, 10.48, 62.9, 0.2853, -1.654, -1.314
37, 1991, 12, 2, 1991, 12, 3, 1991, 12, 6, 5, -2.496, -2.108, -10.54, 0.2789, 0.6766, 0.0002242, -0.9581, -0.5581, -2.79, 0.2757, 10.0, 10.4, 52.0, 0.2757, -1.623, -1.36
38, 1992, 1, 15, 1992, 1, 15, 1992, 1, 19, 5, -2.21, -2.052, -10.26, 0.1021, 2.698, 6.505e-05, -0.4097, -0.2497, -1.248, 0.102, 10.6, 10.76, 53.8, 0.102, -1.228, -1.139
39, 1992, 1, 25, 1992, 1, 29, 1992, 1, 29, 5, -2.801, -2.337, -11.68, 0.3774, 0.3117, 8.782e-05, -1.008, -0.5393, -2.696, 0.3791, 10.1, 10.54, 52.7, 0.3611, -1.562, -1.3
40, 1992, 2, 13, 1992, 2, 13, 1992, 2, 17, 5, -2.97, -2.319, -11.59, 0.3284, 1.514, 0.000168, -1.17, -0.5223, -2.611, 0.3264, 10.2, 10.88, 54.4, 0.3429, -1.65, -1.291
41, 1992, 3, 8, 1992, 3, 12, 1992, 3, 14, 7, -2.493, -2.059, -14.42, 0.2522, 0.4448, 0.0001818, -0.9273, -0.4812, -3.368, 0.263, 10.5, 10.96, 76.7, 0.2718, -1.592, -1.306
42, 1992, 5, 3, 1992, 5, 11, 1992, 5, 11, 9, -2.303, -1.867, -16.8, 0.2998, 0.1693, 0.000161, -0.8568, -0.4561, -4.105, 0.29, 10.2, 10.67, 96.0, 0.3091, -1.593, -1.322
43, 1992, 5, 25, 1992, 5, 29, 1992, 6, 1, 8, -2.465, -2.056, -16.45, 0.3378, 0.2138, 0.0002088, -1.106, -0.6927, -5.542, 0.3228, 9.9, 10.31, 82.5, 0.3219, -1.813, -1.506
44, 1992, 6, 28, 1992, 7, 1, 1992, 7, 2, 5, -2.271, -1.783, -8.913, 0.3419, 0.3313, 0.0001691, -1.076, -0.5877, -2.939, 0.3424, 9.7, 10.2, 51.0, 0.3521, -1.9, -1.492
45, 1992, 7, 25, 1992, 7, 29, 1992, 8, 2, 9, -2.314, -1.704, -15.33, 0.3002, 0.2287, 0.0002331, -1.22, -0.6102, -5.492, 0.3008, 9.4, 10.01, 90.1, 0.2961, -2.115, -1.558
46, 1992, 8, 8, 1992, 8, 10, 1992, 8, 15, 8, -1.964, -1.522, -12.17, 0.2973, 0.3763, 0.0001611, -0.8606, -0.4122, -3.298, 0.3034, 9.7, 10.14, 81.1, 0.2913, -1.78, -1.373
47, 1992, 9, 26, 1992, 9, 29, 1992, 10, 2, 7, -1.851, -1.395, -9.766, 0.2164, 0.2484, 8.153e-05, -0.7232, -0.2675, -1.872, 0.2143, 9.8, 10.26, 71.8, 0.2129, -1.641, -1.237
