# Marine heatwave statistics for individual detected events at Eastern_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1984, 11, 24, 1984, 11, 28, 1984, 11, 30, 7, 3.581, 2.911, 20.37, 0.4042, 0.2892, 0.003318, 1.548, 0.8986, 6.29, 0.3834, 22.0, 21.29, 149.0, 0.4518, 1.762, 1.445
2, 1984, 12, 27, 1984, 12, 29, 1985, 1, 2, 7, 4.932, 3.923, 27.46, 0.9183, 1.187, 0.006917, 2.232, 1.201, 8.41, 0.9114, 24.0, 23.0, 161.0, 0.9258, 1.827, 1.441
3, 1985, 3, 19, 1985, 3, 21, 1985, 3, 25, 7, 5.681, 4.102, 28.71, 0.9056, 1.199, 0.006761, 3.042, 1.45, 10.15, 0.9068, 24.0, 22.43, 157.0, 0.9035, 2.153, 1.547
4, 1985, 5, 23, 1985, 5, 26, 1985, 5, 27, 5, 3.14, 2.327, 11.63, 0.4072, 0.4415, 0.00585, 1.085, 0.2694, 1.347, 0.4086, 21.0, 20.2, 101.0, 0.4, 1.528, 1.131
5, 1985, 6, 16, 1985, 6, 18, 1985, 6, 20, 5, 4.553, 2.951, 14.76, 0.8018, 1.029, 0.004554, 2.515, 0.9177, 4.589, 0.8031, 22.0, 20.4, 102.0, 0.8, 2.234, 1.452
6, 1985, 12, 27, 1986, 1, 12, 1986, 1, 14, 19, 4.033, 3.325, 63.18, 0.6663, 0.1861, 0.001986, 1.203, 0.532, 10.11, 0.672, 23.0, 22.37, 425.0, 0.6657, 1.425, 1.191
7, 1988, 3, 27, 1988, 3, 31, 1988, 4, 3, 8, 5.646, 4.404, 35.23, 1.086, 0.6656, 0.001905, 3.0, 1.75, 14.0, 1.09, 24.0, 22.75, 182.0, 1.09, 2.134, 1.66
8, 1988, 4, 23, 1988, 4, 24, 1988, 4, 29, 7, 4.939, 3.683, 25.78, 0.679, 1.681, 0.001531, 2.332, 1.111, 7.777, 0.6553, 23.0, 21.71, 152.0, 0.6999, 1.895, 1.43
9, 1989, 10, 4, 1989, 10, 9, 1989, 10, 11, 8, 2.671, 1.799, 14.39, 0.3299, 0.2712, 0.0007183, 1.087, 0.2391, 1.913, 0.323, 20.0, 19.12, 153.0, 0.3307, 1.686, 1.153
10, 1990, 2, 25, 1990, 2, 25, 1990, 3, 1, 5, 5.637, 4.439, 22.2, 0.7485, 5.01, 0.001558, 2.939, 1.737, 8.687, 0.7497, 24.0, 22.8, 114.0, 0.7483, 2.089, 1.643
11, 1991, 8, 28, 1991, 8, 30, 1991, 9, 1, 5, 2.797, 2.198, 10.99, 0.4867, 0.5917, 0.0005413, 1.939, 1.333, 6.665, 0.4934, 20.0, 19.4, 97.0, 0.4899, 3.259, 2.545
12, 1991, 12, 1, 1991, 12, 2, 1991, 12, 5, 5, 4.433, 3.404, 17.02, 0.8938, 2.633, 0.000898, 2.29, 1.265, 6.323, 0.8889, 23.0, 22.0, 110.0, 0.8944, 2.069, 1.59
13, 1992, 5, 29, 1992, 5, 31, 1992, 6, 3, 6, 3.198, 2.37, 14.22, 0.3707, 0.6106, 0.0004763, 1.102, 0.2683, 1.61, 0.3727, 21.0, 20.17, 121.0, 0.3727, 1.525, 1.128
14, 1994, 11, 15, 1994, 11, 18, 1994, 11, 20, 6, 3.016, 2.196, 13.17, 0.3711, 0.3976, 0.0002759, 1.097, 0.2796, 1.677, 0.3695, 21.0, 20.17, 121.0, 0.3727, 1.572, 1.146
15, 1995, 5, 22, 1995, 5, 25, 1995, 5, 27, 6, 3.127, 2.62, 15.72, 0.4853, 0.5833, 0.0004726, 1.069, 0.5613, 3.368, 0.4816, 21.0, 20.5, 123.0, 0.5, 1.52, 1.272
16, 1995, 10, 3, 1995, 10, 5, 1995, 10, 13, 11, 5.68, 2.67, 29.37, 1.541, 1.401, 0.0008228, 4.155, 1.105, 12.15, 1.563, 23.0, 20.0, 220.0, 1.537, 3.725, 1.721
17, 1996, 12, 20, 1996, 12, 21, 1996, 12, 24, 5, 4.999, 4.395, 21.97, 0.4878, 2.329, 0.0003199, 2.49, 1.858, 9.29, 0.4787, 24.0, 23.4, 117.0, 0.4899, 1.993, 1.732
18, 1997, 4, 14, 1997, 4, 16, 1997, 4, 22, 9, 4.377, 3.552, 31.97, 0.5218, 0.8049, 0.0008665, 1.574, 0.8054, 7.248, 0.4806, 22.5, 21.67, 195.0, 0.527, 1.562, 1.291
