# Marine heatwave statistics for individual detected events at Sea_Point
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1975, 1, 1, 1975, 1, 17, 1975, 1, 17, 17, 2.588, 2.465, 41.91, 0.09299, 0.04778, 0.00136, 0.2732, 0.1264, 2.149, 0.1108, 16.0, 16.0, 272.0, 0.0, 1.118, 1.054
2, 1975, 2, 4, 1975, 2, 17, 1975, 2, 25, 22, 4.561, 2.871, 63.17, 0.6014, 0.2152, 0.007238, 2.0, 0.391, 8.602, 0.5711, 18.0, 16.27, 358.0, 0.6166, 1.781, 1.155
3, 1975, 3, 8, 1975, 3, 11, 1975, 3, 13, 6, 3.908, 3.061, 18.36, 0.698, 0.4549, 0.004471, 2.128, 1.26, 7.563, 0.717, 17.0, 16.17, 97.0, 0.6872, 2.196, 1.705
4, 1975, 5, 17, 1975, 5, 19, 1975, 5, 25, 9, 3.11, 2.747, 24.72, 0.4635, 0.5876, 0.004125, 1.259, 0.8794, 7.914, 0.46, 16.0, 15.67, 141.0, 0.4714, 1.68, 1.47
5, 1975, 6, 1, 1975, 6, 7, 1975, 6, 18, 18, 2.957, 2.149, 38.69, 0.36, 0.3082, 0.002668, 1.03, 0.206, 3.707, 0.3682, 16.0, 15.17, 273.0, 0.3727, 1.534, 1.107
6, 1975, 6, 25, 1975, 7, 3, 1975, 7, 3, 9, 2.217, 2.171, 19.54, 0.03232, 0.07125, 0.0009174, 0.3242, 0.2362, 2.125, 0.05518, 15.0, 15.0, 135.0, 0.0, 1.171, 1.122
7, 1975, 7, 25, 1975, 7, 25, 1975, 7, 31, 7, 2.337, 2.318, 16.23, 0.01517, 0.9995, 0.0009534, 0.6268, 0.6116, 4.281, 0.0124, 15.0, 15.0, 105.0, 0.0, 1.366, 1.358
8, 1975, 8, 5, 1975, 8, 5, 1975, 8, 13, 9, 2.235, 2.186, 19.68, 0.03274, 0.9878, 0.00103, 0.5877, 0.596, 5.364, 0.004331, 15.0, 15.0, 135.0, 0.0, 1.357, 1.375
9, 1975, 9, 5, 1975, 9, 5, 1975, 9, 18, 14, 1.754, 1.624, 22.73, 0.262, 0.9841, 0.000152, 0.2516, 0.05576, 0.7806, 0.2715, 15.0, 14.93, 209.0, 0.2575, 1.167, 1.037
10, 1975, 11, 14, 1975, 11, 14, 1975, 11, 24, 11, 3.036, 2.996, 32.95, 0.02826, 0.9941, 0.002304, 1.0, 0.9779, 10.76, 0.02664, 16.0, 16.0, 176.0, 0.0, 1.491, 1.485
11, 1975, 12, 16, 1975, 12, 19, 1975, 12, 20, 5, 3.311, 2.728, 13.64, 0.4705, 0.5547, 0.001425, 1.134, 0.5675, 2.837, 0.453, 17.0, 16.4, 82.0, 0.4899, 1.521, 1.261
12, 1975, 12, 30, 1976, 1, 19, 1976, 2, 5, 38, 3.6, 2.616, 99.41, 0.6775, 0.08906, 0.001942, 1.273, 0.272, 10.34, 0.669, 17.0, 16.08, 611.0, 0.7027, 1.547, 1.115
13, 1976, 2, 13, 1976, 2, 13, 1976, 2, 19, 7, 2.585, 2.568, 17.98, 0.008857, 2.99, 0.0006703, 0.02903, 0.01041, 0.0729, 0.01387, 16.0, 16.0, 112.0, 0.0, 1.011, 1.004
14, 1976, 3, 9, 1976, 3, 13, 1976, 3, 13, 5, 2.958, 2.107, 10.54, 0.4262, 0.2479, 0.001238, 1.236, 0.3241, 1.621, 0.4596, 16.0, 15.2, 76.0, 0.4, 1.718, 1.187
15, 1976, 7, 1, 1976, 7, 8, 1976, 7, 8, 8, 2.249, 2.227, 17.81, 0.01699, 0.2077, 0.0005451, 0.4071, 0.348, 2.784, 0.04166, 15.0, 15.0, 120.0, 0.0, 1.221, 1.186
16, 1976, 9, 8, 1976, 9, 8, 1976, 9, 12, 5, 1.717, 1.7, 8.501, 0.01124, 0.9891, 0.00105, 0.1935, 0.1548, 0.7742, 0.02737, 15.0, 15.0, 75.0, 0.0, 1.127, 1.1
17, 1976, 11, 27, 1976, 12, 8, 1976, 12, 17, 21, 4.56, 3.32, 69.72, 0.8057, 0.2305, 0.001611, 2.488, 1.235, 25.93, 0.7952, 18.0, 16.71, 351.0, 0.8806, 2.201, 1.59
18, 1977, 1, 12, 1977, 1, 20, 1977, 1, 20, 9, 5.606, 4.132, 37.19, 1.082, 0.3623, 0.001804, 3.273, 1.819, 16.37, 1.071, 19.0, 17.56, 158.0, 1.066, 2.403, 1.784
19, 1977, 1, 27, 1977, 2, 5, 1977, 2, 11, 16, 4.655, 3.764, 60.22, 0.6053, 0.319, 0.002706, 2.268, 1.361, 21.77, 0.6108, 18.0, 17.12, 274.0, 0.5995, 1.951, 1.567
