# Marine heatwave statistics for individual detected events at Storms_River_Mouth
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1993, 5, 22, 1993, 5, 22, 1993, 5, 28, 7, 3.281, 2.327, 16.29, 0.4958, 2.005, 0.02551, 1.582, 0.6743, 4.72, 0.476, 19.5, 18.53, 129.7, 0.5035, 1.931, 1.405
2, 1993, 6, 4, 1993, 6, 8, 1993, 6, 8, 5, 2.336, 1.93, 9.651, 0.262, 0.1472, 0.006946, 0.8823, 0.4461, 2.231, 0.268, 18.5, 18.1, 90.5, 0.2608, 1.607, 1.302
3, 1997, 2, 7, 1997, 2, 11, 1997, 2, 13, 7, 4.919, 4.313, 30.19, 0.4188, 0.2909, 0.0007185, 1.18, 0.5944, 4.161, 0.4002, 23.3, 22.71, 159.0, 0.4015, 1.316, 1.159
4, 1997, 11, 14, 1997, 11, 15, 1997, 11, 18, 5, 2.673, 2.369, 11.85, 0.203, 0.5175, 0.0005027, 0.6503, 0.3257, 1.628, 0.2216, 20.3, 20.04, 100.2, 0.1744, 1.321, 1.16
5, 1998, 2, 5, 1998, 2, 7, 1998, 2, 9, 5, 4.423, 3.982, 19.91, 0.2277, 0.3054, 0.001827, 0.7858, 0.3441, 1.721, 0.2335, 22.9, 22.46, 112.3, 0.2332, 1.216, 1.095
6, 1998, 4, 25, 1998, 4, 26, 1998, 5, 9, 15, 3.106, 2.45, 36.75, 0.2957, 0.3086, 0.0007256, 0.7342, 0.3613, 5.42, 0.2341, 19.1, 18.58, 278.7, 0.2509, 1.31, 1.174
7, 1998, 7, 5, 1998, 7, 17, 1998, 8, 2, 29, 3.197, 2.053, 59.54, 0.5506, 0.1669, 0.0009665, 2.116, 0.9436, 27.36, 0.5596, 19.1, 17.93, 519.9, 0.5699, 2.957, 1.855
8, 1999, 5, 29, 1999, 6, 5, 1999, 6, 7, 10, 2.628, 2.023, 20.23, 0.3207, 0.1552, 0.0005299, 1.126, 0.489, 4.89, 0.3324, 18.8, 18.2, 182.0, 0.3194, 1.75, 1.321
9, 2000, 9, 10, 2000, 9, 27, 2000, 10, 7, 28, 2.668, 2.211, 61.91, 0.2381, 0.05439, 0.0003397, 0.9942, 0.5872, 16.44, 0.2316, 18.8, 18.31, 512.7, 0.235, 1.594, 1.361
10, 2001, 6, 15, 2001, 6, 18, 2001, 6, 23, 9, 2.28, 1.753, 15.78, 0.3012, 0.1906, 0.0003227, 0.9516, 0.439, 3.951, 0.2708, 18.4, 17.87, 160.8, 0.3127, 1.716, 1.33
11, 2002, 1, 20, 2002, 1, 21, 2002, 1, 24, 5, 3.653, 3.464, 17.32, 0.1556, 0.2898, 0.0001658, 0.4177, 0.2063, 1.031, 0.1502, 22.3, 22.12, 110.6, 0.16, 1.129, 1.063
12, 2002, 8, 9, 2002, 8, 10, 2002, 8, 16, 8, 2.036, 1.688, 13.51, 0.2174, 0.4365, 0.0002773, 0.8919, 0.5315, 4.252, 0.2285, 17.8, 17.45, 139.6, 0.2179, 1.78, 1.461
13, 2003, 2, 2, 2003, 2, 7, 2003, 2, 8, 7, 5.923, 4.796, 33.57, 0.8512, 0.4543, 0.0004349, 2.286, 1.2, 8.398, 0.8185, 24.4, 23.32, 163.2, 0.8132, 1.628, 1.332
14, 2003, 3, 15, 2003, 3, 18, 2003, 3, 19, 5, 4.987, 4.514, 22.57, 0.3719, 0.2379, 0.0002958, 1.379, 0.8801, 4.401, 0.368, 22.1, 21.68, 108.4, 0.3919, 1.382, 1.242
15, 2003, 3, 30, 2003, 4, 8, 2003, 4, 13, 15, 4.687, 4.024, 60.36, 0.4046, 0.1034, 0.0006975, 1.318, 0.6368, 9.552, 0.4087, 20.6, 20.08, 301.2, 0.4764, 1.391, 1.189
16, 2003, 5, 9, 2003, 5, 10, 2003, 5, 26, 18, 2.851, 2.149, 38.68, 0.4642, 0.362, 0.000302, 1.005, 0.3938, 7.088, 0.4337, 19.1, 18.38, 330.9, 0.4712, 1.545, 1.221
17, 2004, 2, 28, 2004, 2, 29, 2004, 3, 6, 8, 4.945, 4.686, 37.49, 0.2083, 0.3103, 0.0005403, 0.7884, 0.6267, 5.013, 0.1581, 22.5, 22.25, 178.0, 0.2062, 1.19, 1.154
18, 2004, 8, 30, 2004, 9, 1, 2004, 9, 3, 5, 2.131, 1.931, 9.657, 0.2136, 0.2152, 0.0002066, 0.7784, 0.5772, 2.886, 0.2351, 18.0, 17.8, 89.0, 0.2098, 1.575, 1.429
19, 2004, 11, 7, 2004, 11, 16, 2004, 12, 6, 30, 4.426, 3.12, 93.6, 0.4871, 0.3016, 0.0003745, 2.386, 0.9213, 27.64, 0.5095, 22.1, 20.92, 627.7, 0.6349, 2.169, 1.428
20, 2004, 12, 13, 2004, 12, 14, 2004, 12, 20, 8, 3.58, 3.173, 25.38, 0.244, 0.7164, 0.0005295, 1.085, 0.6459, 5.168, 0.2525, 22.0, 21.64, 173.1, 0.2342, 1.435, 1.256
21, 2005, 10, 17, 2005, 10, 19, 2005, 10, 23, 7, 2.106, 1.814, 12.7, 0.1751, 0.2912, 0.0001108, 0.4884, 0.2087, 1.461, 0.1714, 18.5, 18.26, 127.8, 0.1761, 1.302, 1.13
22, 2005, 12, 5, 2005, 12, 6, 2005, 12, 11, 7, 3.045, 2.796, 19.57, 0.1756, 0.2697, 0.0001236, 0.6342, 0.372, 2.604, 0.1881, 21.3, 21.1, 147.7, 0.1414, 1.263, 1.154
23, 2006, 2, 26, 2006, 2, 27, 2006, 3, 2, 5, 5.021, 4.766, 23.83, 0.1591, 0.4659, 0.0001353, 0.799, 0.5959, 2.98, 0.1391, 22.6, 22.34, 111.7, 0.1625, 1.189, 1.143
24, 2006, 3, 19, 2006, 3, 19, 2006, 4, 3, 16, 4.438, 3.876, 62.01, 0.3134, 0.9503, 0.000154, 0.8568, 0.3791, 6.065, 0.3, 21.5, 20.53, 328.5, 0.4119, 1.239, 1.108
25, 2007, 1, 11, 2007, 1, 19, 2007, 1, 24, 14, 4.373, 3.614, 50.6, 0.3094, 0.1386, 0.0001993, 1.182, 0.46, 6.44, 0.2995, 23.0, 22.24, 311.4, 0.3133, 1.37, 1.146
26, 2007, 2, 28, 2007, 3, 1, 2007, 3, 7, 8, 5.043, 4.586, 36.69, 0.3397, 0.4086, 0.0001853, 0.9252, 0.5587, 4.47, 0.291, 22.6, 22.15, 177.2, 0.3391, 1.225, 1.138
27, 2007, 5, 15, 2007, 5, 20, 2007, 5, 20, 6, 2.271, 2.18, 13.08, 0.08862, 0.07597, 7.708e-05, 0.5426, 0.4174, 2.505, 0.08852, 18.5, 18.42, 110.5, 0.08975, 1.314, 1.237
28, 2007, 8, 19, 2007, 8, 22, 2007, 8, 31, 13, 1.998, 1.525, 19.82, 0.2742, 0.2058, 0.0001214, 0.7784, 0.275, 3.575, 0.2957, 17.8, 17.35, 225.5, 0.2572, 1.638, 1.225
29, 2007, 9, 8, 2007, 9, 12, 2007, 9, 26, 19, 2.625, 2.017, 38.33, 0.305, 0.4739, 0.0002277, 1.035, 0.4204, 7.988, 0.2984, 18.6, 18.06, 343.2, 0.3247, 1.651, 1.263
