# Marine heatwave statistics for individual detected events at Pollock_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 2000, 2, 9, 2000, 2, 14, 2000, 2, 14, 6, 3.604, 3.118, 18.71, 0.3821, 0.2558, 0.002779, 1.397, 0.9322, 5.593, 0.3763, 23.9, 23.38, 140.2, 0.3955, 1.633, 1.426
2, 2002, 8, 8, 2002, 8, 9, 2002, 8, 12, 5, 2.478, 1.868, 9.339, 0.4985, 0.8913, 0.0007883, 1.474, 0.8571, 4.285, 0.4999, 18.5, 17.9, 89.5, 0.494, 2.468, 1.849
3, 2003, 2, 3, 2003, 2, 8, 2003, 2, 8, 6, 4.007, 3.482, 20.89, 0.3599, 0.4366, 0.0008142, 1.834, 1.317, 7.905, 0.3538, 24.2, 23.65, 141.9, 0.3731, 1.844, 1.608
4, 2003, 3, 3, 2003, 3, 8, 2003, 3, 9, 7, 4.248, 3.069, 21.49, 0.5893, 0.531, 0.001649, 2.191, 0.9547, 6.683, 0.6329, 24.3, 23.17, 162.2, 0.5548, 2.066, 1.458
5, 2003, 4, 15, 2003, 4, 19, 2003, 4, 22, 8, 2.494, 2.009, 16.07, 0.2454, 0.2101, 0.0008995, 0.8629, 0.3757, 3.005, 0.2458, 20.8, 20.35, 162.8, 0.2872, 1.529, 1.23
6, 2003, 5, 20, 2003, 5, 22, 2003, 5, 25, 6, 2.008, 1.706, 10.24, 0.17, 0.2761, 0.0005017, 0.639, 0.3432, 2.059, 0.1794, 18.8, 18.48, 110.9, 0.1675, 1.467, 1.253
7, 2004, 9, 14, 2004, 9, 15, 2004, 9, 18, 5, 2.653, 1.943, 9.715, 0.3985, 0.869, 0.0009222, 1.245, 0.5285, 2.642, 0.4036, 19.5, 18.82, 94.1, 0.3763, 1.884, 1.375
8, 2004, 10, 12, 2004, 10, 15, 2004, 10, 26, 15, 2.739, 1.786, 26.78, 0.4482, 0.369, 0.0007566, 1.255, 0.2488, 3.732, 0.4326, 20.3, 19.45, 291.7, 0.4842, 1.846, 1.16
9, 2004, 11, 7, 2004, 11, 15, 2004, 11, 16, 10, 3.225, 2.23, 22.3, 0.4758, 0.1736, 0.0006104, 1.653, 0.6396, 6.396, 0.4796, 22.0, 20.83, 208.3, 0.5386, 2.051, 1.403
10, 2004, 12, 2, 2004, 12, 4, 2004, 12, 6, 5, 3.303, 2.485, 12.43, 0.6025, 0.8883, 0.000771, 1.664, 0.8445, 4.222, 0.6101, 22.9, 22.08, 110.4, 0.5946, 2.016, 1.517
11, 2004, 12, 19, 2004, 12, 29, 2004, 12, 30, 12, 3.225, 2.565, 30.78, 0.4038, 0.1451, 0.0007835, 1.431, 0.7981, 9.577, 0.4074, 23.5, 22.79, 273.5, 0.4132, 1.797, 1.452
12, 2005, 1, 3, 2005, 1, 6, 2005, 1, 7, 5, 3.319, 2.702, 13.51, 0.5606, 0.4263, 0.000949, 1.452, 0.8419, 4.21, 0.5565, 23.6, 22.98, 114.9, 0.5636, 1.777, 1.452
13, 2005, 3, 2, 2005, 3, 5, 2005, 3, 6, 5, 3.268, 2.712, 13.56, 0.3487, 0.3579, 0.001162, 1.128, 0.54, 2.7, 0.3735, 23.4, 22.86, 114.3, 0.3382, 1.527, 1.251
14, 2007, 2, 27, 2007, 2, 27, 2007, 3, 3, 5, 3.572, 3.284, 16.42, 0.2572, 2.31, 0.000537, 1.262, 1.026, 5.128, 0.2355, 23.8, 23.48, 117.4, 0.2713, 1.546, 1.453
15, 2007, 9, 17, 2007, 9, 19, 2007, 9, 22, 6, 2.237, 2.033, 12.2, 0.1672, 0.3116, 0.0002753, 0.8155, 0.6138, 3.683, 0.1669, 19.2, 19.01, 114.0, 0.1592, 1.574, 1.432
16, 2008, 5, 20, 2008, 5, 24, 2008, 5, 25, 6, 2.573, 1.973, 11.84, 0.3885, 0.2456, 0.0002588, 1.235, 0.6098, 3.659, 0.4141, 19.3, 18.75, 112.5, 0.3403, 1.924, 1.453
17, 2009, 6, 8, 2009, 6, 12, 2009, 6, 14, 7, 2.995, 2.661, 18.62, 0.2362, 0.3515, 0.000387, 1.783, 1.431, 10.01, 0.2332, 19.4, 19.07, 133.5, 0.2433, 2.47, 2.163
18, 2010, 5, 20, 2010, 5, 22, 2010, 5, 25, 6, 2.508, 1.773, 10.64, 0.4206, 0.4561, 0.000295, 1.139, 0.4098, 2.459, 0.4081, 19.3, 18.55, 111.3, 0.45, 1.832, 1.298
19, 2010, 6, 17, 2010, 6, 17, 2010, 6, 22, 6, 2.044, 1.621, 9.724, 0.2701, 4.109, 0.0003169, 0.8329, 0.4023, 2.414, 0.2729, 18.4, 17.95, 107.7, 0.2814, 1.688, 1.331
20, 2011, 4, 11, 2011, 4, 12, 2011, 4, 15, 5, 2.436, 2.101, 10.51, 0.238, 0.4961, 0.0001195, 0.821, 0.4823, 2.411, 0.237, 21.2, 20.8, 104.0, 0.2366, 1.508, 1.298
