# Marine heatwave statistics for individual detected events at Mossel_Bay
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1992, 1, 27, 1992, 2, 20, 1992, 2, 20, 25, 3.419, 2.751, 68.77, 0.4946, 0.07522, 0.006128, 1.069, 0.8793, 21.98, 0.3671, 24.23, 24.09, 602.2, 0.3646, 1.455, 1.467
2, 1992, 12, 22, 1992, 12, 25, 1992, 12, 26, 5, 1.804, 1.545, 7.724, 0.1433, 0.1404, 0.001274, 0.4528, 0.198, 0.9898, 0.1405, 22.88, 22.58, 112.9, 0.1792, 1.335, 1.147
3, 1993, 1, 6, 1993, 1, 8, 1993, 1, 18, 13, 2.431, 1.792, 23.29, 0.357, 0.3112, 0.001431, 1.012, 0.3415, 4.44, 0.3683, 23.88, 23.28, 302.6, 0.3488, 1.713, 1.238
4, 1993, 2, 28, 1993, 3, 7, 1993, 3, 7, 8, 3.04, 2.886, 23.09, 0.1249, 0.07317, 0.001461, 0.4082, 0.221, 1.768, 0.1374, 23.0, 22.97, 183.8, 0.0487, 1.155, 1.083
5, 1993, 6, 25, 1993, 7, 25, 1993, 9, 29, 97, 2.486, 1.766, 171.3, 0.3575, 0.03608, 0.001914, 1.265, 0.6831, 66.26, 0.2746, 17.71, 17.45, 1.693e+03, 0.2614, 2.036, 1.629
6, 1994, 11, 10, 1994, 11, 12, 1994, 11, 14, 5, 1.436, 1.181, 5.904, 0.1542, 0.2542, 0.0007958, 0.4768, 0.2216, 1.108, 0.1522, 20.36, 20.1, 100.5, 0.196, 1.497, 1.231
7, 1998, 4, 29, 1998, 4, 29, 1998, 5, 7, 9, 2.143, 1.955, 17.59, 0.1275, 0.2559, 0.0002214, 0.05003, 0.08952, 0.8056, 0.07286, 19.08, 18.88, 169.9, 0.1323, 1.024, 1.049
8, 1998, 7, 25, 1998, 7, 25, 1998, 8, 5, 12, 1.773, 1.475, 17.7, 0.2359, 0.7233, 0.0002385, 0.5519, 0.2524, 3.029, 0.2351, 17.0, 16.71, 200.6, 0.2361, 1.452, 1.206
9, 1999, 6, 9, 1999, 6, 13, 1999, 6, 18, 10, 1.93, 1.652, 16.52, 0.1746, 0.2094, 0.0001773, 0.6366, 0.3474, 3.474, 0.1767, 17.71, 17.42, 174.2, 0.173, 1.492, 1.267
10, 2001, 6, 10, 2001, 6, 25, 2001, 6, 29, 20, 1.866, 1.627, 32.54, 0.1983, 0.04268, 0.0001794, 0.5135, 0.2993, 5.987, 0.184, 17.41, 17.28, 345.5, 0.1747, 1.38, 1.224
